"","sub","cond","item","seq","start_time","end_time","duration_ms"
"511",2,3,98,29,3745830,3751661,5831
"52",2,6,65,30,3754859,3758285,3426
"531",2,2,31,31,3761317,3764023,2706
"551",2,3,116,32,3772260,3777844,5584
"56",2,1,30,33,3781110,3784468,3358
"581",2,2,73,34,3790080,3794551,4471
"591",2,4,81,35,3798010,3803375,5365
"60",2,5,4,36,3807120,3813285,6165
"621",2,5,112,37,3819902,3824187,4285
"631",2,5,82,38,3827492,3830192,2700
"641",2,1,60,39,3834025,3837062,3037
"651",2,2,79,40,3840495,3842727,2232
"66",2,6,71,41,3848378,3850970,2592
"671",2,3,68,42,3868198,3873842,5644
"681",2,3,32,43,3877574,3880586,3012
"701",2,3,104,44,3887330,3890803,3473
"711",2,6,107,45,3893995,3898206,4211
"721",2,1,66,46,3902012,3905231,3219
"73",2,3,8,47,3909336,3912621,3285
"751",2,1,18,48,3918972,3922911,3939
"771",2,1,114,49,3929562,3933754,4192
"781",2,4,117,50,3937232,3939911,2679
"791",2,2,121,51,3942717,3945582,2865
"80",2,6,131,52,3948561,3951474,2913
"811",2,6,119,53,3954326,3957545,3219
"82",2,6,29,54,3960424,3964336,3912
"841",2,1,42,55,3970740,3974758,4018
"861",2,4,111,56,3982409,3985421,3012
"871",2,5,118,57,3988613,3991566,2953
"88",2,1,12,58,3994524,3997330,2806
"901",2,4,69,59,4003228,4006053,2825
"911",2,3,44,60,4009106,4012011,2905
"93",2,1,36,61,4018016,4020321,2305
"95",2,5,22,62,4026746,4031198,4452
"97",2,5,46,63,4038115,4041367,3252
"991",2,5,76,64,4047951,4052563,4612
"1001",2,4,9,65,4056228,4059221,2993
"1021",2,1,138,66,4144876,4147674,2798
"1031",2,3,14,67,4150734,4154325,3591
"1051",2,6,95,68,4160397,4163455,3058
"1061",2,2,19,69,4166341,4168600,2259
"108",2,5,34,70,4174558,4177984,3426
"110",2,4,15,71,4184181,4188100,3919
"1121",2,4,3,72,4194131,4197076,2945
"114",2,6,59,73,4202661,4206640,3979
"1151",2,3,74,74,4210258,4215196,4938
"116",2,5,10,75,4218569,4222700,4131
"1181",2,5,106,76,4228851,4232683,3832
"1191",2,2,133,77,4235482,4240627,5145
"1201",2,1,54,78,4244306,4248751,4445
"1221",2,6,11,79,4256648,4260013,3365
"1241",2,2,13,80,4266098,4270156,4058
"1261",2,4,105,81,4276241,4277520,1279
"127",2,3,128,82,4280446,4285897,5451
"1281",2,1,132,83,4288943,4294314,5371
"1291",2,2,127,84,4297579,4302651,5072
"130",2,4,123,85,4305863,4311454,5591
"1311",2,3,92,86,4314907,4319591,4684
"1321",2,4,63,87,4322784,4326075,3291
"133",2,6,53,88,4328908,4332533,3625
"1351",2,5,52,89,4338211,4341457,3246
"1371",2,1,96,90,4348761,4353612,4851
"1381",2,5,40,91,4357251,4362415,5164
"1401",2,6,83,92,4368707,4372765,4058
"1411",2,1,84,93,4375931,4379936,4005
"142",2,3,56,94,4382861,4385907,3046
"1431",2,3,110,95,4388606,4391938,3332
"1441",2,4,93,96,4394624,4397309,2685
"145",2,5,100,97,4400215,4402681,2466
"1461",2,2,1,98,4406719,4409111,2392
"1481",2,3,62,99,4415089,4419001,3912
"1491",2,2,109,100,4422127,4425406,3279
"150",2,2,103,101,4428458,4431783,3325
"1511",2,1,90,102,4434589,4435942,1353
"1521",2,1,48,103,4438794,4440686,1892
"154",2,6,23,104,4447391,4451349,3958
"156",2,5,16,105,4457774,4460686,2912
"158",2,6,5,106,4466764,4470789,4025
"1601",2,4,87,107,4477067,4481745,4678
"161",2,6,125,108,4485150,4490895,5745
"1621",2,1,126,109,4493960,4498072,4112
"1631",2,6,41,110,4501184,4504776,3592
"1651",2,1,24,111,4510881,4514839,3958
"1671",2,1,78,112,4521504,4526688,5184
"1681",2,1,102,113,4529800,4532273,2473
"1691",2,1,120,114,4535065,4537984,2919
"170",2,3,2,115,4540903,4544049,3146
"1721",2,4,51,116,4551106,4554471,3365
"1741",2,3,134,117,4560443,4563988,3545
"1751",2,6,137,118,4566820,4569599,2779
"1761",2,1,108,119,4572591,4575357,2766
"177",2,6,113,120,4578682,4582788,4106
"1781",2,4,99,121,4586073,4589772,3699
"179",2,5,28,122,4592844,4597842,4998
"1811",2,4,129,123,4611097,4615136,4039
"182",2,4,135,124,4618788,4623692,4904
"1831",2,6,77,125,4627118,4630963,3845
"1841",2,2,61,126,4634215,4637181,2966
"1851",2,5,88,127,4640746,4644631,3885
"1861",2,2,91,128,4648124,4652235,4111
"187",2,6,47,129,4655208,4658167,2959
"1891",2,2,49,130,4665037,4667843,2806
"1911",2,4,45,131,4673154,4675993,2839
"1931",2,2,85,132,4682811,4686243,3432
"194",2,2,43,133,4689022,4691881,2859
"196",2,2,97,134,4700664,4704303,3639
"1971",2,2,67,135,4707129,4710534,3405
"198",2,2,7,136,4713500,4716585,3085
"2001",2,6,89,137,4723309,4726908,3599
"2011",2,5,94,138,4729787,4732793,3006
"104",3,4,116,1,8027426,8031218,3792
"1111",3,4,20,2,8034437,8037082,2645
"13",3,2,102,3,8042480,8044973,2493
"1412",3,4,110,4,8047718,8050590,2872
"15",3,1,17,5,8053743,8057148,3405
"17",3,2,138,6,8062540,8065359,2819
"1812",3,4,68,7,8068617,8071483,2866
"1910",3,5,51,8,8076821,8079073,2252
"211",3,6,82,9,8083998,8085937,1939
"222",3,1,53,10,8088943,8091509,2566
"242",3,2,72,11,8096434,8098626,2192
"25",3,3,133,12,8101519,8103904,2385
"262",3,6,16,13,8106703,8109009,2306
"282",3,1,107,14,8115353,8118026,2673
"291",3,1,131,15,8120831,8123310,2479
"301",3,4,8,16,8126343,8129881,3538
"322",3,4,80,17,8135140,8137165,2025
"332",3,6,70,18,8140011,8142390,2379
"34",3,1,113,19,8145076,8147009,1933
"352",3,6,58,20,8149868,8153373,3505
"36",3,2,6,21,8156352,8158997,2645
"381",3,2,114,22,8164542,8167315,2773
"391",3,3,31,23,8170420,8173359,2939
"411",3,4,98,24,8179396,8183495,4099
"422",3,1,83,25,8186721,8189913,3192
"431",3,4,44,26,8192752,8195317,2565
"45",3,6,10,27,8200709,8204194,3485
"471",3,4,56,28,8210198,8213924,3726
"482",3,3,1,29,8216896,8220508,3612
"501",3,5,45,30,8225713,8229012,3299
"521",3,5,69,31,8234643,8237842,3199
"532",3,5,3,32,8240780,8244133,3353
"552",3,4,92,33,8249198,8253989,4791
"561",3,3,25,34,8257041,8260593,3552
"582",3,2,90,35,8265372,8268617,3245
"592",3,4,86,36,8271296,8274708,3412
"601",3,1,119,37,8277820,8282032,4212
"611",3,1,71,38,8284811,8287370,2559
"622",3,2,24,39,8290122,8293275,3153
"642",3,3,127,40,8299246,8301971,2725
"652",3,6,88,41,8305157,8307976,2819
"661",3,5,57,42,8310901,8314034,3133
"672",3,2,12,43,8316819,8319525,2706
"691",3,6,46,44,8325256,8329108,3852
"712",3,6,64,45,8335999,8338705,2706
"722",3,3,61,46,8341543,8345828,4285
"731",3,1,29,47,8349034,8351886,2852
"752",3,3,67,48,8357444,8361303,3859
"761",3,4,74,49,8364428,8368194,3766
"772",3,2,42,50,8371166,8373078,1912
"792",3,3,73,51,8379403,8381735,2332
"801",3,5,21,52,8384521,8386507,1986
"821",3,6,4,53,8392418,8394590,2172
"842",3,1,23,54,8399269,8400928,1659
"862",3,2,66,55,8405680,8408059,2379
"872",3,2,78,56,8411351,8413517,2166
"881",3,5,9,57,8416582,8419275,2693
"902",3,1,137,58,8424366,8426812,2446
"912",3,1,47,59,8430204,8433370,3166
"931",3,1,65,60,8438488,8440254,1766
"941",3,2,126,61,8443066,8445265,2199
"951",3,1,11,62,8448071,8449897,1826
"971",3,3,55,63,8457034,8459493,2459
"981",3,5,111,64,8462492,8467297,4805
"992",3,2,96,65,8470270,8473688,3418
"1002",3,4,2,66,8501278,8504377,3099
"1022",3,5,129,67,8509788,8514600,4812
"1032",3,6,52,68,8517752,8520131,2379
"1052",3,5,105,69,8525389,8529274,3885
"1062",3,3,121,70,8532453,8535325,2872
"1071",3,1,41,71,8538284,8541290,3006
"1091",3,4,26,72,8546561,8549160,2599
"1112",3,3,7,73,8556637,8561982,5345
"1131",3,5,39,74,8569913,8573371,3458
"1152",3,5,75,75,8579316,8582728,3412
"1161",3,3,19,76,8585600,8587933,2333
"1182",3,3,43,77,8593391,8599675,6284
"1202",3,1,5,78,8605600,8609425,3825
"1222",3,1,125,79,8614956,8618608,3652
"1231",3,6,106,80,8621281,8623479,2198
"1242",3,4,62,81,8626199,8628917,2718
"1251",3,6,28,82,8631597,8634769,3172
"1271",3,2,48,83,8640473,8641926,1453
"1292",3,6,22,84,8647591,8650956,3365
"1312",3,1,59,85,8656334,8659906,3572
"1322",3,4,122,86,8662872,8665064,2192
"1331",3,5,33,87,8668096,8671895,3799
"1352",3,5,99,88,8677633,8680332,2699
"136",3,2,54,89,8683404,8685504,2100
"1382",3,3,13,90,8691794,8696679,4885
"1402",3,5,117,91,8701504,8703823,2319
"1413",3,4,128,92,8706822,8710241,3419
"1421",3,4,32,93,8713260,8716232,2972
"1442",3,4,14,94,8721397,8725162,3765
"1462",3,5,135,95,8730527,8735771,5244
"1471",3,6,100,96,8738650,8743089,4439
"1482",3,6,136,97,8746568,8750166,3598
"1492",3,4,134,98,8753372,8756431,3059
"1501",3,5,123,99,8759316,8763295,3979
"1512",3,2,120,100,8766054,8769926,3872
"1522",3,2,18,101,8773058,8775503,2445
"1541",3,3,109,102,8781248,8786506,5258
"1551",3,6,124,103,8789432,8792691,3259
"1561",3,2,60,104,8795536,8799335,3799
"1571",3,3,79,105,8802301,8806792,4491
"1581",3,4,38,106,8809797,8812830,3033
"1602",3,5,87,107,8818501,8822846,4345
"1611",3,1,89,108,8825892,8829390,3498
"1622",3,6,94,109,8832456,8835981,3525
"1632",3,2,84,110,8838700,8842539,3839
"1641",3,6,34,111,8845571,8850043,4472
"166",3,3,49,112,8856127,8860352,4225
"1682",3,4,104,113,8865190,8868942,3752
"1692",3,1,95,114,8871961,8875827,3866
"1701",3,5,81,115,8879119,8881925,2806
"1711",3,2,108,116,8884950,8888089,3139
"1722",3,6,76,117,8890888,8894926,4038
"1731",3,1,77,118,8897785,8900504,2719
"1742",3,3,115,119,8903376,8906409,3033
"1752",3,6,118,120,8909581,8913753,4172
"1762",3,4,50,121,8916725,8919137,2412
"1782",3,3,97,122,8924242,8927648,3406
"1791",3,1,101,123,8930886,8934458,3572
"1801",3,2,30,124,8936917,8939670,2753
"1821",3,3,37,125,8944535,8948773,4238
"1842",3,2,36,126,8954198,8957124,2926
"1862",3,1,35,127,8962702,8965574,2872
"1881",3,3,85,128,8971585,8975776,4191
"1892",3,6,40,129,8979162,8984766,5604
"1912",3,6,112,130,8990378,8993610,3232
"1921",3,5,27,131,8996429,9000701,4272
"1941",3,6,130,132,9006192,9009744,3552
"1951",3,5,63,133,9012723,9015615,2892
"1961",3,5,93,134,9018334,9021320,2986
"1972",3,3,91,135,9024905,9030916,6011
"1981",3,5,15,136,9033995,9037120,3125
"2002",3,2,132,137,9042392,9046004,3612
"2012",3,3,103,138,9049010,9053494,4484
