"","sub","item","cond","nstarted","ncompleted","nboundary","problem","flags_equal"
"1252",16,28,3,13,13,13,"no","yes"
"1253",16,40,7,13,13,13,"no","yes"
"1254",16,59,2,15,15,15,"no","yes"
"1255",16,23,6,12,12,12,"no","yes"
"1256",16,37,4,17,17,17,"no","yes"
"1257",16,33,8,12,12,12,"no","yes"
"1258",16,31,6,15,15,15,"no","yes"
"1259",16,26,1,15,15,15,"no","yes"
"1260",16,75,2,13,14,13,"yes","no"
"1261",16,54,5,13,13,13,"no","yes"
"1262",16,78,5,13,13,13,"no","yes"
"1263",16,32,7,16,16,16,"no","yes"
"1264",16,27,2,14,14,14,"no","yes"
"1265",16,50,1,10,10,10,"no","yes"
"1266",16,29,4,13,13,13,"no","yes"
"1267",16,68,3,13,13,13,"no","yes"
"1268",16,43,2,15,15,15,"no","yes"
"1269",16,24,7,13,13,13,"no","yes"
"1270",16,60,3,15,15,15,"no","yes"
"1271",16,49,8,12,12,12,"no","yes"
"1272",16,79,6,13,13,13,"no","yes"
"1273",16,65,8,16,16,16,"no","yes"
"1274",16,10,1,16,17,17,"yes","no"
"1275",16,76,3,13,13,13,"no","yes"
"1276",16,56,7,10,10,10,"no","yes"
"1277",16,45,4,13,13,13,"no","yes"
"1278",16,17,8,16,17,16,"yes","no"
"1279",16,41,8,13,13,14,"no","yes"
"1280",16,57,8,16,16,16,"no","yes"
"1281",17,73,1,16,16,16,"no","yes"
"1282",17,16,8,17,18,17,"yes","no"
"1283",17,24,8,13,13,13,"no","yes"
"1284",17,37,5,17,17,17,"no","yes"
"1285",17,74,2,15,15,15,"no","yes"
"1286",17,20,4,14,14,14,"no","yes"
"1287",17,14,6,15,15,15,"no","yes"
"1288",17,33,1,12,12,12,"no","yes"
"1289",17,60,4,14,14,15,"no","yes"
"1290",17,4,4,16,16,16,"no","yes"
"1291",17,48,8,15,15,16,"no","yes"
"1292",17,42,2,15,15,15,"no","yes"
"1293",17,75,3,13,13,13,"no","yes"
"1294",17,80,8,12,12,12,"no","yes"
"1295",17,5,5,16,16,16,"no","yes"
"1296",17,79,7,13,13,13,"no","yes"
"1297",17,46,6,14,14,16,"no","yes"
"1298",17,36,4,14,14,14,"no","yes"
"1299",17,40,8,13,13,13,"no","yes"
"1300",17,28,4,13,13,13,"no","yes"
"1301",17,52,4,15,15,15,"no","yes"
"1302",17,8,8,16,16,17,"no","yes"
"1303",17,13,5,16,16,16,"no","yes"
"1304",17,76,4,12,12,13,"no","yes"
"1305",17,38,6,16,16,16,"no","yes"
"1306",17,69,5,14,14,14,"no","yes"
"1307",17,39,7,15,15,15,"no","yes"
"1308",17,34,2,15,15,15,"no","yes"
"1309",17,30,6,10,10,11,"no","yes"
"1310",17,54,6,13,13,13,"no","yes"
"1311",17,22,6,15,15,15,"no","yes"
"1312",17,70,6,15,15,16,"no","yes"
"1313",17,55,7,14,14,15,"no","yes"
"1314",17,3,3,15,15,15,"no","yes"
"1315",17,31,7,15,15,15,"no","yes"
"1316",17,27,3,14,14,14,"no","yes"
"1317",17,11,3,14,14,14,"no","yes"
"1318",17,65,1,16,16,16,"no","yes"
"1319",17,67,3,15,15,15,"no","yes"
"1320",17,35,3,16,16,16,"no","yes"
"1321",17,77,5,17,17,17,"no","yes"
"1322",17,41,1,14,14,14,"no","yes"
"1323",17,44,4,13,13,13,"no","yes"
"1324",17,51,3,13,13,13,"no","yes"
"1325",17,64,8,13,13,13,"no","yes"
"1326",17,57,1,16,16,16,"no","yes"
"1327",17,56,8,10,10,10,"no","yes"
"1328",17,19,3,13,13,13,"no","yes"
"1329",17,50,2,10,10,10,"no","yes"
"1330",17,68,4,13,13,13,"no","yes"
"1331",17,9,1,17,17,17,"no","yes"
"1332",17,49,1,12,12,12,"no","yes"
"1333",17,18,2,11,11,11,"no","yes"
"1334",17,43,3,15,16,15,"yes","no"
"1335",17,59,3,15,15,15,"no","yes"
"1336",17,71,7,14,14,14,"no","yes"
"1337",17,10,2,17,17,17,"no","yes"
"1338",17,45,5,13,13,13,"no","yes"
"1339",17,12,4,15,15,15,"no","yes"
"1340",17,72,8,15,15,15,"no","yes"
"1341",17,78,6,13,13,13,"no","yes"
"1342",17,26,2,15,15,15,"no","yes"
"1343",17,21,5,13,13,13,"no","yes"
"1344",17,58,2,15,15,15,"no","yes"
"1345",17,29,5,13,13,13,"no","yes"
"1346",17,53,5,14,15,14,"yes","no"
"1347",17,66,2,15,16,16,"yes","no"
"1348",17,1,1,14,14,14,"no","yes"
"1349",17,23,7,12,12,12,"no","yes"
"1350",17,61,5,16,16,16,"no","yes"
"1351",17,32,8,16,16,16,"no","yes"
"1352",17,7,7,14,14,14,"no","yes"
"1353",17,2,2,12,12,15,"no","yes"
"1354",17,17,1,15,17,16,"yes","no"
"1355",17,6,6,12,12,13,"no","yes"
"1356",17,63,7,14,14,14,"no","yes"
"1357",17,47,7,13,13,13,"no","yes"
"1358",17,15,7,13,14,13,"yes","no"
"1359",17,62,6,9,10,13,"yes","no"
"1360",17,25,1,15,15,15,"no","yes"
"1361",18,76,5,13,13,13,"no","yes"
"1362",18,13,6,21,21,16,"yes","yes"
"1363",18,74,3,14,14,15,"no","yes"
"1364",18,32,1,16,16,16,"no","yes"
"1365",18,6,7,13,13,13,"no","yes"
"1366",18,55,8,14,14,15,"no","yes"
"1367",18,17,2,16,16,16,"no","yes"
"1368",18,77,6,17,17,17,"no","yes"
"1369",18,44,5,13,13,13,"no","yes"
"1370",18,39,8,14,14,15,"no","yes"
"1371",18,8,1,16,16,17,"no","yes"
"1372",18,38,7,15,15,16,"no","yes"
"1373",18,49,2,12,12,12,"no","yes"
"1374",18,73,2,15,15,16,"no","yes"
"1375",18,34,3,15,15,15,"no","yes"
"1376",18,12,5,14,14,15,"no","yes"
"1377",18,46,7,16,16,16,"no","yes"
"1378",18,1,2,14,14,14,"no","yes"
"1379",18,35,4,16,16,16,"no","yes"
"1380",18,56,1,10,10,10,"no","yes"
"1381",18,59,4,15,15,15,"no","yes"
"1382",18,52,5,15,15,15,"no","yes"
"1383",18,57,2,15,15,16,"no","yes"
"1384",18,9,2,17,17,17,"no","yes"
"1385",18,4,5,16,16,16,"no","yes"
"1386",18,3,4,15,15,15,"no","yes"
"1387",18,36,5,13,13,14,"no","yes"
"1388",18,43,4,15,15,15,"no","yes"
"1389",18,40,1,13,13,13,"no","yes"
"1390",18,61,6,15,15,16,"no","yes"
"1391",18,51,4,13,13,13,"no","yes"
"1392",18,18,3,11,11,11,"no","yes"
"1393",18,24,1,13,13,13,"no","yes"
"1394",18,65,2,15,15,16,"no","yes"
"1395",18,10,3,15,15,17,"no","yes"
"1396",18,15,8,13,13,13,"no","yes"
"1397",18,75,4,13,13,13,"no","yes"
"1398",18,72,1,15,15,15,"no","yes"
"1399",18,28,5,12,12,13,"no","yes"
"1400",18,11,4,13,13,14,"no","yes"
"1401",18,27,4,14,14,14,"no","yes"
"1402",18,33,2,12,12,12,"no","yes"
"1403",18,41,2,14,14,14,"no","yes"
"1404",18,54,7,13,13,13,"no","yes"
"1405",18,69,6,14,14,14,"no","yes"
"1406",18,79,8,12,12,13,"no","yes"
"1407",18,5,6,16,16,16,"no","yes"
"1408",18,2,3,14,14,15,"no","yes"
"1409",18,7,8,14,14,14,"no","yes"
"1410",18,25,2,13,13,15,"no","yes"
"1411",18,14,7,15,15,15,"no","yes"
"1412",18,20,5,14,14,14,"no","yes"
"1413",18,70,7,16,16,16,"no","yes"
"1414",18,53,6,14,14,14,"no","yes"
"1415",18,78,7,12,12,13,"no","yes"
"1416",18,45,6,13,13,13,"no","yes"
"1417",18,64,1,13,13,13,"no","yes"
"1418",18,26,3,15,15,15,"no","yes"
"1419",18,62,7,13,13,13,"no","yes"
"1420",18,37,6,16,16,17,"no","yes"
"1421",18,19,4,13,13,13,"no","yes"
"1422",18,60,5,15,15,15,"no","yes"
"1423",18,80,1,12,12,12,"no","yes"
"1424",18,50,3,10,10,10,"no","yes"
"1425",18,22,7,15,15,15,"no","yes"
"1426",18,63,8,14,14,14,"no","yes"
"1427",18,47,8,13,13,13,"no","yes"
"1428",18,21,6,13,13,13,"no","yes"
"1429",18,23,8,12,12,12,"no","yes"
"1430",18,68,5,13,13,13,"no","yes"
"1431",18,66,3,16,16,16,"no","yes"
"1432",18,71,8,14,14,14,"no","yes"
"1433",18,31,8,15,15,15,"no","yes"
"1434",18,48,1,16,16,16,"no","yes"
"1435",18,29,6,13,13,13,"no","yes"
"1436",18,16,1,17,17,17,"no","yes"
"1437",18,67,4,15,15,15,"no","yes"
"1438",18,42,3,15,15,15,"no","yes"
"1439",18,30,7,11,11,11,"no","yes"
"1440",18,58,3,15,15,15,"no","yes"
"1441",19,8,2,17,17,17,"no","yes"
"1442",19,80,2,12,12,12,"no","yes"
"1443",19,63,1,14,14,14,"no","yes"
"1444",19,62,8,13,13,13,"no","yes"
"1445",19,70,8,16,16,16,"no","yes"
"1446",19,49,3,12,12,12,"no","yes"
"1447",19,42,4,15,15,15,"no","yes"
"1448",19,41,3,14,14,14,"no","yes"
"1449",19,34,4,15,15,15,"no","yes"
"1450",19,44,6,13,13,13,"no","yes"
"1451",19,56,2,10,10,10,"no","yes"
"1452",19,12,6,15,15,15,"no","yes"
"1453",19,73,3,16,16,16,"no","yes"
"1454",19,22,8,15,15,15,"no","yes"
"1455",19,2,4,15,15,15,"no","yes"
"1456",19,27,5,14,14,14,"no","yes"
"1457",19,21,7,13,13,13,"no","yes"
"1458",19,4,6,16,16,16,"no","yes"
"1459",19,69,7,14,14,14,"no","yes"
"1460",19,36,6,14,14,14,"no","yes"
"1461",19,48,2,16,16,16,"no","yes"
"1462",19,74,4,15,15,15,"no","yes"
"1463",19,19,5,13,13,13,"no","yes"
"1464",19,25,3,15,15,15,"no","yes"
"1465",19,64,2,13,13,13,"no","yes"
"1466",19,31,1,14,14,15,"no","yes"
"1467",19,46,8,16,16,16,"no","yes"
"1468",19,51,5,13,13,13,"no","yes"
"1469",19,59,5,15,15,15,"no","yes"
"1470",19,35,5,16,16,16,"no","yes"
"1471",19,54,8,12,12,13,"no","yes"
"1472",19,15,1,13,13,13,"no","yes"
"1473",19,53,7,14,14,14,"no","yes"
"1474",19,45,7,12,12,13,"no","yes"
"1475",19,23,1,13,13,12,"yes","yes"
"1476",19,40,2,13,13,13,"no","yes"
"1477",19,58,4,15,15,15,"no","yes"
"1478",19,13,7,16,16,16,"no","yes"
"1479",19,24,2,13,13,13,"no","yes"
"1480",19,38,8,16,16,16,"no","yes"
"1481",19,68,6,11,11,13,"no","yes"
"1482",19,76,6,12,12,13,"no","yes"
"1483",19,60,6,15,15,15,"no","yes"
"1484",19,6,8,13,13,13,"no","yes"
"1485",19,75,5,12,12,13,"no","yes"
"1486",19,37,7,17,17,17,"no","yes"
"1487",19,52,6,15,15,15,"no","yes"
"1488",19,14,8,15,15,15,"no","yes"
"1489",19,29,7,13,13,13,"no","yes"
"1490",19,65,3,16,16,16,"no","yes"
"1491",19,50,4,9,9,10,"no","yes"
"1492",19,11,5,14,14,14,"no","yes"
"1493",19,79,1,13,13,13,"no","yes"
"1494",19,71,1,14,14,14,"no","yes"
"1495",19,66,4,16,16,16,"no","yes"
"1496",19,32,2,15,15,16,"no","yes"
"1497",19,9,3,17,17,17,"no","yes"
"1498",19,77,7,17,17,17,"no","yes"
"1499",19,18,4,11,11,11,"no","yes"
"1500",19,5,7,16,16,16,"no","yes"
"1501",19,30,8,11,11,11,"no","yes"
"1502",19,33,3,12,12,12,"no","yes"
"1503",19,47,1,13,13,13,"no","yes"
"1504",19,16,2,17,17,17,"no","yes"
"1505",19,10,4,16,16,17,"no","yes"
"1506",19,67,5,15,15,15,"no","yes"
"1507",19,61,7,16,16,16,"no","yes"
"1508",19,26,4,15,15,15,"no","yes"
"1509",19,72,2,15,15,15,"no","yes"
"1510",19,17,3,16,16,16,"no","yes"
"1511",19,1,3,14,14,14,"no","yes"
"1512",19,57,3,16,16,16,"no","yes"
"1513",19,39,1,15,15,15,"no","yes"
"1514",19,7,1,14,14,14,"no","yes"
"1515",19,55,1,15,15,15,"no","yes"
"1516",19,43,5,15,15,15,"no","yes"
"1517",19,78,8,13,13,13,"no","yes"
"1518",19,28,6,13,13,13,"no","yes"
"1519",19,3,5,15,15,15,"no","yes"
"1520",19,20,6,14,14,14,"no","yes"
"1521",20,53,8,14,14,14,"no","yes"
"1522",20,40,3,13,13,13,"no","yes"
"1523",20,72,3,15,15,15,"no","yes"
"1524",20,24,3,13,13,13,"no","yes"
"1525",20,64,3,13,13,13,"no","yes"
"1526",20,17,4,16,16,16,"no","yes"
"1527",20,57,4,15,15,16,"no","yes"
"1528",20,80,3,12,12,12,"no","yes"
"1529",20,41,4,14,14,14,"no","yes"
"1530",20,34,5,15,15,15,"no","yes"
"1531",20,76,7,13,13,13,"no","yes"
"1532",20,46,1,16,16,16,"no","yes"
"1533",20,5,8,16,16,16,"no","yes"
"1534",20,54,1,13,13,13,"no","yes"
"1535",20,74,5,15,15,15,"no","yes"
"1536",20,43,6,15,15,15,"no","yes"
"1537",20,11,6,13,13,14,"no","yes"
"1538",20,30,1,11,11,11,"no","yes"
"1539",20,31,2,15,15,15,"no","yes"
"1540",20,58,5,15,15,15,"no","yes"
"1541",20,26,5,15,15,15,"no","yes"
"1542",20,27,6,14,14,14,"no","yes"
"1543",20,33,4,12,12,12,"no","yes"
"1544",20,35,6,16,16,16,"no","yes"
"1545",20,48,3,16,16,16,"no","yes"
"1546",20,22,1,15,15,15,"no","yes"
"1547",20,47,2,13,13,13,"no","yes"
"1548",20,69,8,14,14,14,"no","yes"
"1549",20,36,7,13,13,14,"no","yes"
"1550",20,2,5,15,15,15,"no","yes"
"1551",20,7,2,14,14,14,"no","yes"
"1552",20,71,2,14,14,14,"no","yes"
"1553",20,63,2,14,14,14,"no","yes"
"1554",20,68,7,12,12,13,"no","yes"
"1555",20,28,7,13,13,13,"no","yes"
"1556",20,55,2,15,15,15,"no","yes"
"1557",20,12,7,15,15,15,"no","yes"
"1558",20,38,1,16,16,16,"no","yes"
"1559",20,61,8,15,15,16,"no","yes"
"1560",20,15,2,12,12,13,"no","yes"
"1561",20,25,4,15,15,15,"no","yes"
"1562",20,42,5,15,15,15,"no","yes"
"1563",20,3,6,15,15,15,"no","yes"
"1564",20,45,8,13,13,13,"no","yes"
"1565",20,77,8,17,17,17,"no","yes"
"1566",20,66,5,16,16,16,"no","yes"
"1567",20,18,5,11,11,11,"no","yes"
"1568",20,59,6,15,15,15,"no","yes"
"1569",20,44,7,13,13,13,"no","yes"
"1570",20,37,8,17,17,17,"no","yes"
"1571",20,73,4,16,16,16,"no","yes"
"1572",20,21,8,13,13,13,"no","yes"
"1573",20,23,2,12,12,12,"no","yes"
"1574",20,32,3,16,16,16,"no","yes"
"1575",20,29,8,13,13,13,"no","yes"
"1576",20,50,5,10,10,10,"no","yes"
"1577",20,75,6,13,13,13,"no","yes"
"1578",20,19,6,13,13,13,"no","yes"
"1579",20,60,7,15,15,15,"no","yes"
"1580",20,13,8,16,16,16,"no","yes"
"1581",20,6,1,13,13,13,"no","yes"
"1582",20,78,1,13,13,13,"no","yes"
"1583",20,56,3,10,10,10,"no","yes"
"1584",20,20,7,14,14,14,"no","yes"
"1585",20,79,2,13,13,13,"no","yes"
"1586",20,65,4,16,16,16,"no","yes"
"1587",20,16,3,16,16,17,"no","yes"
"1588",20,10,5,16,16,17,"no","yes"
"1589",20,67,6,15,15,15,"no","yes"
"1590",20,49,4,12,12,12,"no","yes"
"1591",20,8,3,17,17,17,"no","yes"
"1592",20,52,7,15,15,15,"no","yes"
"1593",20,14,1,15,15,15,"no","yes"
"1594",20,39,2,15,15,15,"no","yes"
"1595",20,9,4,17,17,17,"no","yes"
"1596",20,4,7,16,16,16,"no","yes"
"1597",20,62,1,13,13,13,"no","yes"
"1598",20,1,4,14,14,14,"no","yes"
"1599",20,51,6,13,13,13,"no","yes"
"1600",20,70,1,16,16,16,"no","yes"
"1601",21,23,3,12,12,12,"no","yes"
"1602",21,49,5,12,12,12,"no","yes"
"1603",21,30,2,10,10,11,"no","yes"
"1604",21,21,1,9,9,13,"no","yes"
"1605",21,56,4,10,10,10,"no","yes"
"1606",21,1,5,14,14,14,"no","yes"
"1607",21,9,5,16,16,17,"no","yes"
"1608",21,19,7,12,12,13,"no","yes"
"1609",21,13,1,16,16,16,"no","yes"
"1610",21,44,8,12,12,13,"no","yes"
"1611",21,47,3,13,13,13,"no","yes"
"1612",21,34,6,14,14,15,"no","yes"
"1613",21,35,7,15,15,16,"no","yes"
"1614",21,79,3,12,12,13,"no","yes"
"1615",21,52,8,15,15,15,"no","yes"
"1616",21,55,3,15,15,15,"no","yes"
"1617",21,15,3,13,13,13,"no","yes"
"1618",21,36,8,14,14,14,"no","yes"
"1619",21,4,8,16,16,16,"no","yes"
"1620",21,51,7,13,13,13,"no","yes"
"1621",21,33,5,12,12,12,"no","yes"
"1622",21,7,3,14,14,14,"no","yes"
"1623",21,6,2,13,13,13,"no","yes"
"1624",21,64,4,13,13,13,"no","yes"
"1625",21,61,1,16,16,16,"no","yes"
"1626",21,18,6,11,11,11,"no","yes"
"1627",21,8,4,16,16,17,"no","yes"
"1628",21,16,4,17,17,17,"no","yes"
"1629",21,67,7,15,15,15,"no","yes"
"1630",21,12,8,15,15,15,"no","yes"
"1631",21,29,1,13,13,13,"no","yes"
"1632",21,27,7,14,14,14,"no","yes"
"1633",21,54,2,10,10,13,"no","yes"
"1634",21,3,7,15,15,15,"no","yes"
"1635",21,24,4,13,13,13,"no","yes"
"1636",21,42,6,15,15,15,"no","yes"
"1637",21,57,5,16,16,16,"no","yes"
"1638",21,77,1,17,17,17,"no","yes"
"1639",21,11,7,13,13,14,"no","yes"
"1640",21,58,6,15,15,15,"no","yes"
"1641",21,60,8,14,14,15,"no","yes"
"1642",21,25,5,15,15,15,"no","yes"
"1643",21,37,1,17,17,17,"no","yes"
"1644",21,38,2,16,16,16,"no","yes"
"1645",21,75,7,13,13,13,"no","yes"
"1646",21,41,5,14,14,14,"no","yes"
"1647",21,22,2,14,14,15,"no","yes"
"1648",21,53,1,14,14,14,"no","yes"
"1649",21,76,8,12,12,13,"no","yes"
"1650",21,28,8,13,13,13,"no","yes"
"1651",21,48,4,15,15,16,"no","yes"
"1652",21,66,6,16,16,16,"no","yes"
"1653",21,31,3,15,15,15,"no","yes"
"1654",21,39,3,15,15,15,"no","yes"
"1655",21,50,6,10,10,10,"no","yes"
"1656",21,2,6,15,15,15,"no","yes"
"1657",21,62,2,12,12,13,"no","yes"
"1658",21,45,1,13,13,13,"no","yes"
"1659",21,10,6,16,16,17,"no","yes"
"1660",21,43,7,15,15,15,"no","yes"
"1661",21,59,7,12,12,15,"no","yes"
"1662",21,74,6,15,15,15,"no","yes"
"1663",21,17,5,16,16,16,"no","yes"
"1664",21,40,4,13,13,13,"no","yes"
"1665",21,80,4,12,12,12,"no","yes"
"1666",21,68,8,11,11,13,"no","yes"
"1667",21,65,5,16,16,16,"no","yes"
"1668",21,20,8,14,14,14,"no","yes"
"1669",21,69,1,13,13,14,"no","yes"
"1670",21,73,5,15,15,16,"no","yes"
"1671",21,71,3,13,13,14,"no","yes"
"1672",21,70,2,15,15,16,"no","yes"
"1673",21,46,2,15,15,16,"no","yes"
"1674",21,72,4,15,15,15,"no","yes"
"1675",21,63,3,14,14,14,"no","yes"
"1676",21,32,4,15,15,16,"no","yes"
"1677",21,78,2,12,12,13,"no","yes"
"1678",21,14,2,11,11,15,"no","yes"
"1679",21,26,6,15,15,15,"no","yes"
"1680",21,5,1,15,15,16,"no","yes"
"1681",22,79,4,12,12,13,"no","yes"
"1682",22,68,1,13,13,13,"no","yes"
"1683",22,29,2,13,13,13,"no","yes"
"1684",22,8,5,17,17,17,"no","yes"
"1685",22,5,2,16,16,16,"no","yes"
"1686",22,36,1,14,14,14,"no","yes"
"1687",22,10,7,17,17,17,"no","yes"
"1688",22,38,3,16,16,16,"no","yes"
"1689",22,78,3,12,12,13,"no","yes"
"1690",22,56,5,10,10,10,"no","yes"
"1691",22,11,8,12,12,14,"no","yes"
"1692",22,3,8,15,15,15,"no","yes"
"1693",22,12,1,15,15,15,"no","yes"
"1694",22,4,1,16,16,16,"no","yes"
"1695",22,23,4,12,12,12,"no","yes"
"1696",22,7,4,14,14,14,"no","yes"
"1697",22,57,6,16,16,16,"no","yes"
"1698",22,59,8,13,13,15,"no","yes"
"1699",22,19,8,10,10,13,"no","yes"
"1700",22,20,1,14,14,14,"no","yes"
"1701",22,50,7,10,10,10,"no","yes"
"1702",22,65,6,16,16,16,"no","yes"
"1703",22,24,5,13,13,13,"no","yes"
"1704",22,71,4,14,14,14,"no","yes"
"1705",22,55,4,15,15,15,"no","yes"
"1706",22,30,3,11,11,11,"no","yes"
"1707",22,62,3,13,13,13,"no","yes"
"1708",22,49,6,12,12,12,"no","yes"
"1709",22,67,8,15,15,15,"no","yes"
"1710",22,73,6,16,16,16,"no","yes"
"1711",22,80,5,12,12,12,"no","yes"
"1712",22,16,5,17,17,17,"no","yes"
"1713",22,43,8,13,13,15,"no","yes"
"1714",22,42,7,15,15,15,"no","yes"
"1715",22,15,4,13,13,13,"no","yes"
"1716",22,37,2,17,17,17,"no","yes"
"1717",22,2,7,15,15,15,"no","yes"
"1718",22,35,8,16,16,16,"no","yes"
"1719",22,44,1,13,13,13,"no","yes"
"1720",22,64,5,13,13,13,"no","yes"
"1721",22,66,7,16,16,16,"no","yes"
"1722",22,70,3,16,16,16,"no","yes"
"1723",22,60,1,15,15,15,"no","yes"
"1724",22,9,6,17,17,17,"no","yes"
"1725",22,22,3,15,15,15,"no","yes"
"1726",22,40,5,13,13,13,"no","yes"
"1727",22,34,7,14,14,15,"no","yes"
"1728",22,32,5,16,16,16,"no","yes"
"1729",22,58,7,15,15,15,"no","yes"
"1730",22,28,1,11,11,13,"no","yes"
"1731",22,51,8,12,12,13,"no","yes"
"1732",22,72,5,15,15,15,"no","yes"
"1733",22,17,6,16,16,16,"no","yes"
"1734",22,26,7,15,15,15,"no","yes"
"1735",22,39,4,15,15,15,"no","yes"
"1736",22,75,8,13,13,13,"no","yes"
"1737",22,74,7,15,15,15,"no","yes"
"1738",22,46,3,16,16,16,"no","yes"
"1739",22,52,1,15,15,15,"no","yes"
"1740",22,76,1,13,13,13,"no","yes"
"1741",22,18,7,11,11,11,"no","yes"
"1742",22,14,3,15,15,15,"no","yes"
"1743",22,69,2,14,14,14,"no","yes"
"1744",22,41,6,14,14,14,"no","yes"
"1745",22,31,4,14,14,15,"no","yes"
"1746",22,13,2,8,8,16,"no","yes"
"1747",22,61,2,15,15,16,"no","yes"
"1748",22,1,6,14,14,14,"no","yes"
"1749",22,25,6,15,15,15,"no","yes"
"1750",22,6,3,13,13,13,"no","yes"
"1751",22,45,2,12,12,13,"no","yes"
"1752",22,21,2,12,12,13,"no","yes"
"1753",22,63,4,13,13,14,"no","yes"
"1754",22,33,6,11,11,12,"no","yes"
"1755",22,47,4,13,13,13,"no","yes"
"1756",22,77,2,16,16,17,"no","yes"
"1757",22,53,2,12,12,14,"no","yes"
"1758",22,48,5,16,16,16,"no","yes"
"1759",22,54,3,13,13,13,"no","yes"
"1760",22,27,8,13,13,14,"no","yes"
"1761",23,46,4,15,15,16,"no","yes"
"1762",23,39,5,15,15,15,"no","yes"
"1763",23,45,3,13,13,13,"no","yes"
"1764",23,52,2,15,15,15,"no","yes"
"1765",23,63,5,14,14,14,"no","yes"
"1766",23,68,2,13,13,13,"no","yes"
"1767",23,19,1,13,13,13,"no","yes"
"1768",23,28,2,12,12,13,"no","yes"
"1769",23,4,2,15,15,16,"no","yes"
"1770",23,74,8,14,14,15,"no","yes"
"1771",23,70,4,15,15,16,"no","yes"
"1772",23,54,4,12,12,13,"no","yes"
"1773",23,5,3,15,15,16,"no","yes"
"1774",23,42,8,15,15,15,"no","yes"
"1775",23,1,7,13,13,14,"no","yes"
"1776",23,11,1,14,14,14,"no","yes"
"1777",23,9,7,16,16,17,"no","yes"
"1778",23,47,5,12,12,13,"no","yes"
"1779",23,32,6,16,16,16,"no","yes"
"1780",23,51,1,13,13,13,"no","yes"
"1781",23,72,6,15,15,15,"no","yes"
"1782",23,18,8,10,10,11,"no","yes"
"1783",23,21,3,12,12,13,"no","yes"
"1784",23,37,3,17,17,17,"no","yes"
"1785",23,58,8,14,14,15,"no","yes"
"1786",23,29,3,13,13,13,"no","yes"
"1787",23,13,3,16,16,16,"no","yes"
"1788",23,27,1,14,14,14,"no","yes"
"1789",23,26,8,15,15,15,"no","yes"
"1790",23,64,6,12,12,13,"no","yes"
"1791",23,60,2,14,14,15,"no","yes"
"1792",23,43,1,15,15,15,"no","yes"
"1793",23,76,2,12,12,13,"no","yes"
"1794",23,66,8,16,16,16,"no","yes"
"1795",23,71,5,14,14,14,"no","yes"
"1796",23,33,7,10,10,12,"no","yes"
"1797",23,53,3,14,14,14,"no","yes"
"1798",23,14,4,13,13,15,"no","yes"
"1799",23,23,5,11,11,12,"no","yes"
"1800",23,25,7,10,10,15,"no","yes"
"1801",23,61,3,14,14,16,"no","yes"
"1802",23,30,4,10,10,11,"no","yes"
"1803",23,65,7,12,12,16,"no","yes"
"1804",23,44,2,13,13,13,"no","yes"
"1805",23,78,4,13,13,13,"no","yes"
"1806",23,55,5,12,12,15,"no","yes"
"1807",23,3,1,15,15,15,"no","yes"
"1808",23,24,6,13,13,13,"no","yes"
"1809",23,31,5,15,15,15,"no","yes"
"1810",23,77,3,17,17,17,"no","yes"
"1811",23,6,4,12,12,13,"no","yes"
"1812",23,38,4,15,15,16,"no","yes"
"1813",23,22,4,14,14,15,"no","yes"
"1814",23,8,6,16,16,17,"no","yes"
"1815",23,20,2,12,12,14,"no","yes"
"1816",23,50,8,10,10,10,"no","yes"
"1817",23,41,7,14,14,14,"no","yes"
"1818",23,49,7,12,12,12,"no","yes"
"1819",23,35,1,16,16,16,"no","yes"
"1820",23,7,5,14,14,14,"no","yes"
"1821",23,36,2,13,13,14,"no","yes"
"1822",23,2,8,14,14,15,"no","yes"
"1823",23,10,8,15,15,17,"no","yes"
"1824",23,59,1,15,15,15,"no","yes"
"1825",23,34,8,15,15,15,"no","yes"
"1826",23,62,4,13,13,13,"no","yes"
"1827",23,16,6,16,16,17,"no","yes"
"1828",23,80,6,12,12,12,"no","yes"
"1829",23,73,7,16,16,16,"no","yes"
"1830",23,48,6,5,5,16,"no","yes"
"1831",23,12,2,15,15,15,"no","yes"
"1832",23,40,6,13,13,13,"no","yes"
"1833",23,67,1,15,15,15,"no","yes"
"1834",23,56,6,10,10,10,"no","yes"
"1835",23,79,5,13,13,13,"no","yes"
"1836",23,57,7,16,16,16,"no","yes"
"1837",23,69,3,14,14,14,"no","yes"
"1838",23,17,7,16,16,16,"no","yes"
"1839",23,75,1,12,12,13,"no","yes"
"1840",23,15,5,12,12,13,"no","yes"
"1841",24,6,5,13,13,13,"no","yes"
"1842",24,52,3,15,15,15,"no","yes"
"1843",24,17,8,16,16,16,"no","yes"
"1844",24,7,6,11,11,14,"no","yes"
"1845",24,79,6,13,13,13,"no","yes"
"1846",24,57,8,16,16,16,"no","yes"
"1847",24,53,4,14,14,14,"no","yes"
"1848",24,28,3,13,13,13,"no","yes"
"1849",24,55,6,13,13,15,"no","yes"
"1850",24,32,7,15,15,16,"no","yes"
"1851",24,47,6,13,13,13,"no","yes"
"1852",24,48,7,16,16,16,"no","yes"
"1853",24,13,4,16,16,16,"no","yes"
"1854",24,4,3,15,15,16,"no","yes"
"1855",24,44,3,13,13,13,"no","yes"
"1856",24,31,6,15,15,15,"no","yes"
"1857",24,63,6,13,13,14,"no","yes"
"1858",24,78,5,12,12,13,"no","yes"
