subject	item	sentcond	questcond	dependnum	starttime	endtime	subresp	correctresp	accuracy
2	26	 3	 6	1	3713733	3715104	6	6	1
2	10	 3	 7	1	3752816	3754316	7	7	1
2	5	 6	 7	1	3767424	3769343	7	7	1
2	30	 7	 6	1	3795369	3796266	6	6	1
2	9	 2	 6	1	3814101	3815358	6	6	1
2	27	 4	 7	1	3821958	3823180	7	7	1
2	1	 2	 7	1	3843615	3844638	7	7	1
2	28	 5	 7	1	3859830	3861109	7	7	1
2	22	 7	 6	1	3867771	3869278	6	6	1
2	29	 6	 6	1	3881137	3882387	6	6	1
3	10	 4	 7	1	5321211	5323752	7	7	1
3	32	 2	 6	1	5341859	5343198	6	6	1
3	16	 2	 7	1	5376492	5377966	7	7	1
3	1	 3	 7	1	5385899	5387423	7	7	1
3	21	 7	 6	1	5411200	5412255	6	6	1
3	18	 4	 7	1	5436083	5437143	7	7	1
3	17	 3	 6	1	5452324	5453409	6	6	1
3	30	 8	 6	1	5468281	5469137	6	6	1
3	28	 6	 7	1	5499357	5500616	7	7	1
3	3	 5	 6	1	5543125	5544275	6	6	1
3	25	 3	 7	1	5557232	5558400	7	7	1
3	9	 3	 6	1	5569025	5570418	6	6	1
3	13	 7	 6	1	5578501	5579534	6	6	1
3	22	 8	 6	1	5600358	5602100	6	6	1
3	15	 1	 6	1	5627916	5629104	6	6	1
3	24	 2	 7	1	5636523	5639129	7	7	1
3	26	 4	 6	1	5673983	5675701	6	6	1
3	6	 8	 7	1	5683848	5684867	7	7	1
3	20	 6	 6	1	5694437	5695586	6	6	1
3	11	 5	 7	1	5703730	5704960	7	7	1
3	4	 6	 7	1	5713437	5714638	7	7	1
3	8	 2	 7	1	5721391	5722615	7	7	1
3	27	 5	 7	1	5749200	5750402	7	7	1
3	19	 5	 6	1	5773231	5774377	6	6	1
3	23	 1	 7	1	5794232	5795553	7	7	1
3	31	 1	 7	1	5803048	5804210	7	7	1
3	7	 1	 6	1	5820587	5822259	6	6	1
3	12	 6	 7	1	5880817	5882376	7	7	1
3	14	 8	 6	1	5891154	5892393	6	6	1
3	29	 7	 6	1	5953743	5956094	6	6	1
3	5	 7	 7	1	5971669	5973368	7	7	1
3	2	 4	 6	1	5980154	5981890	6	6	1
4	16	 3	 7	1	7160518	7162777	7	7	1
4	9	 4	 6	1	7205751	7207452	6	6	1
4	13	 8	 6	1	7215098	7216896	6	6	1
4	24	 3	 7	1	7230753	7232981	7	7	1
4	29	 8	 6	1	7242512	7244766	6	6	1
4	32	 3	 6	1	7253764	7255817	6	6	1
4	15	 2	 6	1	7275856	7277751	6	6	1
4	12	 7	 7	1	7294421	7296468	7	7	1
4	21	 8	 6	1	7310618	7312760	6	6	1
4	26	 5	 6	1	7325390	7327504	6	6	1
4	2	 5	 6	1	7345422	7348027	6	6	1
4	31	 2	 7	1	7375048	7377626	7	7	1
4	28	 7	 7	1	7392658	7394657	7	7	1
4	20	 7	 6	1	7402158	7404843	6	6	1
4	6	 1	 7	1	7415643	7417357	7	7	1
4	7	 2	 6	1	7432255	7434725	6	6	1
4	19	 6	 6	1	7450844	7454236	6	6	1
4	8	 3	 7	1	7492574	7494546	7	7	1
4	22	 1	 6	1	7513296	7515307	6	6	1
4	25	 4	 7	1	7558232	7559869	7	7	1
4	18	 5	 7	1	7578404	7580757	7	7	1
4	3	 6	 6	1	7589546	7591549	6	6	1
4	23	 2	 7	1	7632931	7634658	7	7	1
4	11	 6	 7	1	7640992	7646115	6	7	0
4	17	 4	 6	1	7656358	7658302	6	6	1
4	30	 1	 6	1	7789595	7791135	6	6	1
4	10	 5	 7	1	7812846	7816610	7	7	1
4	4	 7	 7	1	7842200	7844298	7	7	1
4	5	 8	 7	1	7851598	7853579	7	7	1
4	1	 4	 7	1	7859589	7863338	7	7	1
4	14	 1	 6	1	7878562	7881484	7	6	0
4	27	 6	 7	1	7893046	7894503	7	7	1
5	6	 2	 7	1	8894361	8897740	6	7	0
5	2	 6	 6	1	8913358	8916354	7	6	0
5	9	 5	 6	1	8927424	8930032	7	6	0
5	32	 4	 6	1	8997345	9003201	6	6	1
5	28	 8	 7	1	9070543	9073198	7	7	1
5	24	 4	 7	1	9104408	9106567	7	7	1
5	21	 1	 6	1	9115309	9117741	6	6	1
5	20	 8	 6	1	9139752	9141918	6	6	1
5	27	 7	 7	1	9151443	9154985	7	7	1
5	29	 1	 6	1	9170750	9174329	7	6	0
5	19	 7	 6	1	9195196	9199682	6	6	1
5	4	 8	 7	1	9207406	9209073	7	7	1
5	8	 4	 7	1	9216750	9219017	7	7	1
5	7	 3	 6	1	9227222	9230606	6	6	1
5	22	 2	 6	1	9256610	9258538	6	6	1
5	18	 6	 7	1	9273892	9280021	7	7	1
5	16	 4	 7	1	9304595	9306956	7	7	1
5	13	 1	 6	1	9315474	9317245	6	6	1
5	17	 5	 6	1	9326876	9328923	6	6	1
5	3	 7	 6	1	9344947	9346713	6	6	1
5	31	 3	 7	1	9356080	9358289	7	7	1
5	25	 5	 7	1	9365296	9366700	7	7	1
5	30	 2	 6	1	9387751	9389638	6	6	1
5	1	 5	 7	1	9417887	9420127	7	7	1
5	5	 1	 7	1	9435006	9439335	7	7	1
5	23	 3	 7	1	9460182	9461966	7	7	1
5	15	 3	 6	1	9498030	9499752	6	6	1
5	14	 2	 6	1	9509007	9511570	6	6	1
5	12	 8	 7	1	9519183	9521126	7	7	1
5	10	 6	 7	1	9541155	9544178	7	7	1
5	26	 6	 6	1	9576183	9579539	6	6	1
5	11	 7	 7	1	9600229	9601367	7	7	1
6	30	 3	 6	1	10701748	10703723	6	6	1
6	6	 3	 7	1	10746421	10748700	7	7	1
6	18	 7	 7	1	10758151	10760269	7	7	1
6	24	 5	 7	1	10768170	10770220	7	7	1
6	19	 8	 6	1	10778092	10781447	7	6	0
6	20	 1	 6	1	10813101	10815291	6	6	1
6	21	 2	 6	1	10822417	10824433	6	6	1
6	7	 4	 6	1	10840659	10843654	7	6	0
6	15	 4	 6	1	10852065	10854337	6	6	1
6	5	 2	 7	1	10865580	10867755	7	7	1
6	13	 2	 6	1	10875610	10877064	6	6	1
6	3	 8	 6	1	10892012	10893884	6	6	1
6	29	 2	 6	1	10933313	10935097	6	6	1
6	12	 1	 7	1	10949615	10951580	7	7	1
6	26	 7	 6	1	10971795	10974954	6	6	1
6	22	 3	 6	1	11025380	11029175	6	6	1
6	11	 8	 7	1	11053342	11055197	6	7	0
6	2	 7	 6	1	11065374	11068155	6	6	1
6	10	 7	 7	1	11091375	11093554	7	7	1
6	17	 6	 6	1	11107688	11109999	6	6	1
6	25	 6	 7	1	11144431	11146068	7	7	1
6	4	 1	 7	1	11177996	11182438	6	7	0
6	28	 1	 7	1	11259008	11260851	7	7	1
6	16	 5	 7	1	11269308	11271017	7	7	1
6	31	 4	 7	1	11278869	11281954	7	7	1
6	23	 4	 7	1	11299321	11300935	7	7	1
6	1	 6	 7	1	11330501	11332471	7	7	1
6	27	 8	 7	1	11412981	11414298	7	7	1
6	14	 3	 6	1	11422406	11428343	7	6	0
6	8	 5	 7	1	11438653	11440551	7	7	1
6	32	 5	 6	1	11547086	11548896	6	6	1
6	9	 6	 6	1	11555526	11558496	6	6	1
7	23	 5	 7	1	14489834	14492394	7	7	1
7	19	 1	 6	1	14555727	14558898	6	6	1
7	10	 8	 7	1	14578735	14580974	7	7	1
7	12	 2	 7	1	14590385	14593187	7	7	1
7	17	 7	 6	1	14603705	14605967	6	6	1
7	27	 1	 7	1	14623530	14625306	7	7	1
7	18	 8	 7	1	14643840	14645367	7	7	1
7	13	 3	 6	1	14653416	14656221	6	6	1
7	9	 7	 6	1	14716865	14718270	6	6	1
7	8	 6	 7	1	14739887	14742147	7	7	1
7	31	 5	 7	1	14753524	14754795	7	7	1
7	24	 6	 7	1	14851920	14857986	6	7	0
7	28	 2	 7	1	14937899	14939382	7	7	1
7	14	 4	 6	1	14948423	14950503	7	6	0
7	20	 2	 6	1	14979561	14981632	6	6	1
7	6	 4	 7	1	15039848	15041012	7	7	1
7	29	 3	 6	1	15051347	15052563	6	6	1
7	11	 1	 7	1	15073757	15075322	7	7	1
7	26	 8	 6	1	15084705	15086484	6	6	1
7	16	 6	 7	1	15106643	15108943	7	7	1
7	21	 3	 6	1	15130590	15132107	6	6	1
7	1	 7	 7	1	15144823	15146609	7	7	1
7	15	 5	 6	1	15172001	15173445	6	6	1
7	22	 4	 6	1	15183310	15184472	6	6	1
7	25	 7	 7	1	15224748	15226109	7	7	1
7	3	 1	 6	1	15255142	15256373	6	6	1
7	30	 4	 6	1	15295752	15296710	6	6	1
7	2	 8	 6	1	15318201	15320377	6	6	1
7	7	 5	 6	1	15342501	15344903	6	6	1
7	5	 3	 7	1	15353626	15355557	7	7	1
7	4	 2	 7	1	15372343	15373495	7	7	1
7	32	 6	 6	1	15382366	15383642	6	6	1
8	15	 6	 6	1	16148205	16150702	6	6	1
8	21	 4	 6	1	16159962	16161793	6	6	1
8	18	 1	 7	1	16195091	16196806	6	7	0
8	23	 6	 7	1	16211889	16213576	7	7	1
8	2	 1	 6	1	16225063	16227772	6	6	1
8	24	 7	 7	1	16237840	16239381	7	7	1
8	3	 2	 6	1	16256850	16259549	6	6	1
8	19	 2	 6	1	16302567	16308818	6	6	1
8	29	 4	 6	1	16321589	16323674	6	6	1
8	1	 8	 7	1	16331290	16333780	7	7	1
8	25	 8	 7	1	16343157	16344970	7	7	1
8	5	 4	 7	1	16352609	16354608	7	7	1
8	6	 5	 7	1	16385767	16387545	7	7	1
8	10	 1	 7	1	16423111	16426666	7	7	1
8	32	 7	 6	1	16451184	16452748	6	6	1
8	11	 2	 7	1	16460802	16463523	7	7	1
8	8	 7	 7	1	16473566	16475482	7	7	1
8	17	 8	 6	1	16496077	16497528	6	6	1
8	31	 6	 7	1	16522690	16526232	7	7	1
8	14	 5	 6	1	16534696	16536976	6	6	1
8	30	 5	 6	1	16571306	16572625	6	6	1
8	4	 3	 7	1	16600208	16603174	7	7	1
8	16	 7	 7	1	16612456	16614537	7	7	1
8	20	 3	 6	1	16623562	16626552	6	6	1
8	27	 2	 7	1	16660774	16662984	7	7	1
8	26	 1	 6	1	16671704	16675519	6	6	1
8	22	 5	 6	1	16762822	16764289	6	6	1
8	13	 4	 6	1	16774468	16776432	6	6	1
8	12	 3	 7	1	16838053	16840329	7	7	1
8	28	 3	 7	1	16848574	16850601	7	7	1
8	9	 8	 6	1	16875867	16879366	7	6	0
8	7	 6	 6	1	16897873	16903006	7	6	0
9	12	 4	 7	1	18864407	18865843	7	7	1
9	24	 8	 7	1	18880877	18882313	7	7	1
9	20	 4	 6	1	18906416	18908024	6	6	1
9	4	 4	 7	1	18932747	18933643	7	7	1
9	3	 3	 6	1	18943200	18944137	6	6	1
9	6	 6	 7	1	18951839	18953056	7	7	1
9	14	 6	 6	1	18969558	18970698	6	6	1
9	17	 1	 6	1	18988216	18989208	6	6	1
9	18	 2	 7	1	19002166	19003177	7	7	1
9	29	 5	 6	1	19015789	19017282	6	6	1
9	26	 2	 6	1	19046663	19047759	6	6	1
9	16	 8	 7	1	19056734	19057982	7	7	1
9	5	 5	 7	1	19067575	19068864	7	7	1
9	13	 5	 6	1	19083533	19084399	6	6	1
9	32	 8	 6	1	19104485	19105415	6	6	1
9	10	 2	 7	1	19151941	19153123	7	7	1
9	11	 3	 7	1	19160633	19161419	7	7	1
9	25	 1	 7	1	19168145	19169526	7	7	1
9	22	 6	 6	1	19254499	19255328	6	6	1
9	7	 7	 6	1	19267770	19269498	6	6	1
9	21	 5	 6	1	19280644	19281480	6	6	1
9	28	 4	 7	1	19294867	19296077	7	7	1
9	9	 1	 6	1	19321359	19322520	6	6	1
9	27	 3	 7	1	19337227	19338007	7	7	1
9	2	 2	 6	1	19350531	19351678	6	6	1
9	23	 7	 7	1	19362464	19363561	7	7	1
9	1	 1	 7	1	19379432	19380285	7	7	1
9	31	 7	 7	1	19388501	19389423	7	7	1
9	19	 3	 6	1	19401305	19402544	6	6	1
9	15	 7	 6	1	19412399	19413582	6	6	1
9	30	 6	 6	1	19433031	19433951	6	6	1
9	8	 8	 7	1	19445652	19447125	7	7	1
10	27	 4	 7	1	19920171	19922927	7	7	1
10	14	 7	 6	1	19943983	19947429	7	6	0
10	19	 4	 6	1	19979164	19980936	7	6	0
10	8	 1	 7	1	19991410	19993541	7	7	1
10	15	 8	 6	1	19999252	20001486	6	6	1
10	1	 2	 7	1	20010084	20011857	7	7	1
10	4	 5	 7	1	20019615	20021338	7	7	1
10	25	 2	 7	1	20045911	20047450	7	7	1
10	6	 7	 7	1	20085499	20087185	7	7	1
10	7	 8	 6	1	20109866	20114111	6	6	1
10	16	 1	 7	1	20155132	20157142	7	7	1
10	18	 3	 7	1	20185814	20188578	7	7	1
10	3	 4	 6	1	20233609	20235252	6	6	1
10	2	 3	 6	1	20241433	20244062	6	6	1
10	20	 5	 6	1	20250752	20252874	6	6	1
10	21	 6	 6	1	20259880	20262118	6	6	1
10	29	 6	 6	1	20279513	20281130	6	6	1
10	26	 3	 6	1	20306404	20308409	6	6	1
10	30	 7	 6	1	20368109	20369807	6	6	1
10	31	 8	 7	1	20377905	20380763	7	7	1
10	9	 2	 6	1	20389313	20393848	7	6	0
10	10	 3	 7	1	20402754	20404817	7	7	1
10	11	 4	 7	1	20418463	20421157	7	7	1
10	13	 6	 6	1	20458751	20459888	6	6	1
10	24	 1	 7	1	20467700	20469908	7	7	1
10	23	 8	 7	1	20476379	20477851	7	7	1
10	32	 1	 6	1	20484886	20486885	6	6	1
10	17	 2	 6	1	20495940	20498363	6	6	1
10	22	 7	 6	1	20507909	20511849	7	6	0
10	12	 5	 7	1	20532670	20534930	7	7	1
10	5	 6	 7	1	20543084	20545027	7	7	1
10	28	 5	 7	1	20574247	20576109	7	7	1
11	31	 1	 7	1	21220815	21222781	7	7	1
11	1	 3	 7	1	21278893	21280718	7	7	1
11	28	 6	 7	1	21288665	21290331	7	7	1
11	11	 5	 7	1	21296416	21297496	7	7	1
11	19	 5	 6	1	21305249	21308572	7	6	0
11	21	 7	 6	1	21317797	21319764	6	6	1
11	16	 2	 7	1	21326825	21328452	7	7	1
11	17	 3	 6	1	21336662	21337914	6	6	1
11	20	 6	 6	1	21346834	21348538	6	6	1
11	13	 7	 6	1	21363292	21364730	6	6	1
11	25	 3	 7	1	21378278	21379528	7	7	1
11	26	 4	 6	1	21386931	21388824	6	6	1
11	22	 8	 6	1	21397427	21398822	6	6	1
11	14	 8	 6	1	21409888	21411829	7	6	0
11	6	 8	 7	1	21422399	21424888	7	7	1
11	24	 2	 7	1	21432136	21435568	7	7	1
11	27	 5	 7	1	21462375	21463462	7	7	1
11	9	 3	 6	1	21470830	21472478	6	6	1
11	12	 6	 7	1	21479194	21480689	7	7	1
11	5	 7	 7	1	21517365	21518951	7	7	1
11	30	 8	 6	1	21533236	21534865	6	6	1
11	32	 2	 6	1	21571539	21572766	6	6	1
11	2	 4	 6	1	21600109	21602129	6	6	1
11	29	 7	 6	1	21611023	21612869	6	6	1
11	18	 4	 7	1	21619752	21620682	7	7	1
11	8	 2	 7	1	21643403	21644856	7	7	1
11	7	 1	 6	1	21682084	21684476	6	6	1
11	10	 4	 7	1	21702965	21704321	7	7	1
11	3	 5	 6	1	21719404	21720886	6	6	1
11	15	 1	 6	1	21727191	21728104	6	6	1
11	23	 1	 7	1	21797917	21799040	7	7	1
11	4	 6	 7	1	21807005	21807894	7	7	1
12	28	 7	 7	1	23451904	23454508	7	7	1
12	12	 7	 7	1	23566557	23569172	7	7	1
12	29	 8	 6	1	23645483	23647633	6	6	1
12	21	 8	 6	1	23692025	23693799	6	6	1
12	7	 2	 6	1	23705978	23708553	6	6	1
12	11	 6	 7	1	23774249	23776537	6	7	0
12	14	 1	 6	1	23795461	23800079	6	6	1
12	30	 1	 6	1	23828643	23830140	6	6	1
12	18	 5	 7	1	23847510	23849466	7	7	1
12	16	 3	 7	1	23871112	23873110	7	7	1
12	27	 6	 7	1	23882628	23884646	7	7	1
12	31	 2	 7	1	23906634	23908242	7	7	1
12	8	 3	 7	1	23940283	23942375	7	7	1
12	25	 4	 7	1	23957129	23958702	7	7	1
12	3	 6	 6	1	23967934	23969624	6	6	1
12	2	 5	 6	1	23981616	23985099	6	6	1
12	4	 7	 7	1	23996801	23998089	7	7	1
12	22	 1	 6	1	24015397	24018004	6	6	1
12	17	 4	 6	1	24050782	24052168	6	6	1
12	19	 6	 6	1	24077758	24083594	6	6	1
12	10	 5	 7	1	24096314	24099016	7	7	1
12	1	 4	 7	1	24108087	24110129	7	7	1
12	32	 3	 6	1	24120583	24122891	6	6	1
12	23	 2	 7	1	24132931	24134513	7	7	1
12	20	 7	 6	1	24226154	24228308	6	6	1
12	5	 8	 7	1	24239489	24241352	7	7	1
12	13	 8	 6	1	24271023	24272381	6	6	1
12	9	 4	 6	1	24302323	24304057	6	6	1
12	24	 3	 7	1	24314009	24315757	7	7	1
12	6	 1	 7	1	24331657	24334799	7	7	1
12	26	 5	 6	1	24344815	24346499	6	6	1
12	15	 2	 6	1	24356195	24358567	6	6	1
13	6	 2	 7	1	25269099	25273961	7	7	1
13	17	 5	 6	1	25293436	25295760	6	6	1
13	21	 1	 6	1	25336360	25339882	6	6	1
13	28	 8	 7	1	25354719	25358150	7	7	1
13	1	 5	 7	1	25420106	25423479	7	7	1
13	10	 6	 7	1	25449338	25451887	7	7	1
13	15	 3	 6	1	25520630	25530277	6	6	1
13	20	 8	 6	1	25578735	25585635	7	6	0
13	4	 8	 7	1	25653573	25656701	7	7	1
13	24	 4	 7	1	25668492	25671427	7	7	1
13	9	 5	 6	1	25688048	25691062	6	6	1
13	7	 3	 6	1	25713652	25717741	6	6	1
13	29	 1	 6	1	25764206	25766871	6	6	1
13	32	 4	 6	1	25823716	25827155	6	6	1
13	27	 7	 7	1	25858155	25860389	7	7	1
13	11	 7	 7	1	25898372	25903641	7	7	1
13	22	 2	 6	1	25973152	25975809	6	6	1
13	26	 6	 6	1	25983318	25987678	6	6	1
13	8	 4	 7	1	26015374	26029495	7	7	1
13	5	 1	 7	1	26087374	26090440	7	7	1
13	31	 3	 7	1	26112553	26122940	7	7	1
13	13	 1	 6	1	26141065	26143387	6	6	1
13	16	 4	 7	1	26195387	26198839	7	7	1
13	19	 7	 6	1	26246442	26251796	6	6	1
13	3	 7	 6	1	26281755	26284777	6	6	1
13	2	 6	 6	1	26353910	26360607	6	6	1
13	30	 2	 6	1	26394498	26396519	6	6	1
13	18	 6	 7	1	26404830	26411063	7	7	1
13	25	 5	 7	1	26426738	26428484	7	7	1
13	12	 8	 7	1	26442104	26444056	7	7	1
13	23	 3	 7	1	26473477	26475600	7	7	1
13	14	 2	 6	1	26489218	26492180	6	6	1
14	27	 8	 7	1	27047782	27050352	7	7	1
14	24	 5	 7	1	27060940	27063688	7	7	1
14	9	 6	 6	1	27086195	27087545	6	6	1
14	8	 5	 7	1	27116168	27117798	7	7	1
14	13	 2	 6	1	27132976	27134229	6	6	1
14	30	 3	 6	1	27160981	27162039	6	6	1
14	32	 5	 6	1	27169078	27170324	6	6	1
14	21	 2	 6	1	27180218	27181486	6	6	1
14	5	 2	 7	1	27187774	27188886	6	7	0
14	29	 2	 6	1	27225450	27226596	6	6	1
14	15	 4	 6	1	27243725	27245449	6	6	1
14	26	 7	 6	1	27280730	27283122	6	6	1
14	2	 7	 6	1	27289836	27291260	6	6	1
14	4	 1	 7	1	27300387	27301365	7	7	1
14	6	 3	 7	1	27334487	27336487	7	7	1
14	17	 6	 6	1	27352685	27354985	6	6	1
14	18	 7	 7	1	27377365	27379715	7	7	1
14	10	 7	 7	1	27414615	27416360	7	7	1
14	19	 8	 6	1	27458076	27460277	6	6	1
14	12	 1	 7	1	27487848	27489391	7	7	1
14	20	 1	 6	1	27498064	27500575	6	6	1
14	25	 6	 7	1	27530893	27532308	7	7	1
14	1	 6	 7	1	27557450	27558303	7	7	1
14	22	 3	 6	1	27577542	27579407	6	6	1
14	23	 4	 7	1	27588117	27589323	7	7	1
14	11	 8	 7	1	27598558	27600245	7	7	1
14	3	 8	 6	1	27606062	27607180	6	6	1
14	16	 5	 7	1	27617644	27620217	7	7	1
14	31	 4	 7	1	27629849	27631010	7	7	1
14	7	 4	 6	1	27677920	27680514	6	6	1
14	28	 1	 7	1	27687556	27688891	7	7	1
14	14	 3	 6	1	27697918	27701406	7	6	0
15	83	 9	 7	1	1414006	1417139	6	6	1
15	81	 9	 7	1	1426327	1429604	7	7	1
15	82	 9	 7	1	1443187	1446570	7	7	1
15	27	 1	 7	1	1500214	1502454	7	7	1
15	17	 7	 6	1	1513131	1514922	6	6	1
15	21	 3	 6	1	1536704	1538528	6	6	1
15	10	 8	 7	1	1548531	1552117	7	7	1
15	16	 6	 7	1	1573039	1575792	7	7	1
15	18	 8	 7	1	1589451	1591456	7	7	1
15	20	 2	 6	1	1611893	1637647	6	6	1
15	3	 1	 6	1	1663202	1666082	6	6	1
15	7	 5	 6	1	1709400	1713344	7	6	0
15	32	 6	 6	1	1732676	1739097	6	6	1
15	25	 7	 7	1	1775249	1777858	7	7	1
15	11	 1	 7	1	1907334	1909270	7	7	1
15	8	 6	 7	1	1927170	1929694	7	7	1
15	9	 7	 6	1	1938015	1941443	6	6	1
15	28	 2	 7	1	1964538	1966893	7	7	1
15	22	 4	 6	1	1977644	1979695	7	6	0
15	26	 8	 6	1	1987012	1989622	7	6	0
15	1	 7	 7	1	2011573	2013607	7	7	1
15	13	 3	 6	1	2030193	2033860	6	6	1
15	31	 5	 7	1	2044469	2048566	7	7	1
15	23	 5	 7	1	2065190	2067168	7	7	1
15	30	 4	 6	1	2129873	2132348	6	6	1
15	5	 3	 7	1	2156421	2159222	7	7	1
15	2	 8	 6	1	2172732	2176799	6	6	1
15	12	 2	 7	1	2193932	2196106	7	7	1
15	15	 5	 6	1	2204744	2207088	6	6	1
15	14	 4	 6	1	2236951	2238781	7	6	0
15	6	 4	 7	1	2254649	2256178	7	7	1
15	24	 6	 7	1	2280358	2283961	6	7	0
15	4	 2	 7	1	2325175	2326697	7	7	1
15	19	 1	 6	1	2334347	2336093	7	6	0
15	29	 3	 6	1	2344179	2346574	6	6	1
16	83	 9	 7	1	3227216	3230280	6	6	1
16	82	 9	 7	1	3263778	3266876	6	7	0
16	81	 9	 7	1	3285510	3287856	7	7	1
16	29	 4	 6	1	3333327	3335819	6	6	1
16	7	 6	 6	1	3385464	3388381	6	6	1
16	27	 2	 7	1	3458149	3461169	7	7	1
16	14	 5	 6	1	3506661	3509508	6	6	1
16	2	 1	 6	1	3540716	3543939	6	6	1
16	13	 4	 6	1	3558774	3560549	6	6	1
16	18	 1	 7	1	3576349	3579750	7	7	1
16	15	 6	 6	1	3586062	3587948	6	6	1
16	30	 5	 6	1	3636763	3638895	6	6	1
16	11	 2	 7	1	3668630	3671052	6	7	0
16	28	 3	 7	1	3687071	3689543	7	7	1
16	24	 7	 7	1	3719054	3722381	7	7	1
16	20	 3	 6	1	3730392	3733038	6	6	1
16	8	 7	 7	1	3770911	3773565	7	7	1
16	5	 4	 7	1	3780715	3783660	7	7	1
16	22	 5	 6	1	3790742	3793522	6	6	1
16	25	 8	 7	1	3805473	3809021	7	7	1
16	17	 8	 6	1	3816111	3819395	6	6	1
16	31	 6	 7	1	3842609	3845020	7	7	1
16	1	 8	 7	1	3854384	3861452	7	7	1
16	16	 7	 7	1	3897728	3900090	7	7	1
16	21	 4	 6	1	3915822	3918429	6	6	1
16	10	 1	 7	1	3937090	3939609	7	7	1
16	23	 6	 7	1	4003810	4006161	7	7	1
16	4	 3	 7	1	4021497	4023406	7	7	1
16	3	 2	 6	1	4036325	4038405	6	6	1
16	32	 7	 6	1	4047591	4050167	7	6	0
16	9	 8	 6	1	4064911	4068783	6	6	1
16	12	 3	 7	1	4081246	4083733	7	7	1
16	6	 5	 7	1	4103655	4107620	7	7	1
16	26	 1	 6	1	4126991	4129150	6	6	1
16	19	 2	 6	1	4143635	4146373	6	6	1
17	81	 9	 7	1	7045574	7047984	7	7	1
17	83	 9	 7	1	7066774	7068712	6	6	1
17	82	 9	 7	1	7077373	7081488	7	7	1
17	32	 8	 6	1	7090969	7093150	6	6	1
17	24	 8	 7	1	7112148	7116862	7	7	1
17	28	 4	 7	1	7125081	7127002	7	7	1
17	29	 5	 6	1	7139726	7141697	6	6	1
17	31	 7	 7	1	7151939	7154183	7	7	1
17	26	 2	 6	1	7172778	7177149	6	6	1
17	14	 6	 6	1	7184466	7187978	7	6	0
17	22	 6	 6	1	7205200	7208637	6	6	1
17	11	 3	 7	1	7237889	7240176	7	7	1
17	19	 3	 6	1	7282038	7285117	6	6	1
17	17	 1	 6	1	7291875	7293852	6	6	1
17	21	 5	 6	1	7314811	7316773	6	6	1
17	9	 1	 6	1	7324612	7326407	6	6	1
17	12	 4	 7	1	7347369	7348951	7	7	1
