"","sub","item","seq","cond","nfix","deg"
"124",2,44,32,5,12,"20"
"125",2,45,29,6,12,"0"
"126",2,46,56,7,11,"20"
"127",2,47,35,8,10,"0"
"128",2,48,72,1,13,"20"
"129",2,49,18,2,12,"0"
"130",2,50,57,3,10,"20"
"131",2,51,36,4,15,"0"
"132",2,52,1,5,15,"20"
"133",2,53,40,6,14,"0"
"134",2,54,23,7,14,"20"
"135",2,55,45,8,12,"0"
"136",2,56,62,1,9,"20"
"137",2,57,37,2,12,"0"
"138",2,58,80,3,14,"20"
"139",2,59,67,4,10,"0"
"140",2,60,53,5,10,"20"
"141",2,61,39,6,21,"0"
"142",2,62,60,7,13,"20"
"143",2,63,17,8,13,"0"
"144",2,64,26,1,13,"20"
"145",2,65,58,2,14,"0"
"146",2,66,64,3,12,"20"
"147",2,67,21,4,20,"0"
"148",2,68,27,5,11,"20"
"149",2,69,44,6,14,"0"
"150",2,70,41,7,16,"20"
"151",2,71,4,8,13,"0"
"152",2,72,71,1,16,"20"
"153",2,73,11,2,17,"0"
"154",2,74,5,3,13,"20"
"155",2,75,50,4,9,"0"
"156",2,76,78,5,11,"20"
"157",2,77,68,6,9,"0"
"158",2,78,48,7,12,"20"
"159",2,79,54,8,12,"0"
"160",2,80,74,1,10,"20"
"161",3,1,7,3,13,"20"
"162",3,2,77,4,8,"0"
"163",3,3,25,5,13,"20"
"164",3,4,42,6,11,"0"
"165",3,5,76,7,13,"20"
"166",3,6,39,8,14,"0"
"167",3,7,55,1,10,"20"
"168",3,8,43,2,10,"0"
"169",3,9,27,3,15,"20"
"170",3,10,1,4,15,"0"
"171",3,11,41,5,12,"20"
"172",3,12,64,6,12,"0"
"173",3,13,28,7,15,"20"
"174",3,14,65,8,11,"0"
"175",3,15,33,1,9,"20"
"176",3,16,6,2,13,"0"
"177",3,17,15,3,13,"20"
"178",3,18,13,4,9,"0"
"179",3,19,50,5,9,"20"
"180",3,20,40,6,11,"0"
"181",3,21,10,7,11,"20"
"182",3,22,30,8,12,"0"
"183",3,23,52,1,11,"20"
"184",3,24,34,2,7,"0"
"185",3,25,26,3,10,"20"
"186",3,26,38,4,12,"0"
"187",3,27,47,5,7,"20"
"188",3,28,19,6,10,"0"
"189",3,29,74,7,15,"20"
"190",3,30,16,8,13,"0"
"191",3,31,53,1,9,"20"
"192",3,32,2,2,16,"0"
"193",3,33,60,3,8,"20"
"194",3,34,56,4,9,"0"
"195",3,35,20,5,14,"20"
"196",3,36,80,6,11,"0"
"197",3,37,12,7,10,"20"
"198",3,38,22,8,8,"0"
"199",3,39,72,1,8,"20"
"200",3,40,3,2,12,"0"
"201",3,41,31,3,13,"20"
"202",3,42,54,4,13,"0"
"203",3,43,23,5,12,"20"
"204",3,44,24,6,9,"0"
"205",3,45,79,7,9,"20"
"206",3,46,45,8,8,"0"
"207",3,47,14,1,7,"20"
"208",3,48,9,2,13,"0"
"209",3,49,67,3,9,"20"
"210",3,50,49,4,10,"0"
"211",3,51,51,5,12,"20"
"212",3,52,71,6,9,"0"
"213",3,53,46,7,11,"20"
"214",3,54,29,8,16,"0"
"215",3,55,44,1,9,"20"
"216",3,56,8,2,8,"0"
"217",3,57,57,3,13,"20"
"218",3,58,78,4,12,"0"
"219",3,59,62,5,11,"20"
"220",3,60,61,6,11,"0"
"221",3,61,68,7,8,"20"
"222",3,62,66,8,15,"0"
"223",3,63,11,1,14,"20"
"224",3,64,18,2,14,"0"
"225",3,65,63,3,11,"20"
"226",3,66,73,4,14,"0"
"227",3,67,48,5,12,"20"
"228",3,68,37,6,10,"0"
"229",3,69,17,7,12,"20"
"230",3,70,35,8,15,"0"
"231",3,71,32,1,8,"20"
"232",3,72,36,2,11,"0"
"233",3,73,69,3,12,"20"
"234",3,74,4,4,17,"0"
"235",3,75,59,5,9,"20"
"236",3,76,5,6,7,"0"
"237",3,77,75,7,12,"20"
"238",3,78,58,8,11,"0"
"239",3,79,21,1,10,"20"
"240",3,80,70,2,9,"0"
"241",4,1,75,4,10,"0"
"242",4,2,20,5,11,"20"
"243",4,3,41,6,15,"0"
"244",4,4,73,7,13,"20"
"245",4,5,74,8,16,"0"
"246",4,6,25,1,24,"20"
"247",4,7,26,2,36,"0"
"248",4,8,32,3,15,"20"
"249",4,9,7,4,13,"0"
"250",4,10,69,5,17,"20"
"251",4,11,48,6,10,"0"
"252",4,12,15,7,12,"20"
"253",4,13,8,8,14,"0"
"254",4,14,77,1,14,"20"
"255",4,15,13,2,8,"0"
"256",4,16,1,3,17,"20"
"257",4,17,49,4,23,"0"
"258",4,18,40,5,10,"20"
"259",4,19,28,6,9,"0"
"260",4,20,24,7,12,"20"
"261",4,21,17,8,13,"0"
"262",4,22,34,1,16,"20"
"263",4,23,47,2,13,"0"
"264",4,24,9,3,14,"20"
"265",4,25,37,4,11,"0"
"266",4,26,18,5,19,"20"
"267",4,27,79,6,12,"0"
"268",4,28,23,7,13,"20"
"269",4,29,10,8,20,"0"
"270",4,30,66,1,10,"20"
"271",4,31,22,2,24,"0"
"272",4,32,11,3,14,"20"
"273",4,33,53,4,11,"0"
"274",4,34,45,5,14,"20"
"275",4,35,58,6,16,"0"
"276",4,36,27,7,14,"20"
"277",4,37,78,8,12,"0"
"278",4,38,6,1,16,"20"
"279",4,39,36,2,11,"0"
"280",4,40,4,3,13,"20"
"281",4,41,31,4,12,"0"
"282",4,42,39,5,13,"20"
"283",4,43,76,6,13,"0"
"284",4,44,56,7,18,"20"
"285",4,45,2,8,11,"0"
"286",4,46,61,1,12,"20"
"287",4,47,62,2,22,"0"
"288",4,48,70,3,14,"20"
"289",4,49,33,4,11,"0"
"290",4,50,3,5,14,"20"
"291",4,51,59,6,14,"0"
"292",4,52,55,7,14,"20"
"293",4,53,65,8,12,"0"
"294",4,54,21,1,20,"20"
"295",4,55,44,2,13,"0"
"296",4,56,30,3,10,"20"
"297",4,57,29,4,15,"0"
"298",4,58,72,5,14,"20"
"299",4,59,51,6,11,"0"
"300",4,60,5,7,16,"20"
"301",4,61,12,8,26,"0"
"302",4,62,64,1,17,"20"
"303",4,63,14,2,12,"0"
"304",4,64,50,3,11,"20"
"305",4,65,19,4,17,"0"
"306",4,66,42,5,12,"20"
"307",4,67,57,6,15,"0"
"308",4,68,46,7,12,"20"
"309",4,69,67,8,17,"0"
"310",4,70,38,1,15,"20"
"311",4,71,43,2,12,"0"
"312",4,72,52,3,14,"20"
"313",4,73,63,4,15,"0"
"314",4,74,54,5,15,"20"
"315",4,75,16,6,14,"0"
"316",4,76,60,7,16,"20"
"317",4,77,68,8,11,"0"
"318",4,78,71,1,10,"20"
"319",4,79,80,2,26,"0"
"320",4,80,35,3,10,"20"
"321",5,1,61,5,13,"20"
"322",5,2,3,6,15,"0"
"323",5,3,52,7,14,"20"
"324",5,4,38,8,14,"0"
"325",5,5,63,1,18,"20"
"326",5,6,1,2,12,"0"
"327",5,7,40,3,15,"20"
"328",5,8,39,4,13,"0"
"329",5,9,4,5,21,"20"
"330",5,10,75,6,24,"0"
"331",5,11,80,7,27,"20"
"332",5,12,73,8,15,"0"
"333",5,13,49,1,16,"20"
"334",5,14,72,2,12,"0"
"335",5,15,71,3,11,"20"
"336",5,16,48,4,13,"0"
"337",5,17,50,5,20,"20"
"338",5,18,45,6,21,"0"
"339",5,19,37,7,12,"20"
"340",5,20,31,8,11,"0"
"341",5,21,28,1,16,"20"
"342",5,22,43,2,15,"0"
"343",5,23,66,3,12,"20"
"344",5,24,27,4,13,"0"
"345",5,25,54,5,12,"20"
"346",5,26,78,6,22,"0"
"347",5,27,32,7,17,"20"
"348",5,28,23,8,13,"0"
"349",5,29,34,1,19,"20"
"350",5,30,57,2,13,"0"
"351",5,31,53,3,19,"20"
"352",5,32,13,4,22,"0"
"353",5,33,19,5,12,"20"
"354",5,34,11,6,15,"0"
"355",5,35,7,7,16,"20"
"356",5,36,77,8,17,"0"
"357",5,37,8,1,12,"20"
"358",5,38,22,2,20,"0"
"359",5,39,24,3,15,"20"
"360",5,40,20,4,11,"0"
"361",5,41,15,5,14,"20"
"362",5,42,68,6,20,"0"
"363",5,43,35,7,19,"20"
"364",5,44,55,8,19,"0"
"365",5,45,44,1,10,"20"
"366",5,46,14,2,16,"0"
"367",5,47,33,3,10,"20"
"368",5,48,29,4,19,"0"
"369",5,49,2,5,17,"20"
"370",5,50,6,6,12,"0"
"371",5,51,64,7,14,"20"
"372",5,52,9,8,14,"0"
"373",5,53,46,1,17,"20"
"374",5,54,12,2,16,"0"
"375",5,55,56,3,17,"20"
"376",5,56,60,4,17,"0"
"377",5,57,62,5,16,"20"
"378",5,58,25,6,15,"0"
"379",5,59,47,7,27,"20"
"380",5,60,36,8,13,"0"
"381",5,61,59,1,15,"20"
"382",5,62,67,2,20,"0"
"383",5,63,18,3,14,"20"
"384",5,64,17,4,11,"0"
"385",5,65,69,5,19,"20"
"386",5,66,41,6,19,"0"
"387",5,67,79,7,23,"20"
"388",5,68,30,8,11,"0"
"389",5,69,65,1,17,"20"
"390",5,70,70,2,18,"0"
"391",5,71,76,3,31,"20"
"392",5,72,42,4,25,"0"
"393",5,73,10,5,17,"20"
"394",5,74,51,6,19,"0"
"395",5,75,58,7,20,"20"
"396",5,76,16,8,10,"0"
"397",5,77,26,1,18,"20"
"398",5,78,74,2,27,"0"
"399",5,79,21,3,19,"20"
"400",5,80,5,4,14,"0"
"401",6,1,63,6,11,"0"
"402",6,2,38,7,19,"20"
"403",6,3,23,8,9,"0"
"404",6,4,50,1,10,"20"
"405",6,5,21,2,10,"0"
"406",6,6,8,3,15,"20"
"407",6,7,19,4,10,"0"
"408",6,8,70,5,12,"20"
"409",6,9,78,6,11,"0"
"410",6,10,40,7,12,"20"
"411",6,11,37,8,11,"0"
"412",6,12,29,1,6,"20"
"413",6,13,22,2,13,"0"
"414",6,14,69,3,11,"20"
"415",6,15,20,4,12,"0"
"416",6,16,55,5,10,"20"
"417",6,17,41,6,16,"0"
"418",6,18,9,7,8,"20"
"419",6,19,11,8,11,"0"
"420",6,20,16,1,9,"20"
"421",6,21,17,2,7,"0"
"422",6,22,33,3,12,"20"
"423",6,23,58,4,12,"0"
"424",6,24,10,5,14,"20"
"425",6,25,45,6,7,"0"
"426",6,26,31,7,9,"20"
"427",6,27,68,8,14,"0"
"428",6,28,54,1,10,"20"
"429",6,29,28,2,10,"0"
"430",6,30,1,3,8,"20"
"431",6,31,56,4,14,"0"
"432",6,32,77,5,8,"20"
"433",6,33,75,6,4,"0"
"434",6,34,32,7,14,"20"
"435",6,35,53,8,11,"0"
"436",6,36,42,1,14,"20"
"437",6,37,71,2,8,"0"
"438",6,38,61,3,11,"20"
"439",6,39,27,4,8,"0"
"440",6,40,7,5,11,"20"
"441",6,41,67,6,7,"0"
"442",6,42,52,7,14,"20"
"443",6,43,74,8,10,"0"
"444",6,44,62,1,10,"20"
"445",6,45,60,2,11,"0"
"446",6,46,47,3,15,"20"
"447",6,47,6,4,9,"0"
"448",6,48,15,5,13,"20"
"449",6,49,49,6,18,"0"
"450",6,50,66,7,10,"20"
"451",6,51,26,8,11,"0"
"452",6,52,64,1,11,"20"
"453",6,53,72,2,11,"0"
"454",6,54,34,3,12,"20"
"455",6,55,24,4,9,"0"
"456",6,56,76,5,3,"20"
"457",6,57,39,6,17,"0"
"458",6,58,80,7,10,"20"
"459",6,59,79,8,10,"0"
"460",6,60,43,1,10,"20"
"461",6,61,51,2,13,"0"
"462",6,62,13,3,16,"20"
"463",6,63,14,4,9,"0"
"464",6,64,46,5,12,"20"
"465",6,65,5,6,10,"0"
"466",6,66,3,7,11,"20"
"467",6,67,12,8,9,"0"
"468",6,68,48,1,9,"20"
"469",6,69,25,2,10,"0"
"470",6,70,36,3,11,"20"
"471",6,71,35,4,12,"0"
"472",6,72,44,5,11,"20"
"473",6,73,18,6,12,"0"
"474",6,74,73,7,14,"20"
"475",6,75,57,8,12,"0"
"476",6,76,65,1,12,"20"
"477",6,77,59,2,22,"0"
"478",6,78,4,3,12,"20"
"479",6,79,30,4,9,"0"
"480",6,80,2,5,11,"20"
"481",7,1,54,7,8,"20"
"482",7,2,68,8,13,"0"
"483",7,3,64,1,14,"20"
"484",7,4,74,2,15,"0"
"485",7,5,72,3,14,"20"
"486",7,6,43,4,20,"0"
"487",7,7,71,5,9,"20"
"488",7,8,20,6,19,"0"
"489",7,9,18,7,19,"20"
"490",7,10,9,8,16,"0"
"491",7,11,46,1,10,"20"
"492",7,12,10,2,14,"0"
"493",7,13,14,3,11,"20"
"494",7,14,35,4,16,"0"
"495",7,15,57,5,10,"20"
"496",7,16,50,6,8,"0"
"497",7,17,11,7,23,"20"
"498",7,18,13,8,27,"0"
"499",7,19,8,1,19,"20"
"500",7,20,37,2,20,"0"
"501",7,21,52,3,15,"20"
"502",7,22,58,4,7,"0"
"503",7,23,2,5,8,"20"
"504",7,24,29,6,16,"0"
"505",7,25,62,7,8,"20"
"506",7,26,47,8,14,"0"
"507",7,27,12,1,16,"20"
"508",7,28,34,2,10,"0"
"509",7,29,44,3,15,"20"
"510",7,30,67,4,8,"0"
"511",7,31,21,5,20,"20"
"512",7,32,75,6,12,"0"
"513",7,33,27,7,14,"20"
"514",7,34,15,8,36,"0"
"515",7,35,16,1,16,"20"
"516",7,36,61,2,11,"0"
"517",7,37,48,3,9,"20"
"518",7,38,22,4,26,"0"
"519",7,39,17,5,19,"20"
"520",7,40,26,6,25,"0"
"521",7,41,7,7,17,"20"
"522",7,42,69,8,18,"0"
"523",7,43,56,1,12,"20"
"524",7,44,23,2,22,"0"
"525",7,45,59,3,8,"20"
"526",7,46,77,4,10,"0"
"527",7,47,42,5,9,"20"
"528",7,48,33,6,21,"0"
"529",7,49,78,7,9,"20"
"530",7,50,28,8,11,"0"
"531",7,51,25,1,10,"20"
"532",7,52,39,2,10,"0"
"533",7,53,41,3,22,"20"
"534",7,54,31,4,17,"0"
"535",7,55,55,5,7,"20"
"536",7,56,3,6,17,"0"
"537",7,57,36,7,23,"20"
"538",7,58,49,8,13,"0"
"539",7,59,24,1,17,"20"
"540",7,60,76,2,11,"0"
"541",7,61,60,3,16,"20"
"542",7,62,4,4,28,"0"
"543",7,63,73,5,19,"20"
"544",7,64,79,6,7,"0"
"545",7,65,66,7,18,"20"
"546",7,66,38,8,11,"0"
"547",7,67,45,1,12,"20"
"548",7,68,5,2,13,"0"
"549",7,69,70,3,11,"20"
"550",7,70,40,4,10,"0"
"551",7,71,1,5,12,"20"
"552",7,72,63,6,22,"0"
"553",7,73,51,7,19,"20"
"554",7,74,6,8,14,"0"
"555",7,75,30,1,12,"20"
"556",7,76,80,2,9,"0"
"557",7,77,32,3,8,"20"
"558",7,78,19,4,12,"0"
"559",7,79,53,5,10,"20"
"560",7,80,65,6,7,"0"
"561",8,1,19,8,11,"0"
"562",8,2,9,1,14,"20"
"563",8,3,12,2,13,"0"
"564",8,4,46,3,16,"20"
"565",8,5,21,4,11,"0"
"566",8,6,24,5,17,"20"
"567",8,7,78,6,13,"0"
"568",8,8,33,7,12,"20"
"569",8,9,76,8,11,"0"
"570",8,10,28,1,13,"20"
"571",8,11,32,2,12,"0"
"572",8,12,72,3,12,"20"
"573",8,13,65,4,15,"0"
"574",8,14,39,5,14,"20"
"575",8,15,1,6,11,"0"
"576",8,16,47,7,14,"20"
"577",8,17,35,8,15,"0"
"578",8,18,6,1,13,"20"
"579",8,19,17,2,10,"0"
"580",8,20,48,3,13,"20"
"581",8,21,2,4,19,"0"
"582",8,22,64,5,11,"20"
"583",8,23,8,6,13,"0"
"584",8,24,10,7,13,"20"
"585",8,25,20,8,16,"0"
"586",8,26,53,1,18,"20"
"587",8,27,52,2,9,"0"
"588",8,28,73,3,11,"20"
"589",8,29,18,4,16,"0"
"590",8,30,43,5,12,"20"
"591",8,31,38,6,13,"0"
"592",8,32,31,7,15,"20"
"593",8,33,70,8,11,"0"
"594",8,34,42,1,19,"20"
"595",8,35,37,2,13,"0"
"596",8,36,77,3,16,"20"
"597",8,37,34,4,15,"0"
"598",8,38,79,5,18,"20"
"599",8,39,80,6,10,"0"
"600",8,40,75,7,12,"20"
"601",8,41,44,8,10,"0"
"602",8,42,56,1,14,"20"
"603",8,43,4,2,20,"0"
"604",8,44,66,3,11,"20"
"605",8,45,63,4,13,"0"
"606",8,46,15,5,16,"20"
"607",8,47,14,6,10,"0"
"608",8,48,45,7,18,"20"
"609",8,49,61,8,9,"0"
"610",8,50,7,1,13,"20"
"611",8,51,71,2,17,"0"
"612",8,52,23,3,17,"20"
"613",8,53,16,4,23,"0"
"614",8,54,69,5,18,"20"
"615",8,55,60,6,17,"0"
"616",8,56,40,7,13,"20"
"617",8,57,30,8,12,"0"
"618",8,58,27,1,11,"20"
"619",8,59,29,2,11,"0"
"620",8,60,55,3,9,"20"
"621",8,61,22,4,19,"0"
"622",8,62,50,5,19,"20"
"623",8,63,74,6,12,"0"
"624",8,64,54,7,10,"20"
"625",8,65,13,8,14,"0"
"626",8,66,3,1,15,"20"
"627",8,67,41,2,19,"0"
"628",8,68,36,3,18,"20"
"629",8,69,57,4,16,"0"
"630",8,70,58,5,16,"20"
"631",8,71,26,6,14,"0"
"632",8,72,25,7,17,"20"
"633",8,73,5,8,16,"0"
"634",8,74,49,1,10,"20"
"635",8,75,11,2,14,"0"
"636",8,76,59,3,25,"20"
"637",8,77,67,4,13,"0"
"638",8,78,51,5,10,"20"
"639",8,79,68,6,12,"0"
"640",8,80,62,7,13,"20"
"641",9,1,67,1,6,"20"
"642",9,2,63,2,6,"0"
"643",9,3,13,3,8,"20"
"644",9,4,12,4,10,"0"
"645",9,5,29,5,6,"20"
"646",9,6,14,6,6,"0"
"647",9,7,51,7,18,"20"
"648",9,8,77,8,10,"0"
"649",9,9,59,1,11,"20"
"650",9,10,41,2,9,"0"
"651",9,11,42,3,5,"20"
"652",9,12,3,4,6,"0"
"653",9,13,31,5,6,"20"
"654",9,14,16,6,7,"0"
"655",9,15,72,7,6,"20"
"656",9,16,28,8,7,"0"
"657",9,17,18,1,9,"20"
"658",9,18,20,2,5,"0"
"659",9,19,70,3,6,"20"
"660",9,20,8,4,5,"0"
"661",9,21,53,5,7,"20"
"662",9,22,50,6,13,"0"
"663",9,23,65,7,8,"20"
"664",9,24,5,8,9,"0"
"665",9,25,43,1,9,"20"
"666",9,26,27,2,5,"0"
"667",9,27,61,3,6,"20"
"668",9,28,55,4,5,"0"
"669",9,29,22,5,7,"20"
"670",9,30,75,6,6,"0"
"671",9,31,68,7,12,"20"
"672",9,32,34,8,8,"0"
"673",9,33,71,1,6,"20"
"674",9,34,64,2,8,"0"
"675",9,35,36,3,4,"20"
"676",9,36,2,4,9,"0"
"677",9,37,4,5,7,"20"
"678",9,38,60,6,8,"0"
"679",9,39,40,7,8,"20"
"680",9,40,39,8,6,"0"
"681",9,41,56,1,11,"20"
"682",9,42,7,2,10,"0"
"683",9,43,46,3,12,"20"
"684",9,44,49,4,9,"0"
"685",9,45,69,5,5,"20"
"686",9,46,6,6,6,"0"
"687",9,47,33,7,5,"20"
"688",9,48,23,8,8,"0"
"689",9,49,17,1,8,"20"
"690",9,50,78,2,6,"0"
"691",9,51,25,3,11,"20"
"692",9,52,62,4,8,"0"
"693",9,53,38,5,7,"20"
"694",9,54,1,6,9,"0"
"695",9,55,47,7,9,"20"
"696",9,56,73,8,9,"0"
"697",9,57,21,1,8,"20"
"698",9,58,74,2,9,"0"
"699",9,59,54,3,9,"20"
"700",9,60,9,4,7,"0"
"701",9,61,15,5,13,"20"
"702",9,62,19,6,7,"0"
"703",9,63,79,7,10,"20"
"704",9,64,35,8,11,"0"
"705",9,65,52,1,10,"20"
"706",9,66,58,2,8,"0"
"707",9,67,44,3,9,"20"
"708",9,68,11,4,7,"0"
"709",9,69,24,5,9,"20"
"710",9,70,26,6,10,"0"
"711",9,71,10,7,8,"20"
"712",9,72,48,8,12,"0"
"713",9,73,32,1,10,"20"
"714",9,74,30,2,7,"0"
"715",9,75,76,3,8,"20"
"716",9,76,66,4,12,"0"
"717",9,77,80,5,7,"20"
"718",9,78,57,6,13,"0"
"719",9,79,37,7,6,"20"
"720",9,80,45,8,12,"0"
"721",10,1,12,2,19,"0"
"722",10,2,41,3,12,"20"
"723",10,3,40,4,19,"0"
"724",10,4,13,5,17,"20"
"725",10,5,76,6,18,"0"
"726",10,6,20,7,26,"20"
"727",10,7,23,8,17,"0"
"728",10,8,10,1,23,"20"
"729",10,9,59,2,15,"0"
"730",10,10,60,3,21,"20"
"731",10,11,62,4,13,"0"
"732",10,12,75,5,12,"20"
"733",10,13,67,6,18,"0"
"734",10,14,5,7,22,"20"
"735",10,15,11,8,9,"0"
"736",10,16,29,1,16,"20"
"737",10,17,71,2,15,"0"
"738",10,18,33,3,22,"20"
"739",10,19,9,4,13,"0"
"740",10,20,42,5,12,"20"
"741",10,21,43,6,14,"0"
"742",10,22,72,7,24,"20"
"743",10,23,69,8,10,"0"
"744",10,24,68,1,18,"20"
"745",10,25,16,2,15,"0"
"746",10,26,48,3,18,"20"
"747",10,27,2,4,12,"0"
"748",10,28,80,5,17,"20"
"749",10,29,45,6,13,"0"
"750",10,30,57,7,15,"20"
"751",10,31,58,8,15,"0"
"752",10,32,70,1,14,"20"
"753",10,33,34,2,9,"0"
"754",10,34,19,3,28,"20"
"755",10,35,66,4,13,"0"
"756",10,36,47,5,36,"20"
"757",10,37,53,6,11,"0"
"758",10,38,8,7,26,"20"
"759",10,39,6,8,18,"0"
"760",10,40,21,1,14,"20"
"761",10,41,14,2,21,"0"
"762",10,42,1,3,26,"20"
"763",10,43,56,4,13,"0"
"764",10,44,25,5,15,"20"
"765",10,45,78,6,11,"0"
"766",10,46,50,7,27,"20"
"767",10,47,49,8,17,"0"
"768",10,48,46,1,14,"20"
"769",10,49,64,2,14,"0"
"770",10,50,27,3,12,"20"
"771",10,51,36,4,15,"0"
"772",10,52,18,5,24,"20"
"773",10,53,44,6,28,"0"
"774",10,54,30,7,17,"20"
"775",10,55,4,8,21,"0"
"776",10,56,39,1,14,"20"
"777",10,57,31,2,10,"0"
"778",10,58,15,3,19,"20"
"779",10,59,7,4,18,"0"
"780",10,60,3,5,15,"20"
"781",10,61,17,6,24,"0"
"782",10,62,22,7,19,"20"
"783",10,63,54,8,17,"0"
"784",10,64,74,1,12,"20"
"785",10,65,52,2,13,"0"
"786",10,66,65,3,29,"20"
"787",10,67,32,4,13,"0"
"788",10,68,37,5,25,"20"
"789",10,69,77,6,13,"0"
"790",10,70,73,7,14,"20"
"791",10,71,55,8,11,"0"
"792",10,72,79,1,20,"20"
"793",10,73,61,2,13,"0"
"794",10,74,35,3,14,"20"
"795",10,75,51,4,16,"0"
"796",10,76,24,5,18,"20"
"797",10,77,28,6,17,"0"
"798",10,78,26,7,23,"20"
"799",10,79,38,8,10,"0"
"800",10,80,63,1,11,"20"
"801",11,1,12,3,12,"20"
"802",11,2,52,4,13,"0"
"803",11,3,68,5,20,"20"
"804",11,4,80,6,11,"0"
"805",11,5,40,7,17,"20"
"806",11,6,27,8,18,"0"
"807",11,7,63,1,15,"20"
"808",11,8,57,2,13,"0"
"809",11,9,33,3,13,"20"
"810",11,10,66,4,15,"0"
"811",11,11,14,5,9,"20"
"812",11,12,34,6,10,"0"
"813",11,13,21,7,16,"20"
"814",11,14,26,8,22,"0"
"815",11,15,69,1,10,"20"
"816",11,16,17,2,11,"0"
"817",11,17,18,3,14,"20"
"818",11,18,54,4,9,"0"
"819",11,19,15,5,12,"20"
"820",11,20,19,6,15,"0"
"821",11,21,16,7,14,"20"
