"","sub","item","cond","seq","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset"
"44",1,31,2,44,315,1293687,1293690,1293693,3,6,"SFIX",1293693,0
"45",1,120,1,45,403,1304046,1304049,1304056,7,10,"SFIX",1304057,-1
"46",1,114,1,46,271,1312260,1312264,1312273,9,13,"SFIX",1312273,0
"47",1,111,4,47,348,1319403,1319406,1319411,5,8,"SFIX",1319410,1
"48",1,130,5,48,535,1326279,1326282,1326288,6,9,"SFIX",1326291,-3
"49",1,136,5,49,436,1332099,1332101,1332106,5,7,"EFIX",1332097,479
"50",1,103,2,50,458,1340140,1340143,1340150,7,10,"SFIX",1340145,5
"51",1,8,3,51,612,1348118,1348121,1348127,6,9,"EFIX",1348118,635
"52",1,71,6,52,403,1359047,1359050,1359056,6,9,"SFIX",1359057,-1
"53",1,64,5,53,623,1367972,1367975,1367979,4,7,"SFIX",1367981,-2
"54",1,101,6,54,359,1373555,1373558,1373564,6,9,"SFIX",1373565,-1
"55",1,25,2,55,337,1379362,1379365,1379368,3,6,"EFIX",1379364,691
"56",1,63,4,56,403,1389706,1389709,1389711,2,5,"SFIX",1389709,2
"57",1,56,3,57,480,1395707,1395710,1395716,6,9,"SFIX",1395726,-10
"58",1,15,4,58,227,1400766,1400769,1400774,5,8,"SFIX",1400774,0
"59",1,10,5,59,656,1411620,1411623,1411630,7,10,"SFIX",1411634,-4
"60",1,60,1,60,304,1420083,1420086,1420093,7,10,"SFIX",1420094,-1
"61",1,87,4,61,524,1426964,1426967,1426971,4,7,"SFIX",1426971,0
"62",1,93,4,62,502,1434145,1434148,1434155,7,10,"SFIX",1434154,1
"63",1,44,3,63,381,1439725,1439727,1439733,6,8,"EFIX",1439725,428
"64",1,34,5,64,425,1447765,1447769,1447776,7,11,"SFIX",1447776,0
"65",1,65,6,65,502,1458060,1458063,1458066,3,6,"SFIX",1458069,-3
"66",1,119,6,66,502,1494610,1494613,1494619,6,9,"SFIX",1494613,6
"67",1,95,6,67,425,1501020,1501023,1501030,7,10,"SFIX",1501030,0
"68",1,4,5,68,480,1507784,1507787,1507794,7,10,"SFIX",1507794,0
"69",1,29,6,69,480,1517105,1517108,1517111,3,6,"SFIX",1517117,-6
"70",1,107,6,70,436,1526625,1526628,1526634,6,9,"SFIX",1526640,-6
"71",1,78,1,71,546,1531818,1531821,1531825,4,7,"SFIX",1531834,-9
"72",1,82,5,72,436,NA,1537310,1537317,7,NA,"EFIX",1537307,523
"73",1,102,1,73,557,1545564,1545567,1545574,7,10,"EFIX",1545565,416
"74",1,47,6,74,425,1551995,1551998,1552004,6,9,"SFIX",1551999,5
"75",1,89,6,75,700,1561801,1561804,1561807,3,6,"SFIX",1561810,-3
"76",1,32,3,76,370,1567307,1567310,1567312,2,5,"SFIX",1567316,-4
"77",1,133,2,77,392,1575709,1575712,1575716,4,7,"SFIX",1575718,-2
"78",1,13,2,78,271,1581533,1581536,1581540,4,7,"SFIX",1581551,-11
"79",1,138,1,79,524,1591778,1591781,1591783,2,5,"SFIX",1591785,-2
"80",1,106,5,80,403,1596987,1596990,1596995,5,8,"SFIX",1596991,4
"81",1,36,1,81,392,1602115,1602118,1602119,1,4,"SFIX",1602128,-9
"82",1,116,3,82,414,1609369,1609404,1609410,6,41,"EFIX",1609214,296
"83",1,135,4,83,293,1616041,1616044,1616047,3,6,"SFIX",1616054,-7
"84",1,76,5,84,458,1621390,1621393,1621399,6,9,"SFIX",1621404,-5
"85",1,74,3,85,315,1628191,1628194,1628196,2,5,"SFIX",1628205,-9
"86",1,48,1,86,282,1634712,1634715,1634721,6,9,"SFIX",1634720,1
"87",1,27,4,87,304,1644400,1644403,1644410,7,10,"SFIX",1644412,-2
"88",1,94,5,88,293,1653973,1653976,1653980,4,7,"SFIX",1653991,-11
"89",1,21,4,89,656,1660580,1660583,1660584,1,4,"SFIX",1660587,-3
"90",1,9,4,90,667,1671892,1671895,1671900,5,8,"SFIX",1671910,-10
"91",1,38,3,91,447,1680301,1680304,1680310,6,9,"SFIX",1680304,6
"92",1,92,3,92,546,1688544,1688547,1688554,7,10,"SFIX",1688549,5
"93",1,69,4,93,381,1696102,1696105,1696111,6,9,"SFIX",1696115,-4
"94",1,108,1,94,326,1700592,1700595,1700603,8,11,"SFIX",1700598,5
"95",1,52,5,95,370,1705819,1705822,1705828,6,9,"SFIX",1705825,3
"96",1,51,4,96,634,1715408,1715411,1715417,6,9,"SFIX",1715413,4
"97",1,67,2,97,414,1724828,1724831,1724834,3,6,"SFIX",1724839,-5
"98",1,112,5,98,216,1729668,1729672,1729679,7,11,"SFIX",1729684,-5
"99",1,45,4,99,469,1734948,1734951,1734957,6,9,"SFIX",1734954,3
"100",1,99,4,100,194,1742618,1742621,1742627,6,9,"SFIX",1742631,-4
"101",1,86,3,101,282,1751293,1751297,1751304,7,11,"SFIX",1751307,-3
"102",1,73,2,102,524,1756840,1756843,1756849,6,9,"SFIX",1756852,-3
"103",1,90,1,103,238,1762953,1762956,1762960,4,7,"SFIX",1762963,-3
"104",1,17,6,104,315,1769020,1769023,1769031,8,11,"SFIX",1769027,4
"105",1,129,4,105,271,1780085,1780088,1780094,6,9,"SFIX",1780093,1
"106",1,18,1,106,381,1785954,1785957,1785965,8,11,"SFIX",1785968,-3
"107",1,33,4,107,502,1795377,1795380,1795381,1,4,"SFIX",1795393,-12
"108",1,30,1,108,315,1804282,1804285,1804291,6,9,"SFIX",1804296,-5
"109",1,117,4,109,337,1812582,1812585,1812588,3,6,"SFIX",1812594,-6
"110",1,11,6,110,293,1818353,1818356,1818359,3,6,"SFIX",1818368,-9
"111",1,12,1,111,590,1827261,1827263,1827269,6,8,"SFIX",1827266,3
"112",1,22,5,112,557,1836859,1836862,1836866,4,7,"SFIX",1836873,-7
"113",1,37,2,113,678,1846142,1846145,1846149,4,7,"EFIX",1846141,437
"114",1,26,3,114,249,1854194,1854197,1854199,2,5,"SFIX",1854205,-6
"115",1,62,3,115,546,1866828,1866831,1866835,4,7,"SFIX",1866841,-6
"116",1,100,5,116,414,1873504,1873508,1873512,4,8,"SFIX",1873513,-1
"117",1,53,6,117,326,1879416,1879419,1879423,4,7,"SFIX",1879426,-3
"118",1,24,1,118,480,1890613,1890616,1890633,17,20,"SFIX",1890623,10
"119",1,77,6,119,414,1899467,1899470,1899476,6,9,"SFIX",1899480,-4
"120",1,131,6,120,447,1905617,1905621,1905627,6,10,"EFIX",1905620,350
"121",1,113,6,121,513,1911101,1911105,1911112,7,11,"SFIX",1911108,4
"122",1,110,3,122,414,1916490,1916493,1916496,3,6,"SFIX",1916494,2
"123",1,50,3,123,458,1922068,1922071,1922074,3,6,"SFIX",1922077,-3
"124",1,81,4,124,700,1932008,1932011,1932017,6,9,"SFIX",1932020,-3
"125",1,134,3,125,348,1937974,1937977,1937982,5,8,"SFIX",1937977,5
"126",1,97,2,126,689,1945152,1945155,1945159,4,7,"SFIX",1945174,-15
"127",1,115,2,127,447,1949977,1949980,1949984,4,7,"SFIX",1949990,-6
"128",1,20,3,128,502,1955516,1955519,1955522,3,6,"EFIX",1955515,435
"129",1,127,2,129,513,1965031,1965034,1965038,4,7,"SFIX",1965045,-7
"130",1,126,1,130,469,1973304,1973307,1973329,22,25,"SFIX",1973319,10
"131",1,35,6,131,469,1981564,1981567,1981586,19,22,"SFIX",1981572,14
"132",1,128,3,132,282,1989856,1989859,1989863,4,7,"EFIX",1989851,326
"133",1,1,2,133,513,1996235,1996238,1996240,2,5,"SFIX",1996244,-4
"134",1,70,5,134,733,2005569,2005572,2005577,5,8,"SFIX",2005582,-5
"135",1,132,1,135,458,2010764,2010767,2010775,8,11,"SFIX",2010772,3
"136",1,121,2,136,436,2016550,2016553,2016559,6,9,"SFIX",2016566,-7
"137",1,43,2,137,216,2021580,2021583,2021591,8,11,"SFIX",2021589,2
"138",1,80,3,138,414,2030910,2030913,2030921,8,11,"EFIX",2030909,371
"139",2,56,4,1,480,3226424,3226427,3226433,6,9,"SFIX",3226439,-6
"140",2,133,3,2,392,3233507,3233510,3233517,7,10,"SFIX",3233523,-6
"141",2,49,3,3,513,3240421,3240423,3240428,5,7,"EFIX",3240416,446
"142",2,47,1,4,425,3249310,3249313,3249318,5,8,"EFIX",3249312,308
"143",2,58,6,5,403,3257964,3257967,3257975,8,11,"SFIX",3257970,5
"144",2,64,6,6,623,3264354,3264357,3264359,2,5,"SFIX",3264569,-210
"145",2,28,6,7,271,3269388,3269391,3269397,6,9,"SFIX",3269391,6
"146",2,7,3,8,513,3280524,3280527,3280533,6,9,"SFIX",3280528,5
"147",2,40,6,9,513,3294372,3294374,3294381,7,9,"EFIX",3294344,642
"148",2,110,4,10,414,3305143,3305147,3305151,4,8,"SFIX",3305150,1
"149",2,48,2,11,282,3312564,3312568,3312574,6,10,"SFIX",3312580,-6
"150",2,8,4,12,612,3321999,3322002,3322004,2,5,"SFIX",3322003,1
"151",2,132,2,13,458,3333078,3333081,3333087,6,9,"SFIX",3333088,-1
"152",2,107,1,14,436,3340182,3340185,3340191,6,9,"EFIX",3340184,498
"153",2,128,4,15,282,3345848,3345851,3345856,5,8,"SFIX",3345859,-3
"154",2,13,3,16,271,3354738,3354741,3354746,5,8,"SFIX",3354743,3
"155",2,10,6,17,656,3364704,3364707,3364709,2,5,"SFIX",3364711,-2
"156",2,37,3,18,678,3375308,3375311,3375332,21,24,"SFIX",3375312,20
"157",2,130,6,19,535,3386103,3386106,3386114,8,11,"SFIX",3386110,4
"158",2,45,5,20,469,3394187,3394189,3394191,2,4,"SFIX",3394190,1
"159",2,88,6,21,667,3404308,3404311,3404314,3,6,"SFIX",3404317,-3
"160",2,44,4,22,381,3410589,3410592,3410598,6,9,"SFIX",3410600,-2
"161",2,67,3,23,414,3420364,3420367,3420375,8,11,"SFIX",3420368,7
"162",2,29,1,24,480,3425619,3425622,3425626,4,7,"SFIX",3425630,-4
"163",2,119,1,25,502,3435604,3435607,3435609,2,5,"SFIX",3435608,1
"164",2,59,1,26,249,3441240,3441243,3441247,4,7,"SFIX",3441244,3
"165",2,46,6,27,271,3448678,3448681,3448684,3,6,"SFIX",3448690,-6
"166",2,2,4,28,359,3458522,3458525,3458527,2,5,"SFIX",3458533,-6
"167",2,118,6,29,315,3468474,3468477,3468484,7,10,"EFIX",3468474,431
"168",2,104,4,30,601,3476834,3476837,3476841,4,7,"SFIX",3476837,4
"169",2,42,2,31,480,3485305,3485305,3485311,6,6,"EFIX",3484988,439
"170",2,72,2,32,337,3494109,3494112,3494114,2,5,"SFIX",3494121,-7
"171",2,98,4,33,579,3499759,3499762,3499765,3,6,"SFIX",3499776,-11
"172",2,65,1,34,502,3506984,3506987,3506989,2,5,"SFIX",3506988,1
"173",2,126,2,35,469,3512843,3512846,3512847,1,4,"EFIX",3512840,438
"174",2,108,2,36,326,3520928,3520932,3520938,6,10,"SFIX",3520943,-5
"175",2,6,2,37,502,3528543,3528546,3528548,2,5,"SFIX",3528553,-5
"176",2,9,5,38,667,3540122,3540125,3540131,6,9,"SFIX",3540131,0
"177",2,54,2,39,535,3550536,3550539,3550547,8,11,"SFIX",3550547,0
"178",2,74,4,40,315,3561047,3561050,3561056,6,9,"SFIX",3561059,-3
"179",2,129,5,41,271,3567778,3567781,3567787,6,9,"SFIX",3567789,-2
"180",2,63,5,42,403,3574073,3574075,3574078,3,5,"EFIX",3574069,469
"181",2,31,3,43,315,3579384,3579387,3579389,2,5,"EFIX",3579369,522
"182",2,27,5,44,304,3590576,3590579,3590585,6,9,"SFIX",3590584,1
"183",2,121,3,45,436,3598886,3598889,3598896,7,10,"SFIX",3598897,-1
"184",2,60,2,46,304,3604497,3604501,3604507,6,10,"SFIX",3604505,2
"185",2,90,2,47,238,3611397,3611397,3611404,7,7,"EFIX",3611226,385
"186",2,85,3,48,436,3618899,3618902,3618908,6,9,"SFIX",3618906,2
"187",2,25,3,49,337,3624338,3624341,3624346,5,8,"SFIX",3624347,-1
"188",2,114,2,50,271,3632907,3632910,3632916,6,9,"SFIX",3632917,-1
"189",2,136,6,51,436,3639787,3639790,3639794,4,7,"SFIX",3639796,-2
"190",2,116,4,52,414,3645895,3645898,3645905,7,10,"SFIX",3645902,3
"191",2,124,6,53,513,3652751,3652754,3652756,2,5,"SFIX",3652754,2
"192",2,122,4,54,403,3657542,3657545,3657547,2,5,"SFIX",3657554,-7
"193",2,94,6,55,293,3661794,3661798,3661806,8,12,"SFIX",3661805,1
"194",2,135,5,56,293,3668401,3668405,3668410,5,9,"SFIX",3668414,-4
"195",2,77,1,57,414,3674365,3674368,3674374,6,9,"SFIX",3674378,-4
"196",2,41,1,58,348,3679755,3679758,3679766,8,11,"SFIX",3679768,-2
"197",2,111,5,59,348,3688139,3688142,3688149,7,10,"SFIX",3688150,-1
"198",2,101,1,60,359,3694421,3694423,3694427,4,6,"EFIX",3694421,325
"199",2,21,5,61,656,3700797,3700801,3700805,4,8,"SFIX",3700806,-1
"200",2,66,2,62,524,3708668,3708671,3708675,4,7,"SFIX",3708685,-10
"201",2,84,2,63,425,3713543,3713546,3713553,7,10,"EFIX",3713533,442
"202",2,91,3,64,216,3718162,3718165,3718172,7,10,"SFIX",3718167,5
"203",2,3,5,65,260,3723382,3723385,3723390,5,8,"SFIX",3723394,-4
"204",2,34,6,66,425,3770439,3770442,3770446,4,7,"SFIX",3770442,4
"205",2,43,3,67,216,3779303,3779306,3779309,3,6,"EFIX",3779304,414
"206",2,86,4,68,282,3787916,3787919,3787926,7,10,"EFIX",3787914,374
"207",2,127,3,69,513,3793574,3793577,3793584,7,10,"SFIX",3793585,-1
"208",2,32,4,70,370,3798121,3798124,3798129,5,8,"SFIX",3798138,-9
"209",2,81,5,71,700,3810416,3810419,3810424,5,8,"EFIX",3810407,305
"210",2,95,1,72,425,3815379,3815382,3815389,7,10,"SFIX",3815389,0
"211",2,134,4,73,348,3821771,3821774,3821780,6,9,"SFIX",3821782,-2
"212",2,36,2,74,392,3827102,3827105,3827112,7,10,"SFIX",3827108,4
"213",2,109,3,75,381,3836733,3836736,3836741,5,8,"SFIX",3836747,-6
"214",2,4,6,76,480,3842561,3842564,3842566,2,5,"SFIX",3842574,-8
"215",2,113,1,77,513,3851003,3851006,3851009,3,6,"EFIX",3850998,408
"216",2,68,4,78,634,3856688,3856691,3856694,3,6,"SFIX",3856698,-4
"217",2,102,2,79,557,3862772,3862775,3862778,3,6,"SFIX",3862784,-6
"218",2,106,6,80,403,3868483,3868486,3868490,4,7,"SFIX",3868490,0
"219",2,123,5,81,370,3874066,3874066,3874067,1,1,"SFIX",3874248,-181
"220",2,26,4,82,249,3879626,3879629,3879632,3,6,"SFIX",3879629,3
"221",2,5,1,83,480,3888771,3888774,3888782,8,11,"SFIX",3888774,8
"222",2,73,3,84,524,3899988,3899991,3899998,7,10,"SFIX",3899997,1
"223",2,93,5,85,502,3907745,3907748,3907755,7,10,"SFIX",3907760,-5
"224",2,14,4,86,480,3912836,3912839,3912847,8,11,"SFIX",3912844,3
"225",2,70,6,87,733,3925054,3925057,3925062,5,8,"EFIX",3925040,434
"226",2,16,6,88,502,3932181,3932184,3932186,2,5,"SFIX",3932191,-5
"227",2,17,1,89,315,3940498,3940500,3940503,3,5,"EFIX",3940499,360
"228",2,39,5,90,436,3950428,3950431,3950433,2,5,"SFIX",3950439,-6
"229",2,33,5,91,502,3960174,3960177,3960182,5,8,"EFIX",3960164,444
"230",2,53,1,92,326,3968245,3968248,3968253,5,8,"EFIX",3968240,419
"231",2,35,1,93,469,3978262,3978265,3978269,4,7,"EFIX",3978261,375
"232",2,22,6,94,557,3989152,3989152,3989158,6,6,"SFIX",3989182,-24
"233",2,78,2,95,546,4000138,4000141,4000148,7,10,"SFIX",4000145,3
"234",2,75,5,96,249,4004010,4004013,4004020,7,10,"SFIX",4004014,6
"235",2,120,2,97,403,4010552,4010556,4010557,1,5,"SFIX",4010559,-2
"236",2,11,1,98,293,4015727,4015731,4015735,4,8,"EFIX",4015721,346
"237",2,57,5,99,381,4026527,4026529,4026531,2,4,"SFIX",4026533,-2
"238",2,52,6,100,370,4031881,4031884,4031889,5,8,"SFIX",4031884,5
"239",2,76,6,101,458,4041535,4041538,4041546,8,11,"SFIX",4041542,4
"240",2,100,6,102,414,4047222,4047225,4047230,5,8,"SFIX",4047234,-4
"241",2,19,3,103,359,4053435,4053438,4053441,3,6,"SFIX",4053439,2
"242",2,12,2,104,590,4068139,4068142,4068149,7,10,"SFIX",4068149,0
"243",2,69,5,105,381,4076770,4076773,4076779,6,9,"SFIX",4076777,2
"244",2,131,1,106,447,4081718,4081720,4081724,4,6,"EFIX",4081714,504
"245",2,38,4,107,447,4087832,4087835,4087842,7,10,"EFIX",4087820,452
"246",2,71,1,108,403,4095986,4095989,4095992,3,6,"SFIX",4095997,-5
"247",2,24,2,109,480,4102421,4102424,4102430,6,9,"SFIX",4102428,2
"248",2,103,3,110,458,4113904,4113907,4113912,5,8,"SFIX",4113913,-1
"249",2,1,3,111,513,4119846,4119849,4119857,8,11,"EFIX",4119841,421
"250",2,92,4,112,546,4132387,4132390,4132392,2,5,"SFIX",4132394,-2
"251",2,87,5,113,524,4140121,4140124,4140129,5,8,"SFIX",4140134,-5
"252",2,112,6,114,216,4146202,4146205,4146207,2,5,"SFIX",4146216,-9
"253",2,55,3,115,579,4152793,4152796,4152798,2,5,"SFIX",4152801,-3
"254",2,97,3,116,689,4159033,4159036,4159042,6,9,"SFIX",4159041,1
"255",2,89,1,117,700,4164751,4164753,4164760,7,9,"SFIX",4164758,2
"256",2,30,2,118,315,4168823,4168826,4168832,6,9,"SFIX",4168830,2
"257",2,137,1,119,249,4177632,4177635,4177642,7,10,"SFIX",4177641,1
"258",2,138,2,120,524,4185518,4185521,4185526,5,8,"EFIX",4185216,232
"259",2,18,2,121,381,4190456,4190459,4190464,5,8,"SFIX",4190465,-1
"260",2,20,4,122,502,4199569,4199572,4199574,2,5,"SFIX",4199575,-1
"261",2,117,5,123,337,4207873,4207875,4207878,3,5,"EFIX",4207864,615
"262",2,96,2,124,359,4214592,4214596,4214602,6,10,"SFIX",4214602,0
"263",2,61,3,125,513,4222443,4222446,4222452,6,9,"SFIX",4222453,-1
"264",2,115,3,126,447,4228147,4228150,4228157,7,10,"SFIX",4228161,-4
"265",2,51,5,127,634,4235903,4235906,4235908,2,5,"SFIX",4235917,-9
"266",2,50,4,128,458,4244427,4244430,4244438,8,11,"SFIX",4244435,3
"267",2,80,4,129,414,4253838,4253841,4253848,7,10,"SFIX",4253848,0
"268",2,79,3,130,579,4259289,4259292,4259299,7,10,"SFIX",4259296,3
"269",2,82,6,131,436,4264792,4264795,4264797,2,5,"SFIX",4264805,-8
"270",2,125,1,132,260,4269268,4269268,4269275,7,7,"EFIX",4269224,332
"271",2,62,4,133,546,4274926,4274929,4274933,4,7,"SFIX",4274936,-3
"272",2,15,5,134,227,4279066,4279069,4279072,3,6,"EFIX",4279035,306
"273",2,23,1,135,370,4287350,4287353,4287355,2,5,"SFIX",4287363,-8
"274",2,105,5,136,315,4296392,4296395,4296398,3,6,"SFIX",4296400,-2
"275",2,83,1,137,491,4303417,4303420,4303423,3,6,"SFIX",4303430,-7
"276",2,99,5,138,194,4308495,4308498,4308501,3,6,"EFIX",4308494,351
"277",3,5,2,1,480,5519723,5519726,5519728,2,5,"SFIX",5519729,-1
"278",3,87,6,2,524,5532531,5532534,5532550,16,19,"SFIX",5532538,12
"279",3,73,4,3,524,5542799,5542802,5542806,4,7,"SFIX",5542809,-3
"280",3,96,3,4,359,5551211,5551214,5551216,2,5,"SFIX",5551220,-4
"281",3,32,5,5,370,5558682,5558685,5558687,2,5,"SFIX",5558688,-1
"282",3,43,4,6,216,5569464,5569467,5569469,2,5,"SFIX",5569478,-9
"283",3,66,3,7,524,5581400,5581404,5581419,15,19,"SFIX",5581407,12
"284",3,21,6,8,656,5589843,5589845,5589862,17,19,"SFIX",5589849,13
"285",3,79,4,9,579,5600450,5600453,5600458,5,8,"SFIX",5600460,-2
"286",3,42,3,10,480,5608429,5608432,5608435,3,6,"EFIX",5608431,673
"287",3,127,4,11,513,5618851,5618854,5618858,4,7,"SFIX",5618856,2
"288",3,47,2,12,425,5625299,5625302,5625309,7,10,"SFIX",5625311,-2
"289",3,69,6,13,381,5634885,5634888,5634892,4,7,"SFIX",5634889,3
"290",3,85,4,14,436,5641943,5641946,5641949,3,6,"SFIX",5641957,-8
"291",3,12,3,15,590,5650827,5650830,5650833,3,6,"SFIX",5650838,-5
"292",3,76,1,16,458,5660390,5660393,5660396,3,6,"SFIX",5660393,3
"293",3,104,5,17,601,5671065,5671068,5671072,4,7,"SFIX",5671073,-1
"294",3,49,4,18,513,5677245,5677248,5677250,2,5,"SFIX",5677257,-7
"295",3,62,5,19,546,5686865,5686868,5686873,5,8,"SFIX",5686868,5
"296",3,112,1,20,216,5692174,5692177,5692184,7,10,"SFIX",5692189,-5
"297",3,89,2,21,700,5700658,5700661,5700668,7,10,"SFIX",5700662,6
"298",3,11,2,22,293,5707149,5707152,5707159,7,10,"SFIX",5707155,4
"299",3,57,6,23,381,5718619,5718622,5718628,6,9,"SFIX",5718624,4
"300",3,108,3,24,326,5726593,5726597,5726598,1,5,"SFIX",5726607,-9
"301",3,75,6,25,249,5732808,5732811,5732816,5,8,"SFIX",5732816,0
"302",3,7,4,26,513,5743687,5743690,5743692,2,5,"EFIX",5743670,444
"303",3,74,5,27,315,5759153,5759156,5759173,17,20,"SFIX",5759171,2
"304",3,120,3,28,403,5767927,5767930,5767936,6,9,"SFIX",5767935,1
"305",3,15,6,29,227,5774047,5774050,5774054,4,7,"SFIX",5774054,0
"306",3,56,5,30,480,5785312,5785315,5785317,2,5,"SFIX",5785320,-3
"307",3,38,5,31,447,5792710,5792713,5792721,8,11,"SFIX",5792724,-3
"308",3,106,1,32,403,5802639,5802642,5802643,1,4,"SFIX",5802650,-7
"309",3,92,5,33,546,5809877,5809880,5809894,14,17,"SFIX",5809893,1
"310",3,83,2,34,491,5818998,5819001,5819004,3,6,"SFIX",5819006,-2
"311",3,58,1,35,403,5827738,5827741,5827748,7,10,"SFIX",5827748,0
"312",3,23,2,36,370,5834508,5834511,5834519,8,11,"SFIX",5834518,1
"313",3,6,3,37,502,5845383,5845386,5845388,2,5,"SFIX",5845395,-7
"314",3,129,6,38,271,5857748,5857751,5857757,6,9,"EFIX",5857750,475
"315",3,3,6,39,260,5864465,5864468,5864474,6,9,"SFIX",5864479,-5
"316",3,80,5,40,414,5876807,5876810,5876816,6,9,"SFIX",5876817,-1
"317",3,13,4,41,271,5882539,5882542,5882547,5,8,"SFIX",5882552,-5
"318",3,59,2,42,249,5893224,5893244,5893250,6,26,"EFIX",5893242,427
"319",3,88,1,43,667,5904289,5904292,5904299,7,10,"SFIX",5904296,3
"320",3,44,5,44,381,5911016,5911019,5911024,5,8,"EFIX",5911017,566
"321",3,19,4,45,359,5919875,5919878,5919880,2,5,"SFIX",5919882,-2
"322",3,115,4,46,447,5929956,5929959,5929963,4,7,"SFIX",5929964,-1
"323",3,40,1,47,513,5937035,5937038,5937041,3,6,"SFIX",5937043,-2
"324",3,77,2,48,414,5946627,5946630,5946637,7,10,"SFIX",5946634,3
"325",3,91,4,49,216,5952276,5952279,5952282,3,6,"SFIX",5952284,-2
"326",3,138,3,50,524,5959982,5959985,5959992,7,10,"SFIX",5959990,2
"327",3,130,1,51,535,5966280,5966283,5966290,7,10,"SFIX",5966285,5
"328",3,95,2,52,425,5974502,5974505,5974507,2,5,"SFIX",5974515,-8
"329",3,124,1,53,513,5981889,5981893,5981898,5,9,"SFIX",5981903,-5
"330",3,54,3,54,535,5988067,5988070,5988075,5,8,"SFIX",5988079,-4
"331",3,18,3,55,381,5998062,5998065,5998072,7,10,"SFIX",5998070,2
"332",3,17,2,56,315,6007877,6007880,6007888,8,11,"SFIX",6007889,-1
"333",3,45,6,57,469,6022217,6022220,6022223,3,6,"SFIX",6022231,-8
"334",3,101,2,58,359,6031003,6031006,6031013,7,10,"SFIX",6031010,3
