"","sub","cond","item","seq","start_time","end_time","duration_ms","deg","prev"
"15824",34,3,42,107,1878834,1881746,2912,"0","mask"
"16027",34,1,130,108,1890223,1894162,3939,"0","valid"
"16127",34,3,126,109,1897374,1902765,5391,"0","mask"
"16222",34,3,102,110,1905837,1908796,2959,"0","mask"
"16326",34,5,56,111,1911749,1916553,4804,"20","orth"
"16423",34,4,85,112,1919579,1923777,4198,"20","valid"
"16525",34,6,129,113,1926810,1931628,4818,"20","mask"
"16619",34,4,133,114,1934887,1938645,3758,"20","valid"
"16728",34,5,128,115,1941784,1946676,4892,"20","orth"
"16825",34,3,60,116,1950414,1955126,4712,"0","mask"
"16926",34,6,135,117,1958398,1962883,4485,"20","mask"
"17025",34,1,64,118,1966388,1970413,4025,"0","valid"
"17128",34,1,76,119,1973513,1978191,4678,"0","valid"
"17225",34,6,3,120,1981350,1985408,4058,"20","mask"
"17421",34,5,2,121,1992246,1995411,3165,"20","orth"
"17625",34,4,73,122,2003528,2008019,4491,"20","valid"
"17722",34,5,74,123,2011052,2015010,3958,"20","orth"
"17825",34,2,5,124,2017790,2021448,3658,"0","orth"
"18025",34,6,15,125,2027759,2030491,2732,"20","mask"
"18222",34,5,38,126,2036795,2040341,3546,"20","orth"
"18424",34,1,100,127,2046412,2050064,3652,"0","valid"
"18522",34,5,116,128,2053030,2056928,3898,"20","orth"
"18623",34,4,31,129,2059767,2064272,4505,"20","valid"
"18824",34,6,105,130,2074082,2080426,6344,"20","mask"
"18923",34,6,33,131,2083652,2088450,4798,"20","mask"
"19128",34,3,78,132,2094528,2097393,2865,"0","mask"
"19229",34,5,26,133,2100419,2104157,3738,"20","orth"
"19421",34,3,18,134,2112274,2119519,7245,"0","mask"
"19625",34,4,19,135,2125823,2129375,3552,"20","valid"
"19825",34,5,122,136,2137658,2142944,5286,"20","orth"
"19928",34,1,10,137,2146462,2149654,3192,"0","valid"
"20125",34,1,136,138,2156152,2160497,4345,"0","valid"
"10128",35,4,108,1,3395920,3399879,3959,"20","valid"
"11104",35,5,79,2,3403071,3406796,3725,"20","orth"
"12108",35,5,67,3,3412234,3415373,3139,"20","orth"
"13126",35,5,43,4,3418312,3420791,2479,"20","orth"
"15108",35,1,27,5,3427882,3430474,2592,"0","valid"
"17106",35,2,130,6,3436458,3440031,3573,"0","orth"
"18129",35,2,28,7,3443689,3446875,3186,"0","orth"
"2032",35,3,83,8,3453472,3456971,3499,"0","mask"
"2127",35,3,23,9,3459577,3462256,2679,"0","mask"
"2322",35,3,17,10,3467780,3471019,3239,"0","mask"
"2525",35,1,33,11,3477624,3480629,3005,"0","valid"
"2720",35,4,96,12,3486694,3491552,4858,"20","valid"
"2824",35,5,55,13,3494797,3497023,2226,"20","orth"
"2925",35,2,46,14,3500682,3503447,2765,"0","orth"
"3123",35,4,42,15,3509365,3512457,3092,"20","valid"
"3324",35,4,48,16,3518122,3522387,4265,"20","valid"
"3523",35,6,44,17,3528725,3531777,3052,"20","mask"
"3722",35,1,51,18,3537948,3541140,3192,"0","valid"
"3926",35,2,40,19,3546971,3549990,3019,"0","orth"
"4128",35,2,82,20,3557188,3559906,2718,"0","orth"
"4222",35,5,37,21,3562659,3566537,3878,"20","orth"
"4426",35,1,15,22,3573888,3576580,2692,"0","valid"
"4625",35,1,99,23,3582345,3585684,3339,"0","valid"
"4723",35,2,52,24,3588782,3591535,2753,"0","orth"
"4919",35,2,4,25,3599505,3602877,3372,"0","orth"
"5123",35,6,134,26,3609168,3613207,4039,"20","mask"
"5226",35,1,129,27,3616126,3621117,4991,"0","valid"
"5326",35,3,131,28,3624296,3626575,2279,"0","mask"
"5427",35,4,90,29,3629461,3633119,3658,"20","valid"
"5526",35,3,101,30,3636198,3638651,2453,"0","mask"
"5623",35,3,119,31,3642549,3645934,3385,"0","mask"
"5724",35,6,2,32,3649160,3651866,2706,"20","mask"
"5926",35,3,47,33,3658130,3660836,2706,"0","mask"
"6124",35,2,16,34,3666614,3669306,2692,"0","orth"
"6322",35,2,136,35,3675703,3679022,3319,"0","orth"
"6426",35,1,135,36,3682394,3686060,3666,"0","valid"
"6528",35,6,80,37,3689625,3693064,3439,"20","mask"
"6625",35,1,87,38,3697249,3701714,4465,"0","valid"
"6722",35,6,32,39,3706186,3709331,3145,"20","mask"
"6925",35,3,71,40,3715129,3717388,2259,"0","mask"
"7025",35,1,39,41,3720421,3722779,2358,"0","valid"
"7221",35,1,21,42,3728644,3731050,2406,"0","valid"
"7425",35,6,74,43,3740600,3743578,2978,"20","mask"
"7525",35,3,41,44,3746924,3749323,2399,"0","mask"
"7723",35,3,107,45,3755861,3758580,2719,"0","mask"
"7827",35,2,112,46,3761385,3763671,2286,"0","orth"
"7926",35,6,122,47,3767623,3769682,2059,"20","mask"
"8023",35,3,11,48,3772601,3774907,2306,"0","mask"
"8226",35,2,64,49,3784484,3787516,3032,"0","orth"
"8326",35,5,7,50,3790608,3794753,4145,"20","orth"
"8523",35,4,72,51,3801011,3803143,2132,"20","valid"
"8629",35,6,104,52,3807501,3809501,2000,"20","mask"
"8721",35,6,38,53,3813779,3816006,2227,"20","mask"
"8921",35,4,30,54,3821683,3824129,2446,"20","valid"
"9127",35,1,75,55,3829240,3831519,2279,"0","valid"
"9228",35,2,124,56,3834585,3836897,2312,"0","orth"
"9326",35,2,34,57,3839456,3843115,3659,"0","orth"
"9525",35,1,45,58,3849366,3851319,1953,"0","valid"
"9723",35,4,36,59,3857430,3860149,2719,"20","valid"
"9923",35,2,88,60,3866240,3868592,2352,"0","orth"
"10030",35,2,10,61,3871504,3874677,3173,"0","orth"
"10225",35,5,73,62,3881081,3883847,2766,"20","orth"
"10324",35,6,26,63,3886939,3889505,2566,"20","mask"
"10522",35,6,92,64,3896589,3900167,3578,"20","mask"
"10626",35,3,113,65,3903366,3906078,2712,"0","mask"
"10725",35,1,93,66,3957680,3960318,2638,"0","valid"
"10823",35,4,78,67,3963331,3966523,3192,"20","valid"
"10925",35,6,14,68,3970955,3974473,3518,"20","mask"
"11129",35,6,62,69,3980865,3983650,2785,"20","mask"
"11227",35,5,31,70,3986762,3989194,2432,"20","orth"
"11426",35,4,84,71,3994606,3997398,2792,"20","valid"
"11520",35,2,22,72,4001537,4005175,3638,"0","orth"
"11729",35,3,65,73,4010713,4013206,2493,"0","mask"
"11825",35,4,6,74,4017064,4020483,3419,"20","valid"
"12026",35,3,53,75,4025534,4030986,5452,"0","mask"
"12227",35,5,19,76,4036217,4038623,2406,"20","orth"
"12425",35,1,105,77,4044634,4047387,2753,"0","valid"
"12523",35,3,137,78,4056090,4059095,3005,"0","mask"
"12621",35,3,35,79,4094342,4097128,2786,"0","mask"
"12824",35,5,121,80,4103539,4105725,2186,"20","orth"
"12928",35,1,111,81,4108810,4111076,2266,"0","valid"
"13021",35,2,118,82,4115594,4118340,2746,"0","orth"
"13127",35,3,125,83,4121326,4123971,2645,"0","mask"
"13228",35,2,106,84,4126757,4128816,2059,"0","orth"
"13322",35,6,50,85,4131702,4133868,2166,"20","mask"
"13520",35,1,3,86,4140272,4142885,2613,"0","valid"
"13722",35,4,54,87,4148916,4151148,2232,"20","valid"
"13923",35,6,128,88,4157226,4159785,2559,"20","mask"
"14025",35,6,20,89,4162737,4164863,2126,"20","mask"
"14225",35,2,70,90,4171541,4199923,28382,"0","orth"
"14329",35,5,103,91,4202929,4205128,2199,"20","orth"
"14423",35,6,86,92,4214292,4216111,1819,"20","mask"
"14522",35,5,61,93,4218897,4221329,2432,"20","orth"
"14626",35,5,13,94,4226047,4228293,2246,"20","orth"
"14819",35,4,24,95,4234151,4236550,2399,"20","valid"
"15027",35,3,95,96,4242481,4244840,2359,"0","mask"
"15127",35,1,117,97,4247699,4249525,1826,"0","valid"
"15228",35,6,56,98,4252444,4255316,2872,"20","mask"
"15322",35,3,29,99,4258602,4261207,2605,"0","mask"
"15525",35,5,133,100,4267558,4270038,2480,"20","orth"
"15621",35,3,59,101,4273423,4275102,1679,"0","mask"
"15728",35,3,77,102,4277888,4280773,2885,"0","mask"
"15825",35,4,132,103,4283499,4285938,2439,"20","valid"
"15924",35,4,60,104,4289317,4292249,2932,"20","valid"
"16028",35,2,94,105,4295848,4298327,2479,"0","orth"
"16128",35,6,68,106,4301166,4304612,3446,"20","mask"
"16223",35,4,18,107,4307370,4309363,1993,"20","valid"
"16424",35,1,9,108,4316314,4319379,3065,"0","valid"
"16620",35,5,85,109,4327916,4330822,2906,"20","orth"
"16729",35,3,89,110,4359191,4361770,2579,"0","mask"
"16826",35,5,127,111,4365396,4367815,2419,"20","orth"
"16927",35,6,116,112,4373406,4375119,1713,"20","mask"
"17026",35,6,110,113,4378177,4380277,2100,"20","mask"
"17129",35,1,69,114,4383282,4385102,1820,"0","valid"
"17226",35,5,91,115,4393052,4395478,2426,"20","orth"
"17323",35,2,100,116,4401836,4405434,3598,"0","orth"
"17422",35,1,57,117,4411032,4413758,2726,"0","valid"
"17524",35,4,138,118,4437036,4439708,2672,"20","valid"
"17626",35,4,102,119,4442474,4444706,2232,"20","valid"
"17723",35,5,115,120,4448438,4450258,1820,"20","orth"
"17826",35,1,123,121,4453237,4455256,2019,"0","valid"
"17924",35,6,8,122,4458901,4461433,2532,"20","mask"
"18130",35,5,25,123,4473016,4475628,2612,"20","orth"
"18321",35,4,126,124,4481979,4484592,2613,"20","valid"
"18425",35,2,58,125,4487437,4490030,2593,"0","orth"
"18523",35,5,97,126,4492989,4495354,2365,"20","orth"
"18624",35,6,98,127,4499040,4502192,3152,"20","mask"
"18723",35,1,63,128,4505790,4508223,2433,"0","valid"
"18825",35,2,76,129,4511069,4513628,2559,"0","orth"
"18924",35,5,1,130,4517106,4519726,2620,"20","orth"
"19129",35,5,109,131,4526743,4529682,2939,"20","orth"
"19230",35,1,81,132,4532554,4535213,2659,"0","valid"
"19324",35,4,66,133,4538079,4540531,2452,"20","valid"
"19422",35,4,114,134,4543323,4546276,2953,"20","valid"
"19522",35,4,12,135,4549201,4551227,2026,"20","valid"
"19722",35,4,120,136,4558831,4561237,2406,"20","valid"
"19826",35,3,5,137,4564142,4567088,2946,"0","mask"
"20025",35,5,49,138,4573152,4576178,3026,"20","orth"
"10129",36,5,12,1,221658,226682,5024,"20","orth"
"12109",36,6,79,2,233247,237831,4584,"20","mask"
"13128",36,3,52,3,240964,243823,2859,"0","mask"
"15109",36,3,88,4,249900,254266,4366,"0","mask"
"16104",36,4,23,5,257364,260763,3399,"20","valid"
"18131",36,1,50,6,266488,270819,4331,"0","valid"
"2033",36,3,118,7,277950,283861,5911,"0","mask"
"2128",36,5,42,8,287367,291192,3825,"20","orth"
"2323",36,2,99,9,297130,300396,3266,"0","orth"
"2425",36,5,6,10,304100,310378,6278,"20","orth"
"2630",36,1,80,11,316589,320401,3812,"0","valid"
"2721",36,6,67,12,323753,326972,3219,"20","mask"
"2825",36,1,110,13,329744,332950,3206,"0","valid"
"2926",36,1,26,14,336655,340187,3532,"0","valid"
"3124",36,6,133,15,348644,351836,3192,"20","mask"
"3226",36,4,95,16,354782,359360,4578,"20","valid"
"3325",36,6,7,17,362746,368264,5518,"20","mask"
"3524",36,6,25,18,374714,378466,3752,"20","mask"
"3723",36,2,123,19,384504,392001,7497,"0","orth"
"3824",36,6,55,20,394880,397193,2313,"20","mask"
"3927",36,3,10,21,400545,404917,4372,"0","mask"
"4129",36,4,107,22,411288,415026,3738,"20","valid"
"4223",36,4,53,23,418092,422130,4038,"20","valid"
"4427",36,5,54,24,427335,431860,4525,"20","orth"
"4626",36,2,69,25,439111,441690,2579,"0","orth"
"4724",36,6,43,26,444555,448008,3453,"20","mask"
"4920",36,4,137,27,453646,458623,4977,"20","valid"
"5027",36,4,11,28,461729,464555,2826,"20","valid"
"5227",36,3,28,29,471325,477210,5885,"0","mask"
"5428",36,1,86,30,483048,487226,4178,"0","valid"
"5527",36,2,15,31,490432,493617,3185,"0","orth"
"5725",36,2,63,32,499728,505066,5338,"0","orth"
"5825",36,4,71,33,507992,511024,3032,"20","valid"
"5927",36,1,68,34,513797,516796,2999,"0","valid"
"6024",36,1,92,35,520607,525286,4679,"0","valid"
"6125",36,1,32,36,528618,531790,3172,"0","valid"
"6323",36,3,34,37,538247,543399,5152,"0","mask"
"6529",36,3,130,38,550090,553575,3485,"0","mask"
"6626",36,4,17,39,556974,562179,5205,"20","valid"
"6825",36,6,103,40,568723,573188,4465,"20","mask"
"6926",36,4,89,41,576500,580599,4099,"20","valid"
"7026",36,6,13,42,584697,589015,4318,"20","mask"
"7222",36,6,37,43,596393,603423,7030,"20","mask"
"7426",36,2,57,44,609681,612813,3132,"0","orth"
"7526",36,5,126,45,616279,622136,5857,"20","orth"
"7629",36,1,14,46,625302,629887,4585,"0","valid"
"7828",36,4,77,47,636165,640576,4411,"20","valid"
"7927",36,4,47,48,643962,646734,2772,"20","valid"
"8126",36,1,2,49,654258,656710,2452,"0","valid"
"8327",36,3,16,50,664787,667467,2680,"0","mask"
"8524",36,4,59,51,675097,681021,5924,"20","valid"
"8630",36,6,115,52,684480,687772,3292,"20","mask"
"8722",36,2,27,53,691078,694323,3245,"0","orth"
"8922",36,3,112,54,701315,704393,3078,"0","mask"
"9021",36,3,46,55,707625,710624,2999,"0","mask"
"9229",36,4,101,56,716235,719781,3546,"20","valid"
"9327",36,2,51,57,722813,724972,2159,"0","orth"
"9526",36,5,78,58,731063,735555,4492,"20","orth"
"9620",36,6,61,59,738714,744371,5657,"20","mask"
"9724",36,6,85,60,747770,751782,4012,"20","mask"
"9826",36,3,76,61,754728,758320,3592,"0","mask"
"9924",36,2,75,62,761305,766497,5192,"0","orth"
"10031",36,3,124,63,770109,772528,2419,"0","mask"
"10130",36,2,21,64,775520,779332,3812,"0","orth"
"10325",36,4,29,65,785736,790768,5032,"20","valid"
"10523",36,5,96,66,830966,835631,4665,"20","orth"
"10627",36,2,117,67,838783,841816,3033,"0","orth"
"10726",36,6,73,68,845048,849119,4071,"20","mask"
"10824",36,1,20,69,852192,855824,3632,"0","valid"
"11019",36,3,64,70,862548,867279,4731,"0","mask"
"11130",36,1,128,71,870638,875650,5012,"0","valid"
"11228",36,1,62,72,879075,882874,3799,"0","valid"
"11322",36,1,56,73,886279,890071,3792,"0","valid"
"11427",36,3,136,74,893296,896322,3026,"0","mask"
"11521",36,2,81,75,899681,902133,2452,"0","orth"
"11628",36,1,98,76,905052,908498,3446,"0","valid"
"11730",36,4,41,77,911503,914929,3426,"20","valid"
"11924",36,6,19,78,921573,924512,2939,"20","mask"
"12127",36,4,113,79,933682,938306,4624,"20","valid"
"12228",36,1,116,80,941539,945450,3911,"0","valid"
"12324",36,6,31,81,948529,952275,3746,"20","mask"
"12524",36,3,70,82,959872,964563,4691,"0","mask"
"12622",36,3,58,83,968109,972141,4032,"0","mask"
"12724",36,5,72,84,975160,977918,2758,"20","orth"
"12825",36,6,97,85,981911,986202,4291,"20","mask"
"12929",36,6,49,86,989828,993773,3945,"20","mask"
"13129",36,1,8,87,1000384,1002603,2219,"0","valid"
"13323",36,1,134,88,1009241,1011906,2665,"0","valid"
"13425",36,5,48,89,1016384,1019377,2993,"20","orth"
"13624",36,5,102,90,1026641,1028933,2292,"20","orth"
"13723",36,5,18,91,1031685,1034398,2713,"20","orth"
"13924",36,5,108,92,1040442,1043395,2953,"20","orth"
"14026",36,3,22,93,1047220,1050432,3212,"0","mask"
"14226",36,2,111,94,1056916,1060042,3126,"0","orth"
"14330",36,5,84,95,1063207,1066759,3552,"20","orth"
"14424",36,5,36,96,1069925,1073670,3745,"20","orth"
"14627",36,4,5,97,1080108,1083486,3378,"20","valid"
"14820",36,5,30,98,1089251,1091570,2319,"20","orth"
"15028",36,6,91,99,1097555,1100347,2792,"20","mask"
"15128",36,6,127,100,1103266,1106198,2932,"20","mask"
"15229",36,1,104,101,1109210,1114182,4972,"0","valid"
"15323",36,3,106,102,1117420,1119513,2093,"0","mask"
"15426",36,2,39,103,1122825,1125084,2259,"0","orth"
"15622",36,5,114,104,1134761,1139432,4671,"20","orth"
"15729",36,6,121,105,1142498,1145870,3372,"20","mask"
"15826",36,2,3,106,1148529,1152382,3853,"0","orth"
"16029",36,4,35,107,1158372,1161124,2752,"20","valid"
"16224",36,5,66,108,1169108,1171554,2446,"20","orth"
"16327",36,2,93,109,1174680,1176699,2019,"0","orth"
"16425",36,6,109,110,1180017,1183396,3379,"20","mask"
"16526",36,1,38,111,1186742,1189734,2992,"0","valid"
"16730",36,1,44,112,1195065,1197691,2626,"0","valid"
"16928",36,5,132,113,1203722,1206688,2966,"20","orth"
"17027",36,2,33,114,1209580,1212866,3286,"0","orth"
"17227",36,4,65,115,1218337,1220702,2365,"20","valid"
"17324",36,3,94,116,1224848,1228886,4038,"0","mask"
"17423",36,5,138,117,1232018,1235171,3153,"20","orth"
"17525",36,2,87,118,1240136,1243641,3505,"0","orth"
"17627",36,5,24,119,1246753,1250445,3692,"20","orth"
"17827",36,3,40,120,1256656,1260834,4178,"0","mask"
"18026",36,1,74,121,1267565,1271717,4152,"0","valid"
"18132",36,5,90,122,1275169,1277935,2766,"20","orth"
"18223",36,4,131,123,1281907,1285212,3305,"20","valid"
"18322",36,4,125,124,1287824,1291456,3632,"20","valid"
"18426",36,2,105,125,1294788,1297501,2713,"0","orth"
"18524",36,2,9,126,1301286,1305491,4205,"0","orth"
"18724",36,2,45,127,1311496,1313955,2459,"0","orth"
"18925",36,4,119,128,1320033,1324491,4458,"20","valid"
"19024",36,2,129,129,1327277,1331302,4025,"0","orth"
"19130",36,5,60,130,1334500,1338579,4079,"20","orth"
"19231",36,2,135,131,1341998,1345510,3512,"0","orth"
"19325",36,3,82,132,1350195,1352454,2259,"0","mask"
"19423",36,4,83,133,1355526,1360071,4545,"20","valid"
"19523",36,5,120,134,1362890,1365816,2926,"20","orth"
"19626",36,1,122,135,1368575,1370294,1719,"0","valid"
"19723",36,3,4,136,1373360,1375998,2638,"0","mask"
"19929",36,3,100,137,1383896,1387281,3385,"0","mask"
"20026",36,6,1,138,1391860,1394632,2772,"20","mask"
"10131",37,1,43,1,3583816,3587078,3262,"0","valid"
"12128",37,6,126,2,3593281,3598288,5007,"20","mask"
"13130",37,5,17,3,3601648,3605138,3490,"20","orth"
"15129",37,5,41,4,3610975,3614446,3471,"20","orth"
"17107",37,6,96,5,3620629,3624512,3883,"20","mask"
"18133",37,3,63,6,3628172,3631748,3576,"0","mask"
"19105",37,2,92,7,3635316,3638598,3282,"0","orth"
"2034",37,4,76,8,3643676,3648128,4452,"20","valid"
"2129",37,2,62,9,3651468,3654886,3418,"0","orth"
"2228",37,4,106,10,3657854,3661416,3562,"20","valid"
"2324",37,4,10,11,3664645,3669423,4778,"20","valid"
"2526",37,1,115,12,3675652,3679032,3380,"0","valid"
"2631",37,2,50,13,3682195,3685692,3497,"0","orth"
"2826",37,1,79,14,3693346,3696994,3648,"0","valid"
"2927",37,6,84,15,3700406,3703791,3385,"20","mask"
"3028",37,6,72,16,3706785,3709923,3138,"20","mask"
"3125",37,3,93,17,3712846,3715930,3084,"0","mask"
"3227",37,4,46,18,3719309,3723074,3765,"20","valid"
"3427",37,2,14,19,3729976,3733244,3268,"0","orth"
"3625",37,2,80,20,3740160,3745317,5157,"0","orth"
"3724",37,4,40,21,3748631,3752841,4210,"20","valid"
"3928",37,4,58,22,3759253,3762704,3451,"20","valid"
"4025",37,5,83,23,3765717,3769221,3504,"20","orth"
"4130",37,6,60,24,3772319,3776966,4647,"20","mask"
"4224",37,3,39,25,3779836,3782594,2758,"0","mask"
"4428",37,5,125,26,3788582,3791739,3157,"20","orth"
"4520",37,6,24,27,3795150,3798562,3412,"20","mask"
"4725",37,2,8,28,3805341,3809805,4464,"0","orth"
"4921",37,4,124,29,3816433,3818845,2412,"20","valid"
"5028",37,1,55,30,3821544,3824139,2595,"0","valid"
"5124",37,2,98,31,3827303,3829930,2627,"0","orth"
"5228",37,4,16,32,3833068,3836121,3053,"20","valid"
"5429",37,3,75,33,3842291,3846958,4667,"0","mask"
"5528",37,2,134,34,3850494,3853880,3386,"0","orth"
"5624",37,1,49,35,3857475,3860403,2928,"0","valid"
"5826",37,1,25,36,3866240,3869319,3079,"0","valid"
"6025",37,1,133,37,3875489,3879744,4255,"0","valid"
"6126",37,5,11,38,3882509,3885516,3007,"20","orth"
"6324",37,5,137,39,3892190,3896386,4196,"20","orth"
"6427",37,4,82,40,3900099,3902602,2503,"20","valid"
"6530",37,4,4,41,3906151,3909204,3053,"20","valid"
"6723",37,1,7,42,3914877,3918512,3635,"0","valid"
"6927",37,4,64,43,3926545,3929578,3033,"20","valid"
"7027",37,4,112,44,3932369,3935291,2922,"20","valid"
"7125",37,6,66,45,3938095,3940833,2738,"20","mask"
"7223",37,1,85,46,3943788,3948651,4863,"0","valid"
"7323",37,6,114,47,3955638,3959410,3772,"20","mask"
"7427",37,2,26,48,3962561,3966201,3640,"0","orth"
"7630",37,6,12,49,3973019,3976881,3862,"20","mask"
"7829",37,5,107,50,3983170,3986477,3307,"20","orth"
"7928",37,5,53,51,3989425,3992863,3438,"20","orth"
"8127",37,3,27,52,3999203,4004445,5242,"0","mask"
"8328",37,3,9,53,4010295,4013550,3255,"0","mask"
"8525",37,2,68,54,4020179,4023924,3745,"0","orth"
"8631",37,6,6,55,4026800,4030617,3817,"20","mask"
"8827",37,1,91,56,4035866,4040258,4392,"0","valid"
"8923",37,3,45,57,4043265,4046572,3307,"0","mask"
"9128",37,4,34,58,4052802,4057011,4209,"20","valid"
"9328",37,2,110,59,4063881,4066266,2385,"0","orth"
"9422",37,6,132,60,4069280,4072633,3353,"20","mask"
"9527",37,3,33,61,4075692,4078136,2444,"0","mask"
"9725",37,6,30,62,4085216,4088105,2889,"20","mask"
"9925",37,1,1,63,4093889,4097053,3164,"0","valid"
"10132",37,1,67,64,4103034,4105746,2712,"0","valid"
"10226",37,3,69,65,4108557,4111073,2516,"0","mask"
"10326",37,4,136,66,4134905,4138912,4007,"20","valid"
"10425",37,3,21,67,4160011,4162913,2902,"0","mask"
"10628",37,1,19,68,4169725,4172247,2522,"0","valid"
"10825",37,3,99,69,4181725,4186105,4380,"0","mask"
"10926",37,3,87,70,4189196,4193170,3974,"0","mask"
"11020",37,6,108,71,4196203,4198988,2785,"20","mask"
"11131",37,2,38,72,4202125,4205393,3268,"0","orth"
"11323",37,6,90,73,4210904,4214309,3405,"20","mask"
"11428",37,3,117,74,4217538,4219610,2072,"0","mask"
"11522",37,2,116,75,4224610,4229950,5340,"0","orth"
"11629",37,5,113,76,4232996,4235866,2870,"20","orth"
"11731",37,3,3,77,4239219,4242592,3373,"0","mask"
"11925",37,1,127,78,4249122,4251207,2085,"0","valid"
"12027",37,4,70,79,4254089,4258364,4275,"20","valid"
"12129",37,6,120,80,4262541,4265430,2889,"20","mask"
"12229",37,4,130,81,4268875,4272430,3555,"20","valid"
"12325",37,5,77,82,4279614,4282745,3131,"20","orth"
"12426",37,2,20,83,4286065,4288699,2634,"0","orth"
"12623",37,2,74,84,4294634,4298792,4158,"0","orth"
"12725",37,2,56,85,4301707,4305165,3458,"0","orth"
"12826",37,4,100,86,4308354,4310831,2477,"20","valid"
"12930",37,5,59,87,4314009,4317133,3124,"20","orth"
"13022",37,4,88,88,4320506,4323728,3222,"20","valid"
"13131",37,2,2,89,4327316,4330356,3040,"0","orth"
"13324",37,1,109,90,4336958,4339991,3033,"0","valid"
"13426",37,6,36,91,4342618,4345023,2405,"20","mask"
"13625",37,6,138,92,4353651,4356802,3151,"20","mask"
"13724",37,3,111,93,4360077,4363868,3791,"0","mask"
"13824",37,5,5,94,4367261,4370208,2947,"20","orth"
"14027",37,4,28,95,4376588,4379849,3261,"20","valid"
"14227",37,6,54,96,4387909,4390556,2647,"20","mask"
"14425",37,1,31,97,4401080,4405740,4660,"0","valid"
"14628",37,1,37,98,4412917,4415911,2994,"0","valid"
