"","sub","item","cond","seq","word","wordID","FFD","SFD","GD","TVT","nfix1","nfix2","nfixAll","regress","skip_1st","skip_total","deg","prev"
"102431",53,116,6,105,7,"claim",412,NA,547,898,2,2,4,1,0,0,"20","mask"
"102443",53,117,1,68,6,"faint",NA,NA,NA,183,0,1,1,1,1,0,"0","valid"
"102456",53,118,2,81,6,"flake",166,166,166,332,1,1,2,1,0,0,"0","orth"
"102474",53,119,3,16,9,"flood",503,503,503,817,1,2,3,1,0,0,"0","mask"
"102488",53,120,4,53,7,"frame",234,234,234,234,1,0,1,0,0,0,"20","valid"
"102514",53,122,6,94,6,"truth",260,260,260,260,1,0,1,0,0,0,"20","mask"
"102525",53,123,1,122,6,"trunk",252,252,252,399,1,1,2,1,0,0,"0","valid"
"102543",53,124,2,91,8,"sweet",296,296,296,296,1,0,1,0,0,0,"0","orth"
"102570",53,126,4,22,9,"strut",267,267,267,612,1,1,2,1,0,0,"20","valid"
"102584",53,127,5,48,9,"speed",275,275,275,462,1,1,2,1,0,0,"20","orth"
"102593",53,128,6,15,4,"pulse",318,318,318,318,1,0,1,0,0,0,"20","mask"
"102609",53,129,1,4,5,"prone",413,413,413,877,1,2,3,1,0,0,"0","valid"
"102643",53,131,3,14,9,"shelf",522,522,522,815,1,2,3,1,0,0,"0","mask"
"102670",53,133,5,45,8,"drive",286,286,286,559,1,2,3,1,0,0,"20","orth"
"102684",53,134,6,8,6,"flinch",257,NA,391,391,2,0,2,0,0,0,"20","mask"
"102700",53,135,1,111,6,"clench",324,324,324,504,1,1,2,1,0,0,"0","valid"
"102718",53,136,2,125,7,"client",215,215,215,215,1,0,1,0,0,0,"0","orth"
"102729",53,137,3,90,5,"slouch",185,NA,317,512,2,1,3,1,0,0,"0","mask"
"102746",53,138,4,102,9,"groove",167,167,167,323,1,1,2,1,0,0,"20","valid"
"102760",54,1,6,99,8,"hurt",171,171,171,171,1,0,1,0,0,0,"20","mask"
"102787",54,3,2,78,5,"dirt",170,170,170,170,1,0,1,0,0,0,"0","orth"
"102805",54,4,3,31,8,"purse",194,194,194,194,1,0,1,0,0,0,"0","mask"
"102822",54,5,4,132,9,"stern",162,162,162,324,1,1,2,1,0,0,"20","valid"
"102837",54,6,5,73,8,"merge",452,452,452,452,1,0,1,0,0,0,"20","orth"
"102850",54,7,6,70,8,"surge",196,196,196,196,1,0,1,0,0,0,"20","mask"
"102868",54,8,1,56,12,"church",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"102887",54,9,2,14,14,"burp",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"102901",54,10,3,71,11,"noun",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"102912",54,11,4,72,5,"skirt",184,184,184,184,1,0,1,0,0,0,"20","valid"
"102932",54,12,5,126,11,"serve",169,169,169,169,1,0,1,0,0,0,"20","orth"
"102941",54,13,6,16,5,"worst",169,169,169,169,1,0,1,0,0,0,"20","mask"
"102960",54,14,1,138,8,"purge",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"103029",54,19,6,123,6,"sweep",227,227,227,227,1,0,1,0,0,0,"20","mask"
"103046",54,20,1,43,10,"jerk",168,168,168,168,1,0,1,0,0,0,"0","valid"
"103059",54,21,2,11,9,"sneak",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"103073",54,22,3,69,10,"steam",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"103082",54,23,4,7,5,"beef",244,244,244,405,1,1,2,1,0,0,"20","valid"
"103094",54,24,5,100,6,"burst",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"103106",54,25,6,136,5,"bleak",214,214,214,214,1,0,1,0,0,0,"20","mask"
"103136",54,27,2,55,5,"steep",150,150,150,150,1,0,1,0,0,0,"0","orth"
"103150",54,28,3,81,5,"veal",259,259,259,259,1,0,1,0,0,0,"0","mask"
"103166",54,29,4,91,8,"cleave",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"103175",54,30,5,28,4,"bleach",186,186,186,186,1,0,1,0,0,0,"20","orth"
"103188",54,31,6,94,6,"shrew",195,195,195,445,1,1,2,1,0,0,"20","mask"
"103204",54,32,1,35,7,"slur",280,280,280,280,1,0,1,0,0,0,"0","valid"
"103222",54,33,2,34,9,"bush",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"103236",54,34,3,76,7,"cold",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"103251",54,35,4,53,8,"part",182,182,182,182,1,0,1,0,0,0,"20","valid"
"103264",54,36,5,58,7,"lisp",284,NA,412,412,2,0,2,0,0,0,"20","orth"
"103279",54,37,6,10,11,"herd",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"103290",54,38,1,49,8,"wild",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"103302",54,39,2,30,8,"talc",315,315,315,315,1,0,1,0,0,0,"0","orth"
"103331",54,41,4,2,6,"step",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"103347",54,42,5,32,8,"blunt",148,148,148,148,1,0,1,0,0,0,"20","orth"
"103356",54,43,6,26,4,"chain",216,216,216,216,1,0,1,0,0,0,"20","mask"
"103383",54,45,2,8,8,"draft",203,203,203,203,1,0,1,0,0,0,"0","orth"
"103393",54,46,3,63,5,"fifth",210,210,210,210,1,0,1,0,0,0,"0","mask"
"103411",54,47,4,80,7,"ghost",150,150,150,150,1,0,1,0,0,0,"20","valid"
"103422",54,48,5,39,5,"trust",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"103436",54,49,6,111,10,"spoon",147,147,147,147,1,0,1,0,0,0,"20","mask"
"103450",54,50,1,112,8,"clone",171,171,171,171,1,0,1,0,0,0,"0","valid"
"103467",54,51,2,15,11,"knife",146,146,146,146,1,0,1,0,0,0,"0","orth"
"103476",54,52,3,137,6,"crack",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"103489",54,53,4,60,6,"flask",188,188,188,188,1,0,1,0,0,0,"20","valid"
"103520",54,55,6,96,9,"flirt",170,170,170,170,1,0,1,0,0,0,"20","mask"
"103531",54,56,1,110,8,"mirth",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"103545",54,57,2,18,7,"swerve",252,252,252,252,1,0,1,0,0,0,"0","orth"
"103561",54,58,3,48,7,"swirl",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"103590",54,60,5,128,5,"speak",173,173,173,173,1,0,1,0,0,0,"20","orth"
"103611",54,61,6,23,10,"fleece",138,138,138,138,1,0,1,0,0,0,"20","mask"
"103625",54,62,1,120,9,"third",180,180,180,180,1,0,1,0,0,0,"0","valid"
"103637",54,63,2,121,8,"heave",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"103654",54,64,3,19,11,"turf",222,NA,368,368,2,0,2,0,0,0,"0","mask"
"103666",54,65,4,131,8,"teeth",173,173,173,173,1,0,1,0,0,0,"20","valid"
"103679",54,66,5,9,7,"hurl",153,153,153,153,1,0,1,0,0,0,"20","orth"
"103692",54,67,6,116,7,"glee",236,236,236,236,1,0,1,0,0,0,"20","mask"
"103708",54,68,1,33,11,"gleam",115,115,115,115,1,0,1,0,0,0,"0","valid"
"103721",54,69,2,21,8,"tweed",172,172,172,262,1,1,2,1,0,0,"0","orth"
"103756",54,72,5,64,5,"youth",194,194,194,194,1,0,1,0,0,0,"20","orth"
"103768",54,73,6,24,7,"sleet",197,197,197,197,1,0,1,0,0,0,"20","mask"
"103780",54,74,1,77,6,"coil",226,226,226,226,1,0,1,0,0,0,"0","valid"
"103793",54,75,2,130,4,"dean",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"103810",54,76,3,133,7,"glean",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"103823",54,77,4,129,7,"tech",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"103839",54,78,5,47,8,"thirst",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"103851",54,79,6,118,10,"clean",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"103864",54,80,1,93,7,"nurse",195,195,195,195,1,0,1,0,0,0,"0","valid"
"103883",54,81,2,84,11,"cheat",100,100,100,100,1,0,1,0,0,0,"0","orth"
"103896",54,82,3,114,9,"cheek",NA,NA,NA,129,0,1,1,1,1,0,"0","mask"
"103910",54,83,4,46,9,"cleat",303,303,303,303,1,0,1,0,0,0,"20","valid"
"103937",54,85,6,37,7,"fern",213,213,213,213,1,0,1,0,0,0,"20","mask"
"103950",54,86,1,38,5,"deal",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"103967",54,87,2,22,10,"sheen",NA,NA,NA,168,0,1,1,1,1,0,"0","orth"
"103985",54,88,3,66,12,"lynx",227,227,227,227,1,0,1,0,0,0,"0","mask"
"104009",54,90,5,85,5,"weep",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"104022",54,91,6,3,5,"meek",162,162,162,395,1,1,2,1,0,0,"20","mask"
"104040",54,92,1,54,9,"keep",231,231,231,231,1,0,1,0,0,0,"0","valid"
"104055",54,93,2,86,9,"neat",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"104065",54,94,3,5,6,"gross",242,242,242,242,1,0,1,0,0,0,"0","mask"
"104082",54,95,4,88,8,"whirl",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"104096",54,96,5,97,6,"teal",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"104116",54,97,6,25,11,"worth",138,138,138,138,1,0,1,0,0,0,"20","mask"
"104128",54,98,1,87,10,"seethe",160,160,160,160,1,0,1,0,0,0,"0","valid"
"104135",54,99,2,1,4,"work",165,165,165,165,1,0,1,0,0,0,"0","orth"
"104155",54,100,3,57,7,"dwarf",178,178,178,178,1,0,1,0,0,0,"0","mask"
"104166",54,101,4,40,5,"prove",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"104222",54,105,2,13,6,"horn",205,205,205,205,1,0,1,0,0,0,"0","orth"
"104233",54,106,3,83,7,"sash",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"104245",54,107,4,106,8,"spit",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"104258",54,108,5,127,6,"rake",194,194,194,194,1,0,1,0,0,0,"20","orth"
"104273",54,109,6,117,6,"reap",180,180,180,180,1,0,1,0,0,0,"20","mask"
"104289",54,110,1,82,7,"plum",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"104315",54,112,3,12,4,"musk",317,317,317,317,1,0,1,0,0,0,"0","mask"
"104331",54,113,4,90,8,"blast",NA,NA,NA,287,0,1,1,1,1,0,"20","valid"
"104340",54,114,5,95,5,"brawl",238,238,238,238,1,0,1,0,0,0,"20","orth"
"104355",54,115,6,4,8,"chalk",NA,NA,NA,NA,0,0,0,0,1,1,"20","mask"
"104367",54,116,1,6,7,"claim",238,238,238,238,1,0,1,0,0,0,"0","valid"
"104379",54,117,2,36,6,"faint",241,241,241,241,1,0,1,0,0,0,"0","orth"
"104391",54,118,3,50,6,"flake",218,218,218,218,1,0,1,0,0,0,"0","mask"
"104409",54,119,4,29,9,"flood",NA,NA,NA,152,0,1,1,1,1,0,"20","valid"
"104423",54,120,5,101,7,"frame",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"104437",54,121,6,17,8,"glade",206,206,206,206,1,0,1,0,0,0,"20","mask"
"104449",54,122,1,52,6,"truth",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"104460",54,123,2,79,6,"trunk",239,239,239,379,1,1,2,1,0,0,"0","orth"
"104477",54,124,3,105,8,"sweet",171,171,171,171,1,0,1,0,0,0,"0","mask"
"104487",54,125,4,122,4,"slate",165,165,165,165,1,0,1,0,0,0,"20","valid"
"104504",54,126,5,134,9,"strut",211,211,211,211,1,0,1,0,0,0,"20","orth"
"104527",54,128,1,45,4,"pulse",178,178,178,178,1,0,1,0,0,0,"0","valid"
"104543",54,129,2,125,5,"prone",215,215,215,215,1,0,1,0,0,0,"0","orth"
"104563",54,130,3,27,12,"marsh",137,137,137,137,1,0,1,0,0,0,"0","mask"
"104577",54,131,4,75,9,"shelf",160,160,160,160,1,0,1,0,0,0,"20","valid"
"104591",54,132,5,89,7,"plate",149,149,149,149,1,0,1,0,0,0,"20","orth"
"104604",54,133,6,62,8,"drive",196,196,196,196,1,0,1,0,0,0,"20","mask"
"104618",54,134,1,102,6,"flinch",170,170,170,170,1,0,1,0,0,0,"0","valid"
"104634",54,135,2,113,6,"clench",166,166,166,531,1,2,3,1,0,0,"0","orth"
"104652",54,136,3,104,7,"client",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"104663",54,137,4,20,5,"slouch",219,219,219,219,1,0,1,0,0,0,"20","valid"
"104680",54,138,5,109,9,"groove",194,194,194,194,1,0,1,0,0,0,"20","orth"
"104694",55,1,1,104,8,"hurt",151,151,151,151,1,0,1,0,0,0,"0","valid"
"104706",55,2,2,88,6,"type",275,275,275,275,1,0,1,0,0,0,"0","orth"
"104719",55,3,3,111,5,"dirt",278,278,278,278,1,0,1,0,0,0,"0","mask"
"104737",55,4,4,106,8,"purse",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"104754",55,5,5,59,9,"stern",246,246,246,339,1,1,2,1,0,0,"20","orth"
"104769",55,6,6,90,8,"merge",390,390,390,390,1,0,1,0,0,0,"20","mask"
"104782",55,7,1,113,8,"surge",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"104819",55,9,3,56,14,"burp",NA,NA,NA,NA,0,0,0,0,1,1,"0","mask"
"104843",55,11,5,119,5,"skirt",260,260,260,260,1,0,1,0,0,0,"20","orth"
"104872",55,13,1,19,5,"worst",132,132,132,329,1,1,2,1,0,0,"0","valid"
"104890",55,14,2,69,8,"purge",432,432,432,432,1,0,1,0,0,0,"0","orth"
"104901",55,15,3,95,4,"term",228,228,228,228,1,0,1,0,0,0,"0","mask"
"104919",55,16,4,97,11,"twirl",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"104931",55,17,5,122,6,"plea",284,284,284,284,1,0,1,0,0,0,"20","orth"
"104947",55,18,6,129,6,"sleeve",267,267,267,267,1,0,1,0,0,0,"20","mask"
"104957",55,19,1,112,6,"sweep",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"104974",55,20,2,89,10,"jerk",141,141,141,141,1,0,1,0,0,0,"0","orth"
"104987",55,21,3,44,9,"sneak",249,249,249,249,1,0,1,0,0,0,"0","mask"
"105001",55,22,4,43,10,"steam",435,435,435,435,1,0,1,0,0,0,"20","valid"
"105011",55,23,5,115,5,"beef",276,276,276,426,1,1,2,1,0,0,"20","orth"
"105024",55,24,6,126,6,"burst",333,333,333,333,1,0,1,0,0,0,"20","mask"
"105036",55,25,1,29,5,"bleak",137,137,137,137,1,0,1,0,0,0,"0","valid"
"105050",55,26,2,130,5,"sleek",210,210,210,210,1,0,1,0,0,0,"0","orth"
"105063",55,27,3,16,5,"steep",364,364,364,509,1,1,2,1,0,0,"0","mask"
"105092",55,29,5,93,8,"cleave",268,268,268,268,1,0,1,0,0,0,"20","orth"
"105101",55,30,6,33,4,"bleach",NA,NA,NA,156,0,1,1,1,1,0,"20","mask"
"105147",55,33,3,100,9,"bush",276,276,276,461,1,1,2,1,0,0,"0","mask"
"105161",55,34,4,26,7,"cold",137,137,137,137,1,0,1,0,0,0,"20","valid"
"105176",55,35,5,61,8,"part",220,220,220,220,1,0,1,0,0,0,"20","orth"
"105189",55,36,6,94,7,"lisp",363,363,363,363,1,0,1,0,0,0,"20","mask"
"105216",55,38,2,81,8,"wild",138,138,138,138,1,0,1,0,0,0,"0","orth"
"105228",55,39,3,83,8,"talc",211,211,211,211,1,0,1,0,0,0,"0","mask"
"105257",55,41,5,132,6,"step",143,143,143,143,1,0,1,0,0,0,"20","orth"
"105272",55,42,6,57,8,"blunt",106,106,106,271,1,1,2,1,0,0,"20","mask"
"105281",55,43,1,45,4,"chain",174,174,174,174,1,0,1,0,0,0,"0","valid"
"105295",55,44,2,116,7,"death",232,232,232,232,1,0,1,0,0,0,"0","orth"
"105309",55,45,3,12,8,"draft",200,NA,388,388,2,0,2,0,0,0,"0","mask"
"105319",55,46,4,66,5,"fifth",256,256,256,256,1,0,1,0,0,0,"20","valid"
"105348",55,48,6,3,5,"trust",115,115,115,115,1,0,1,0,0,0,"20","mask"
"105362",55,49,1,110,10,"spoon",NA,NA,NA,218,0,1,1,1,1,0,"0","valid"
"105376",55,50,2,30,8,"clone",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"105393",55,51,3,124,11,"knife",267,267,267,267,1,0,1,0,0,0,"0","mask"
"105402",55,52,4,42,6,"crack",233,233,233,233,1,0,1,0,0,0,"20","valid"
"105415",55,53,5,107,6,"flask",NA,NA,NA,299,0,2,2,1,1,0,"20","orth"
"105445",55,55,1,9,9,"flirt",211,211,211,211,1,0,1,0,0,0,"0","valid"
"105456",55,56,2,24,8,"mirth",563,563,563,563,1,0,1,0,0,0,"0","orth"
"105485",55,58,4,28,7,"swirl",245,245,245,245,1,0,1,0,0,0,"20","valid"
"105498",55,59,5,7,6,"smirk",161,161,161,161,1,0,1,0,0,0,"20","orth"
"105514",55,60,6,67,5,"speak",175,175,175,175,1,0,1,0,0,0,"20","mask"
"105534",55,61,1,22,10,"fleece",140,140,140,140,1,0,1,0,0,0,"0","valid"
"105548",55,62,2,49,9,"third",227,227,227,227,1,0,1,0,0,0,"0","orth"
"105576",55,64,4,76,11,"turf",237,237,237,455,1,1,2,1,0,0,"20","valid"
"105588",55,65,5,35,8,"teeth",280,280,280,280,1,0,1,0,0,0,"20","orth"
"105602",55,66,6,13,7,"hurl",254,254,254,524,1,1,2,1,0,0,"20","mask"
"105615",55,67,1,58,7,"glee",166,166,166,166,1,0,1,0,0,0,"0","valid"
"105632",55,68,2,18,11,"gleam",NA,NA,NA,177,0,1,1,1,1,0,"0","orth"
"105645",55,69,3,79,8,"tweed",199,199,199,413,1,1,2,1,0,0,"0","mask"
"105662",55,70,4,62,13,"lynch",NA,NA,NA,105,0,1,1,1,1,0,"20","valid"
"105671",55,71,5,135,7,"nerve",161,161,161,161,1,0,1,0,0,0,"20","orth"
"105680",55,72,6,46,5,"youth",229,229,229,229,1,0,1,0,0,0,"20","mask"
"105692",55,73,1,77,7,"sleet",161,161,161,746,1,2,3,1,0,0,"0","valid"
"105704",55,74,2,114,6,"coil",117,117,117,323,1,1,2,1,0,0,"0","orth"
"105733",55,76,4,37,7,"glean",360,360,360,810,1,2,3,1,0,0,"20","valid"
"105745",55,77,5,36,7,"tech",324,324,324,324,1,0,1,0,0,0,"20","orth"
"105760",55,78,6,38,8,"thirst",269,269,269,269,1,0,1,0,0,0,"20","mask"
"105772",55,79,1,32,10,"clean",124,124,124,124,1,0,1,0,0,0,"0","valid"
"105785",55,80,2,23,7,"nurse",237,237,237,237,1,0,1,0,0,0,"0","orth"
"105804",55,81,3,138,11,"cheat",NA,NA,NA,317,0,1,1,1,1,0,"0","mask"
"105817",55,82,4,109,9,"cheek",NA,NA,NA,NA,0,0,0,0,1,1,"20","valid"
"105832",55,83,5,123,9,"cleat",277,277,277,277,1,0,1,0,0,0,"20","orth"
"105846",55,84,6,74,7,"terse",NA,NA,NA,580,0,2,2,1,1,0,"20","mask"
"105859",55,85,1,68,7,"fern",NA,NA,NA,311,0,1,1,1,1,0,"0","valid"
"105871",55,86,2,6,5,"deal",225,225,225,225,1,0,1,0,0,0,"0","orth"
"105907",55,88,4,11,12,"lynx",186,186,186,186,1,0,1,0,0,0,"20","valid"
"105921",55,89,5,47,10,"cease",195,195,195,327,1,1,2,1,0,0,"20","orth"
"105931",55,90,6,80,5,"weep",338,338,338,338,1,0,1,0,0,0,"20","mask"
"105944",55,91,1,48,5,"meek",248,248,248,248,1,0,1,0,0,0,"0","valid"
"105961",55,92,2,70,9,"keep",152,152,152,306,1,1,2,1,0,0,"0","orth"
"105977",55,93,3,52,9,"neat",222,222,222,222,1,0,1,0,0,0,"0","mask"
"105988",55,94,4,99,6,"gross",526,526,526,526,1,0,1,0,0,0,"20","valid"
"106005",55,95,5,134,8,"whirl",278,278,278,278,1,0,1,0,0,0,"20","orth"
"106019",55,96,6,136,6,"teal",301,301,301,301,1,0,1,0,0,0,"20","mask"
"106039",55,97,1,105,11,"worth",273,273,273,493,1,1,2,1,0,0,"0","valid"
"106058",55,99,3,17,4,"work",255,255,255,255,1,0,1,0,0,0,"0","mask"
"106078",55,100,4,91,7,"dwarf",280,280,280,280,1,0,1,0,0,0,"20","valid"
"106105",55,102,6,108,8,"churn",225,225,225,225,1,0,1,0,0,0,"20","mask"
"106134",55,104,2,73,11,"nine",411,411,411,411,1,0,1,0,0,0,"0","orth"
"106145",55,105,3,128,6,"horn",226,226,226,226,1,0,1,0,0,0,"0","mask"
"106157",55,106,4,25,7,"sash",219,219,219,219,1,0,1,0,0,0,"20","valid"
"106170",55,107,5,53,8,"spit",268,268,268,268,1,0,1,0,0,0,"20","orth"
"106184",55,108,6,127,6,"rake",195,195,195,499,1,1,2,1,0,0,"20","mask"
"106199",55,109,1,50,6,"reap",109,109,109,285,1,1,2,1,0,0,"0","valid"
"106215",55,110,2,54,7,"plum",NA,NA,NA,NA,0,0,0,0,1,1,"0","orth"
"106226",55,111,3,118,6,"noon",173,173,173,173,1,0,1,0,0,0,"0","mask"
"106240",55,112,4,21,4,"musk",256,256,256,256,1,0,1,0,0,0,"20","valid"
"106257",55,113,5,14,8,"blast",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"106266",55,114,6,10,5,"brawl",359,359,359,475,1,1,2,1,0,0,"20","mask"
"106281",55,115,1,5,8,"chalk",194,194,194,194,1,0,1,0,0,0,"0","valid"
"106293",55,116,2,86,7,"claim",333,333,333,333,1,0,1,0,0,0,"0","orth"
"106305",55,117,3,60,6,"faint",305,305,305,305,1,0,1,0,0,0,"0","mask"
"106318",55,118,4,87,6,"flake",291,291,291,291,1,0,1,0,0,0,"20","valid"
"106336",55,119,5,34,9,"flood",199,199,199,199,1,0,1,0,0,0,"20","orth"
"106350",55,120,6,121,7,"frame",214,214,214,441,1,1,2,1,0,0,"20","mask"
"106364",55,121,1,98,8,"glade",NA,NA,NA,NA,0,0,0,0,1,1,"0","valid"
"106386",55,123,3,1,6,"trunk",147,147,147,297,1,1,2,1,0,0,"0","mask"
"106404",55,124,4,96,8,"sweet",170,170,170,170,1,0,1,0,0,0,"20","valid"
"106414",55,125,5,4,4,"slate",215,215,215,357,1,1,2,1,0,0,"20","orth"
"106431",55,126,6,8,9,"strut",282,282,282,282,1,0,1,0,0,0,"20","mask"
"106445",55,127,1,75,9,"speed",207,207,207,207,1,0,1,0,0,0,"0","valid"
"106468",55,129,3,84,5,"prone",121,121,121,323,1,1,2,1,0,0,"0","mask"
"106488",55,130,4,92,12,"marsh",292,292,292,292,1,0,1,0,0,0,"20","valid"
"106502",55,131,5,65,9,"shelf",264,264,264,264,1,0,1,0,0,0,"20","orth"
"106516",55,132,6,133,7,"plate",NA,NA,NA,201,0,1,1,1,1,0,"20","mask"
"106529",55,133,1,71,8,"drive",307,307,307,307,1,0,1,0,0,0,"0","valid"
"106543",55,134,2,63,6,"flinch",272,272,272,398,1,1,2,1,0,0,"0","orth"
"106559",55,135,3,27,6,"clench",194,194,194,194,1,0,1,0,0,0,"0","mask"
"106577",55,136,4,82,7,"client",190,190,190,190,1,0,1,0,0,0,"20","valid"
"106588",55,137,5,2,5,"slouch",536,536,536,536,1,0,1,0,0,0,"20","orth"
"106604",55,138,6,31,9,"groove",344,344,344,344,1,0,1,0,0,0,"20","mask"
"106618",56,1,2,129,8,"hurt",247,247,247,247,1,0,1,0,0,0,"0","orth"
"106797",56,13,2,36,5,"worst",224,224,224,361,1,1,2,1,0,0,"0","orth"
"106826",56,15,4,54,4,"term",429,429,429,429,1,0,1,0,0,0,"20","valid"
"106845",56,16,5,4,11,"twirl",383,383,383,383,1,0,1,0,0,0,"20","orth"
"106874",56,18,1,23,6,"sleeve",360,360,360,360,1,0,1,0,0,0,"0","valid"
"106884",56,19,2,27,6,"sweep",243,243,243,243,1,0,1,0,0,0,"0","orth"
"106914",56,21,4,134,9,"sneak",327,327,327,327,1,0,1,0,0,0,"20","valid"
"106992",56,27,4,113,5,"steep",292,292,292,292,1,0,1,0,0,0,"20","valid"
"107060",56,32,3,56,7,"slur",367,367,367,367,1,0,1,0,0,0,"0","mask"
"107092",56,34,5,117,7,"cold",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"107107",56,35,6,97,8,"part",392,392,392,545,1,1,2,1,0,0,"20","mask"
"107306",56,50,3,25,8,"clone",387,387,387,387,1,0,1,0,0,0,"0","mask"
"107323",56,51,4,121,11,"knife",410,410,410,677,1,1,2,1,0,0,"20","valid"
"107332",56,52,5,123,6,"crack",324,324,324,324,1,0,1,0,0,0,"20","orth"
"107345",56,53,6,98,6,"flask",142,NA,375,375,2,0,2,0,0,0,"20","mask"
"107363",56,54,1,6,10,"cruise",327,327,327,327,1,0,1,0,0,0,"0","valid"
"107376",56,55,2,136,9,"flirt",276,276,276,276,1,0,1,0,0,0,"0","orth"
"107401",56,57,4,137,7,"swerve",325,325,325,325,1,0,1,0,0,0,"20","valid"
"107430",56,59,6,59,6,"smirk",330,330,330,330,1,0,1,0,0,0,"20","mask"
"107467",56,61,2,24,10,"fleece",387,387,387,387,1,0,1,0,0,0,"0","orth"
"107510",56,64,5,16,11,"turf",464,464,464,464,1,0,1,0,0,0,"20","orth"
"107579",56,69,4,43,8,"tweed",350,350,350,350,1,0,1,0,0,0,"20","valid"
"107597",56,70,5,84,13,"lynch",NA,NA,NA,NA,0,0,0,0,1,1,"20","orth"
"107617",56,72,1,8,5,"youth",369,369,369,369,1,0,1,0,0,0,"0","valid"
"107640",56,74,3,125,6,"coil",289,NA,443,443,2,0,2,0,0,0,"0","mask"
"107653",56,75,4,31,4,"dean",379,379,379,379,1,0,1,0,0,0,"20","valid"
"107670",56,76,5,130,7,"glean",205,205,205,433,1,1,2,1,0,0,"20","orth"
"107683",56,77,6,87,7,"tech",NA,NA,NA,198,0,1,1,1,1,0,"20","mask"
"107699",56,78,1,44,8,"thirst",271,NA,407,407,2,0,2,0,0,0,"0","valid"
"107724",56,80,3,110,7,"nurse",320,320,320,466,1,1,2,1,0,0,"0","mask"
"107743",56,81,4,124,11,"cheat",240,240,240,240,1,0,1,0,0,0,"20","valid"
"107883",56,91,2,64,5,"meek",583,583,583,583,1,0,1,0,0,0,"0","orth"
"107917",56,93,4,88,9,"neat",371,371,371,371,1,0,1,0,0,0,"20","valid"
"107943",56,95,6,38,8,"whirl",353,353,353,353,1,0,1,0,0,0,"20","mask"
"107957",56,96,1,28,6,"teal",100,100,100,457,1,1,2,1,0,0,"0","valid"
"107996",56,99,4,37,4,"work",153,153,153,153,1,0,1,0,0,0,"20","valid"
"108016",56,100,5,45,7,"dwarf",NA,NA,NA,279,0,1,1,1,1,0,"20","orth"
"108054",56,103,2,66,8,"bump",224,224,224,466,1,1,2,1,0,0,"0","orth"
"108071",56,104,3,101,11,"nine",667,667,667,667,1,0,1,0,0,0,"0","mask"
"108095",56,106,5,95,7,"sash",479,479,479,479,1,0,1,0,0,0,"20","orth"
"108108",56,107,6,133,8,"spit",134,134,134,498,1,1,2,1,0,0,"20","mask"
"108122",56,108,1,83,6,"rake",230,230,230,481,1,1,2,1,0,0,"0","valid"
"108165",56,111,4,47,6,"noon",277,277,277,277,1,0,1,0,0,0,"20","valid"
"108179",56,112,5,55,4,"musk",272,272,272,272,1,0,1,0,0,0,"20","orth"
