"","subj","cond","item","start","end","duration_ms","duration_s","deg"
"9639",50,2,17,4309296,4312822,3526,3.5,"0"
"9833",50,4,59,4320619,4326279,5660,5.7,"0"
"9939",50,7,54,4328034,4332364,4330,4.3,"20"
"10028",50,5,12,4335438,4338857,3419,3.4,"20"
"10237",50,3,34,4346195,4351042,4847,4.8,"20"
"10333",50,8,15,4353157,4355863,2706,2.7,"0"
"10535",50,4,75,4362964,4367662,4698,4.7,"0"
"10637",50,8,71,4370582,4374445,3863,3.9,"0"
"10730",50,7,70,4376279,4380532,4253,4.3,"20"
"10837",50,7,14,4383683,4387639,3956,4,"20"
"11034",50,6,21,4393549,4397291,3742,3.7,"0"
"11234",50,5,52,4402363,4406222,3859,3.9,"20"
"11338",50,3,74,4408781,4412449,3668,3.7,"20"
"11433",50,3,42,4414902,4418049,3147,3.1,"20"
"11534",50,2,41,4419895,4424560,4665,4.7,"0"
"11635",50,5,28,4426707,4431102,4395,4.4,"20"
"11835",50,1,56,4436722,4441250,4528,4.5,"20"
"11925",50,4,11,4444250,4447000,2750,2.8,"0"
"12131",50,6,77,4454157,4457592,3435,3.4,"0"
"10161",51,1,7,4915312,4919745,4433,4.4,"20"
"1246",51,3,17,4932408,4936904,4496,4.5,"20"
"1439",51,3,9,4941622,4946774,5152,5.2,"20"
"1635",51,4,74,4952090,4956635,4545,4.5,"0"
"1733",51,1,71,4959286,4964083,4797,4.8,"20"
"1836",51,8,14,4965997,4971353,5356,5.4,"0"
"2037",51,1,23,4976093,4979927,3834,3.8,"20"
"2226",51,3,1,4985180,4990458,5278,5.3,"20"
"2431",51,2,16,4995952,4999719,3767,3.8,"0"
"2632",51,3,33,5004814,5009393,4579,4.6,"20"
"2739",51,5,59,5013075,5019439,6364,6.4,"20"
"2834",51,6,68,5021704,5026865,5161,5.2,"0"
"2936",51,6,12,5029227,5033526,4299,4.3,"0"
"3139",51,3,73,5039057,5044731,5674,5.7,"20"
"3234",51,8,6,5050720,5056240,5520,5.5,"0"
"3436",51,8,70,5062874,5066803,3929,3.9,"0"
"3531",51,8,22,5068735,5075206,6471,6.5,"0"
"3728",51,7,29,5080727,5085989,5262,5.3,"20"
"3930",51,8,62,5090471,5095720,5249,5.2,"0"
"4034",51,2,24,5098974,5103695,4721,4.7,"0"
"4240",51,5,11,5111096,5115052,3956,4,"20"
"4438",51,8,54,5119996,5125779,5783,5.8,"0"
"4534",51,5,19,5127768,5133259,5491,5.5,"20"
"4739",51,4,26,5141244,5144916,3672,3.7,"0"
"4937",51,4,58,5155339,5160410,5071,5.1,"0"
"5037",51,7,37,5162408,5165989,3581,3.6,"20"
"5136",51,4,42,5168190,5172493,4303,4.3,"0"
"5235",51,4,50,5174371,5179169,4798,4.8,"0"
"5338",51,2,48,5181137,5186126,4989,5,"0"
"5435",51,5,27,5187963,5192831,4868,4.9,"20"
"5636",51,7,77,5197496,5202962,5466,5.5,"20"
"5742",51,4,66,5206035,5210369,4334,4.3,"0"
"5835",51,5,43,5212255,5216039,3784,3.8,"20"
"5932",51,8,78,5218285,5221845,3560,3.6,"0"
"6040",51,6,76,5224774,5230433,5659,5.7,"0"
"6133",51,5,67,5232395,5236520,4125,4.1,"20"
"6241",51,7,61,5238598,5249012,10414,10.4,"20"
"6332",51,5,3,5251814,5257049,5235,5.2,"20"
"6532",51,6,44,5263499,5267603,4104,4.1,"0"
"6639",51,3,49,5270717,5273157,2440,2.4,"20"
"6731",51,5,75,5275314,5278646,3332,3.3,"20"
"6840",51,1,55,5280529,5284006,3477,3.5,"20"
"6934",51,7,45,5285897,5289678,3781,3.8,"20"
"7036",51,7,69,5291750,5295474,3724,3.7,"20"
"7147",51,6,60,5299321,5302040,2719,2.7,"0"
"7233",51,5,35,5303802,5307511,3709,3.7,"20"
"7341",51,4,10,5309350,5312356,3006,3,"0"
"7541",51,2,40,5319410,5324857,5447,5.4,"0"
"7637",51,3,41,5326726,5332169,5443,5.4,"20"
"7736",51,6,52,5335599,5340116,4517,4.5,"0"
"7837",51,1,79,5342777,5346023,3246,3.2,"20"
"7941",51,5,51,5347680,5353643,5963,6,"20"
"8035",51,4,34,5355562,5360225,4663,4.7,"0"
"8143",51,2,64,5362032,5364803,2771,2.8,"0"
"8234",51,3,65,5367686,5370637,2951,3,"20"
"8332",51,8,30,5372779,5375812,3033,3,"0"
"8541",51,2,32,5381757,5385148,3391,3.4,"0"
"8737",51,2,72,5389538,5394446,4908,4.9,"0"
"8839",51,3,25,5396518,5399088,2570,2.6,"20"
"9043",51,7,53,5403979,5408934,4955,5,"20"
"9138",51,6,36,5410893,5415380,4487,4.5,"0"
"9239",51,2,8,5417163,5420209,3046,3,"0"
"9440",51,1,15,5425484,5428427,2943,2.9,"20"
"9640",51,6,20,5434056,5436576,2520,2.5,"0"
"9834",51,2,56,5442522,5444896,2374,2.4,"0"
"9940",51,3,57,5446710,5449523,2813,2.8,"20"
"10029",51,8,46,5451206,5455027,3821,3.8,"0"
"10162",51,7,13,5457473,5461721,4248,4.2,"20"
"10334",51,1,47,5465852,5468131,2279,2.3,"20"
"10434",51,4,18,5470219,5474905,4686,4.7,"0"
"10638",51,4,2,5480606,5483358,2752,2.8,"0"
"10838",51,7,21,5488220,5491400,3180,3.2,"20"
"11035",51,8,38,5498455,5502195,3740,3.7,"0"
"11139",51,1,39,5504906,5508473,3567,3.6,"20"
"11235",51,1,63,5510702,5514978,4276,4.3,"20"
"11339",51,6,28,5516799,5519561,2762,2.8,"0"
"11535",51,1,31,5525069,5530936,5867,5.9,"20"
"11732",51,6,4,5536739,5541953,5214,5.2,"0"
"11926",51,7,5,5548823,5552277,3454,3.5,"20"
"12132",51,2,80,5558111,5560269,2158,2.2,"0"
"10163",52,4,33,9564317,9568272,3955,4,"0"
"11140",52,3,56,9570165,9574290,4125,4.1,"20"
"1247",52,8,5,9578316,9582792,4476,4.5,"0"
"1440",52,7,52,9590823,9595690,4867,4.9,"20"
"1538",52,7,60,9598562,9603142,4580,4.6,"20"
"1636",52,7,4,9606480,9610695,4215,4.2,"20"
"1837",52,6,51,9621570,9625542,3972,4,"0"
"1930",52,1,30,9627761,9632031,4270,4.3,"20"
"2137",52,2,63,9639299,9642896,3597,3.6,"0"
"2227",52,1,38,9645450,9649293,3843,3.8,"20"
"2337",52,8,21,9651547,9655973,4426,4.4,"0"
"2536",52,7,68,9661665,9664289,2624,2.6,"20"
"2633",52,5,74,9667413,9671002,3589,3.6,"20"
"2740",52,4,9,9676291,9679940,3649,3.6,"0"
"2937",52,2,15,9687955,9691494,3539,3.5,"0"
"3140",52,1,46,9698264,9701060,2796,2.8,"20"
"3235",52,6,75,9703258,9706814,3556,3.6,"0"
"3334",52,1,62,9709427,9712929,3502,3.5,"20"
"3437",52,3,24,9714793,9718228,3435,3.4,"20"
"3641",52,4,41,9724967,9727781,2814,2.8,"0"
"3729",52,2,7,9729810,9732040,2230,2.2,"0"
"3931",52,6,19,9741161,9744335,3174,3.2,"0"
"4136",52,5,10,9752379,9754971,2592,2.6,"20"
"4329",52,5,26,9764144,9767237,3093,3.1,"20"
"4535",52,5,18,9773058,9775051,1993,2,"20"
"4740",52,3,80,9780597,9783614,3017,3,"20"
"4835",52,4,1,9787561,9789552,1991,2,"0"
"5038",52,2,47,9797032,9799655,2623,2.6,"0"
"5137",52,6,3,9804480,9806429,1949,1.9,"0"
"5339",52,8,77,9813144,9815144,2000,2,"0"
"5436",52,8,53,9817651,9821508,3857,3.9,"0"
"5534",52,8,61,9824138,9827275,3137,3.1,"0"
"5637",52,3,64,9830155,9832271,2116,2.1,"20"
"5743",52,5,66,9836106,9838286,2180,2.2,"20"
"5836",52,6,67,9842214,9845469,3255,3.3,"0"
"5933",52,3,32,9849850,9852885,3035,3,"20"
"6134",52,6,11,9861221,9863590,2369,2.4,"0"
"6333",52,4,25,9873180,9877278,4098,4.1,"0"
"6533",52,3,8,9883644,9887077,3433,3.4,"20"
"6732",52,8,29,9898471,9901183,2712,2.7,"0"
"6935",52,1,14,9911862,9915562,3700,3.7,"20"
"7148",52,1,78,9921319,9924614,3295,3.3,"20"
"7234",52,4,49,9927618,9929770,2152,2.2,"0"
"7342",52,1,6,9932249,9935279,3030,3,"20"
"7542",52,7,76,9942789,9946645,3856,3.9,"20"
"7638",52,7,44,9950450,9953541,3091,3.1,"20"
"7737",52,4,65,9956383,9958907,2524,2.5,"0"
"7838",52,8,37,9962796,9965054,2258,2.3,"0"
"7942",52,8,69,9967675,9969935,2260,2.3,"0"
"8036",52,7,20,9975730,9977938,2208,2.2,"20"
"8235",52,2,79,9984150,9987226,3076,3.1,"0"
"8333",52,2,55,9989837,9991624,1787,1.8,"0"
"8433",52,1,70,9995477,9999182,3705,3.7,"20"
"8542",52,4,17,10002140,10004141,2001,2,"0"
"8738",52,7,28,10009369,10011408,2039,2,"20"
"8931",52,6,35,10021316,10024247,2931,2.9,"0"
"9044",52,3,48,10028017,10030396,2379,2.4,"20"
"9139",52,6,27,10035553,10039264,3711,3.7,"0"
"9336",52,3,16,10045363,10047395,2032,2,"20"
"9536",52,2,31,10052743,10055258,2515,2.5,"0"
"9736",52,5,42,10061273,10065284,4011,4,"20"
"9835",52,1,22,10068695,10071342,2647,2.6,"20"
"10030",52,5,34,10077323,10080883,3560,3.6,"20"
"10164",52,3,72,10084677,10087018,2341,2.3,"20"
"10238",52,5,58,10089144,10089231,87,0.1,"20"
"10335",52,4,73,10100682,10103605,2923,2.9,"0"
"10435",52,8,45,10105982,10108095,2113,2.1,"0"
"10536",52,7,12,10112181,10114847,2666,2.7,"20"
"10731",52,3,40,10120826,10123210,2384,2.4,"20"
"10839",52,5,50,10126981,10128842,1861,1.9,"20"
"10931",52,1,54,10134278,10136536,2258,2.3,"20"
"11036",52,6,59,10139053,10141342,2289,2.3,"0"
"11141",52,2,39,10148032,10151048,3016,3,"0"
"11236",52,8,13,10153597,10156233,2636,2.6,"0"
"11434",52,5,2,10162801,10165396,2595,2.6,"20"
"11636",52,2,23,10172713,10174889,2176,2.2,"0"
"11836",52,7,36,10181108,10183544,2436,2.4,"20"
"11927",52,4,57,10187200,10189610,2410,2.4,"0"
"12026",52,2,71,10192292,10194868,2576,2.6,"0"
"12133",52,6,43,10199054,10201516,2462,2.5,"0"
"10165",53,3,15,11038982,11046400,7418,7.4,"20"
"1248",53,2,54,11055964,11063901,7937,7.9,"0"
"1336",53,7,11,11070045,11079579,9534,9.5,"20"
"1539",53,1,61,11087849,11095050,7201,7.2,"20"
"1637",53,5,9,11100576,11107699,7123,7.1,"20"
"1838",53,4,64,11116764,11123532,6768,6.8,"0"
"1931",53,1,77,11129216,11135857,6641,6.6,"20"
"2038",53,2,14,11139113,11146005,6892,6.9,"0"
"2228",53,4,56,11153756,11158961,5205,5.2,"0"
"2338",53,1,45,11161405,11166805,5400,5.4,"20"
"2432",53,2,70,11169748,11176361,6613,6.6,"0"
"2537",53,2,22,11178762,11185123,6361,6.4,"0"
"2741",53,7,75,11196350,11201292,4942,4.9,"20"
"2835",53,7,35,11205008,11211215,6207,6.2,"20"
"2938",53,7,19,11213198,11220728,7530,7.5,"20"
"3141",53,5,65,11231411,11238222,6811,6.8,"20"
"3236",53,1,5,11243126,11250030,6904,6.9,"20"
"3438",53,6,74,11262389,11270323,7934,7.9,"0"
"3532",53,6,66,11397758,11403918,6160,6.2,"0"
"3642",53,4,40,11409060,11415422,6362,6.4,"0"
"3730",53,1,13,11417531,11424567,7036,7,"20"
"3932",53,8,44,11433579,11438662,5083,5.1,"0"
"4035",53,3,23,11447730,11451316,3586,3.6,"20"
"4241",53,8,36,11460022,11465930,5908,5.9,"0"
"4330",53,1,69,11533390,11538425,5035,5,"20"
"4439",53,6,34,11540755,11546372,5617,5.6,"0"
"4536",53,7,3,11549046,11555731,6685,6.7,"20"
"4741",53,4,24,11562811,11568756,5945,5.9,"0"
"4938",53,4,48,11576281,11581491,5210,5.2,"0"
"5039",53,1,29,11583754,11588856,5102,5.1,"20"
"5236",53,5,57,11594799,11599603,4804,4.8,"20"
"5340",53,6,18,11602048,11606725,4677,4.7,"0"
"5535",53,8,4,11613422,11618228,4806,4.8,"0"
"5744",53,7,43,11623581,11628023,4442,4.4,"20"
"5837",53,3,31,11630345,11635036,4691,4.7,"20"
"6041",53,2,6,11640541,11644792,4251,4.3,"0"
"6242",53,6,58,11653353,11657367,4014,4,"0"
"6334",53,8,52,11660576,11667957,7381,7.4,"0"
"6437",53,7,27,11671365,11677180,5815,5.8,"20"
"6640",53,8,76,11683931,11688824,4893,4.9,"0"
"6733",53,2,38,11693735,11700403,6668,6.7,"0"
"6841",53,7,59,11703529,11710888,7359,7.4,"20"
"6936",53,6,2,11715211,11720589,5378,5.4,"0"
"7149",53,6,42,11727784,11731941,4157,4.2,"0"
"7235",53,8,60,11735285,11739604,4319,4.3,"0"
"7343",53,2,30,11744429,11748677,4248,4.2,"0"
"7543",53,8,28,11753918,11760524,6606,6.6,"0"
"7738",53,4,8,11766848,11775016,8168,8.2,"0"
"7943",53,1,21,11825842,11830621,4779,4.8,"20"
"8144",53,2,46,11836834,11840851,4017,4,"0"
"8236",53,3,39,11843140,11848213,5073,5.1,"20"
"8334",53,5,1,11850372,11855801,5429,5.4,"20"
"8543",53,3,47,11861010,11865781,4771,4.8,"20"
"8633",53,1,37,11871301,11875331,4030,4,"20"
"8739",53,2,62,11878831,11883652,4821,4.8,"0"
"8840",53,3,55,11886219,11892382,6163,6.2,"20"
"8932",53,6,10,11894368,11899302,4934,4.9,"0"
"9140",53,6,26,11905284,11909942,4658,4.7,"0"
"9337",53,4,72,11916496,11922833,6337,6.3,"0"
"9441",53,7,51,11925193,11929732,4539,4.5,"20"
"9537",53,2,78,11932204,11938789,6585,6.6,"0"
"9641",53,7,67,11941613,11947344,5731,5.7,"20"
"9737",53,5,41,11950340,11954877,4537,4.5,"20"
"9836",53,4,32,11957923,11962797,4874,4.9,"0"
"10031",53,5,25,11968110,11972774,4664,4.7,"20"
"10239",53,4,80,11978002,11982275,4273,4.3,"0"
"10336",53,8,68,11984790,11989382,4592,4.6,"0"
"10436",53,5,73,11992080,11997634,5554,5.6,"20"
"10537",53,5,49,12000489,12004484,3995,4,"20"
"10639",53,3,7,12007010,12011036,4026,4,"20"
"10840",53,1,53,12017501,12024924,7423,7.4,"20"
"10932",53,4,16,12027584,12031650,4066,4.1,"0"
"11142",53,3,63,12037529,12042463,4934,4.9,"20"
"11237",53,3,79,12045897,12049485,3588,3.6,"20"
"11340",53,3,71,12052075,12056398,4323,4.3,"20"
"11435",53,5,33,12058643,12061846,3203,3.2,"20"
"11536",53,8,20,12065978,12070339,4361,4.4,"0"
"11733",53,8,12,12077067,12084075,7008,7,"0"
"11928",53,5,17,12093676,12099294,5618,5.6,"20"
"12134",53,6,50,12104883,12108566,3683,3.7,"0"
"10166",54,7,66,10047836,10051550,3714,3.7,"20"
"11143",54,5,80,10053776,10057159,3383,3.4,"20"
"1249",54,5,72,10059307,10064024,4717,4.7,"20"
"1337",54,4,71,10066028,10068864,2836,2.8,"0"
"1441",54,6,25,10071235,10074618,3383,3.4,"0"
"1638",54,4,39,10081169,10084241,3072,3.1,"0"
"1734",54,7,10,10087115,10090884,3769,3.8,"20"
"1932",54,4,15,10096319,10098393,2074,2.1,"0"
"2138",54,8,27,10103438,10105897,2459,2.5,"0"
"2339",54,6,9,10111930,10114823,2893,2.9,"0"
"2538",54,8,51,10119943,10122703,2760,2.8,"0"
"2634",54,7,58,10125102,10127138,2036,2,"20"
"2742",54,5,8,10129811,10131896,2085,2.1,"20"
"2939",54,5,64,10136885,10138610,1725,1.7,"20"
"3032",54,2,61,10140603,10142589,1986,2,"0"
"3142",54,7,18,10144607,10147298,2691,2.7,"20"
"3335",54,3,78,10152664,10155105,2441,2.4,"20"
"3439",54,6,65,10156955,10159388,2433,2.4,"0"
"3533",54,8,11,10161331,10163499,2168,2.2,"0"
"3731",54,5,56,10169153,10171196,2043,2,"20"
"3837",54,8,67,10173028,10174806,1778,1.8,"0"
"3933",54,3,46,10176684,10179006,2322,2.3,"20"
"4036",54,6,73,10181063,10183105,2042,2,"0"
"4137",54,1,44,10185276,10187387,2111,2.1,"20"
"4242",54,1,60,10191243,10193523,2280,2.3,"20"
"4331",54,4,7,10196834,10199710,2876,2.9,"0"
"4537",54,3,70,10205263,10207785,2522,2.5,"20"
"4635",54,2,21,10209846,10212051,2205,2.2,"0"
"4836",54,3,62,10217739,10220130,2391,2.4,"20"
"4939",54,5,32,10223663,10226342,2679,2.7,"20"
"5138",54,7,42,10230988,10233032,2044,2,"20"
"5237",54,6,57,10234963,10237030,2067,2.1,"0"
"5341",54,4,79,10238776,10240784,2008,2,"0"
"5437",54,8,43,10244655,10247199,2544,2.5,"0"
"5536",54,3,14,10249004,10251200,2196,2.2,"20"
"5745",54,2,53,10256807,10258892,2085,2.1,"0"
"5838",54,3,22,10261673,10264088,2415,2.4,"20"
"6042",54,4,63,10269250,10270912,1662,1.7,"0"
"6135",54,2,45,10272741,10274276,1535,1.5,"0"
"6243",54,2,37,10276143,10277949,1806,1.8,"0"
"6335",54,4,55,10279868,10281513,1645,1.6,"0"
"6438",54,1,12,10291581,10295268,3687,3.7,"20"
"6641",54,6,49,10300008,10301896,1888,1.9,"0"
"6734",54,8,59,10307564,10309605,2041,2,"0"
"6842",54,1,4,10312060,10314080,2020,2,"20"
"7037",54,8,75,10318391,10320679,2288,2.3,"0"
"7150",54,1,68,10322681,10324204,1523,1.5,"20"
"7236",54,7,50,10325952,10327477,1525,1.5,"20"
"7344",54,2,77,10329458,10331471,2013,2,"0"
"7436",54,8,35,10333866,10336212,2346,2.3,"0"
"7544",54,8,19,10338329,10340003,1674,1.7,"0"
"7739",54,5,24,10346295,10348098,1803,1.8,"20"
"7944",54,1,28,10354281,10356066,1785,1.8,"20"
"8145",54,4,31,10361301,10363238,1937,1.9,"0"
"8335",54,1,76,10369263,10371755,2492,2.5,"20"
"8434",54,2,13,10374866,10377649,2783,2.8,"0"
"8634",54,6,1,10383909,10385735,1826,1.8,"0"
"8841",54,3,30,10390652,10392211,1559,1.6,"20"
"9045",54,6,33,10396523,10397911,1388,1.4,"0"
"9141",54,5,16,10400428,10402162,1734,1.7,"20"
"9338",54,4,47,10406603,10407892,1289,1.3,"0"
"9442",54,6,41,10416562,10418504,1942,1.9,"0"
"9538",54,5,48,10420407,10422516,2109,2.1,"20"
"9642",54,6,17,10424269,10426029,1760,1.8,"0"
"9837",54,3,54,10430823,10432648,1825,1.8,"20"
"9941",54,2,5,10439209,10442632,3423,3.4,"0"
"10167",54,7,74,10447262,10449964,2702,2.7,"20"
"10240",54,1,52,10453442,10455248,1806,1.8,"20"
"10337",54,4,23,10457244,10459117,1873,1.9,"0"
"10538",54,3,6,10463375,10464851,1476,1.5,"20"
"10732",54,7,34,10470091,10471867,1776,1.8,"20"
"10841",54,5,40,10475375,10477217,1842,1.8,"20"
"10933",54,1,20,10481132,10483265,2133,2.1,"20"
"11144",54,8,3,10494169,10495766,1597,1.6,"0"
"11341",54,3,38,10500172,10502042,1870,1.9,"20"
"11436",54,7,26,10503840,10505616,1776,1.8,"20"
"11637",54,2,69,10510513,10512153,1640,1.6,"0"
"11734",54,7,2,10513911,10515285,1374,1.4,"20"
"11929",54,1,36,10520679,10522093,1414,1.4,"20"
"12027",54,2,29,10526949,10529130,2181,2.2,"0"
"10168",55,5,31,8688544,8692393,3849,3.8,"20"
"1250",55,8,50,8696789,8699831,3042,3,"0"
"1338",55,1,67,8704496,8710277,5781,5.8,"20"
"1442",55,2,44,8723642,8729884,6242,6.2,"0"
"1540",55,5,79,8731797,8736987,5190,5.2,"20"
"1639",55,3,69,8739175,8743613,4438,4.4,"20"
"1735",55,5,39,8745867,8748707,2840,2.8,"20"
"1839",55,2,60,8750545,8753506,2961,3,"0"
"1933",55,1,51,8755759,8758716,2957,3,"20"
"2039",55,4,70,8761380,8766161,4781,4.8,"0"
"2139",55,7,57,8768477,8772227,3750,3.8,"20"
"2229",55,4,46,8774694,8778806,4112,4.1,"0"
"2340",55,7,73,8780633,8785662,5029,5,"20"
"2433",55,3,77,8787363,8790281,2918,2.9,"20"
"2539",55,4,22,8791935,8797552,5617,5.6,"0"
"2743",55,2,52,8803055,8807457,4402,4.4,"0"
"2836",55,6,8,8809756,8817487,7731,7.7,"0"
"3033",55,7,49,8823345,8828978,5633,5.6,"20"
"3143",55,8,66,8831166,8835044,3878,3.9,"0"
"3237",55,3,45,8836749,8839715,2966,3,"20"
"3336",55,1,27,8841731,8845466,3735,3.7,"20"
"3534",55,1,35,8850322,8854629,4307,4.3,"20"
"3643",55,1,11,8856373,8859252,2879,2.9,"20"
"3838",55,8,26,8864572,8869799,5227,5.2,"0"
"4037",55,6,64,8874859,8877073,2214,2.2,"0"
"4138",55,4,38,8880104,8882843,2739,2.7,"0"
"4243",55,4,6,8884629,8888166,3537,3.5,"0"
"4440",55,8,34,8892494,8897372,4878,4.9,"0"
"4538",55,4,14,8899142,8902023,2881,2.9,"0"
"4742",55,3,61,8906992,8911187,4195,4.2,"20"
"4837",55,4,78,8913077,8916368,3291,3.3,"0"
"4940",55,8,2,8918298,8921372,3074,3.1,"0"
"5139",55,7,9,8926270,8933936,7666,7.7,"20"
"5342",55,1,19,8939169,8941942,2773,2.8,"20"
"5537",55,6,32,8950868,8953651,2783,2.8,"0"
"5746",55,5,47,8958949,8960754,1805,1.8,"20"
"5839",55,2,28,8962700,8967331,4631,4.6,"0"
"6043",55,7,65,8973776,8981368,7592,7.6,"20"
"6136",55,6,40,8983709,8987093,3384,3.4,"0"
"6244",55,6,72,8989996,8993019,3023,3,"0"
"6336",55,2,68,8995164,8997556,2392,2.4,"0"
"6439",55,6,80,8999630,9002048,2418,2.4,"0"
"6534",55,8,10,9004368,9007962,3594,3.6,"0"
"6735",55,8,58,9013354,9017983,4629,4.6,"0"
"6843",55,2,12,9020264,9022728,2464,2.5,"0"
"7038",55,3,21,9029473,9034441,4968,5,"20"
"7237",55,7,33,9039791,9042913,3122,3.1,"20"
"7345",55,7,25,9044853,9050524,5671,5.7,"20"
"7545",55,7,41,9057011,9062631,5620,5.6,"20"
"7639",55,3,13,9068286,9071491,3205,3.2,"20"
"7839",55,6,48,9092486,9096389,3903,3.9,"0"
"7945",55,6,56,9098548,9100459,1911,1.9,"0"
"8037",55,7,17,9102168,9104757,2589,2.6,"20"
"8237",55,4,62,9109271,9119729,10458,10.5,"0"
"8336",55,3,37,9121629,9125042,3413,3.4,"20"
"8435",55,3,53,9126870,9131652,4782,4.8,"20"
"8544",55,4,30,9133510,9135218,1708,1.7,"0"
"8740",55,3,29,9139248,9144698,5450,5.5,"20"
"8933",55,8,74,9150017,9154550,4533,4.5,"0"
"9046",55,1,59,9156968,9160232,3264,3.3,"20"
"9142",55,1,75,9162234,9164297,2063,2.1,"20"
"9240",55,3,5,9167181,9169244,2063,2.1,"20"
"9443",55,1,43,9174819,9179433,4614,4.6,"20"
"9539",55,2,36,9181457,9184416,2959,3,"0"
"9643",55,5,15,9187300,9190179,2879,2.9,"20"
"9838",55,5,7,9194721,9198478,3757,3.8,"20"
"10032",55,5,23,9205805,9209326,3521,3.5,"20"
"10241",55,5,71,9213325,9217162,3837,3.8,"20"
"10338",55,6,24,9219376,9224598,5222,5.2,"0"
"10539",55,7,1,9229974,9233644,3670,3.7,"20"
"10733",55,4,54,9238515,9241827,3312,3.3,"0"
"10842",55,8,42,9244168,9247451,3283,3.3,"0"
"10934",55,5,55,9249379,9251880,2501,2.5,"20"
"11037",55,2,20,9255784,9258341,2557,2.6,"0"
"11238",55,6,16,9263196,9270160,6964,7,"0"
"11437",55,2,76,9278844,9283701,4857,4.9,"0"
"11537",55,1,3,9286006,9290632,4626,4.6,"20"
"11735",55,8,18,9295856,9299882,4026,4,"0"
"11930",55,2,4,9305237,9310010,4773,4.8,"0"
"12135",55,5,63,9314504,9320892,6388,6.4,"20"
"10169",56,2,3,84947,88601,3654,3.7,"0"
"1251",56,5,38,93817,99661,5844,5.8,"20"
"1339",56,7,56,101957,107648,5691,5.7,"20"
"1443",56,7,16,109577,114693,5116,5.1,"20"
"1640",56,4,53,119907,124270,4363,4.4,"0"
"1736",56,6,71,126038,130233,4195,4.2,"0"
"1840",56,8,1,132189,137639,5450,5.5,"0"
"2040",56,3,76,142884,153577,10693,10.7,"20"
"2140",56,7,64,155415,159945,4530,4.5,"20"
"2230",56,7,80,162241,167216,4975,5,"20"
"2341",56,6,31,169069,174453,5384,5.4,"0"
"2540",56,2,11,179335,186432,7097,7.1,"0"
"2744",56,8,33,193695,198192,4497,4.5,"0"
"2837",56,5,62,200165,210352,10187,10.2,"20"
"2940",56,8,73,213342,218316,4974,5,"0"
"3034",56,4,21,220667,224307,3640,3.6,"0"
"3238",56,3,60,229842,234917,5075,5.1,"20"
"3337",56,8,65,236751,243889,7138,7.1,"0"
"3440",56,6,63,246444,252949,6505,6.5,"0"
"3535",56,3,44,254890,258793,3903,3.9,"20"
"3644",56,6,39,260529,264542,4013,4,"0"
"3732",56,1,18,266249,270776,4527,4.5,"20"
"3934",56,2,35,277360,282153,4793,4.8,"0"
"4038",56,1,42,284899,290149,5250,5.2,"20"
"4139",56,4,45,293390,296578,3188,3.2,"0"
"4244",56,4,5,298555,305479,6924,6.9,"0"
"4441",56,3,12,311750,314926,3176,3.2,"20"
"4636",56,1,2,320187,323732,3545,3.5,"20"
"4838",56,6,79,329202,332810,3608,3.6,"0"
"4941",56,7,32,334730,338802,4072,4.1,"20"
"5140",56,2,43,343845,347022,3177,3.2,"0"
"5238",56,7,72,348789,357899,9110,9.1,"20"
"5343",56,3,28,360637,364887,4250,4.2,"20"
"5538",56,6,23,371378,374006,2628,2.6,"0"
"5747",56,8,9,378591,386373,7782,7.8,"0"
"5934",56,5,54,392113,399496,7383,7.4,"20"
"6044",56,3,68,401235,405996,4761,4.8,"20"
"6137",56,5,46,408983,414586,5603,5.6,"20"
"6245",56,1,74,416531,420335,3804,3.8,"20"
"6337",56,3,52,422717,426896,4179,4.2,"20"
"6440",56,4,77,428608,433007,4399,4.4,"0"
"6535",56,4,29,434667,442348,7681,7.7,"0"
"6736",56,8,49,447901,451658,3757,3.8,"0"
"6844",56,3,20,453334,457999,4665,4.7,"20"
"7039",56,8,57,463307,466601,3294,3.3,"0"
"7151",56,6,47,468299,471059,2760,2.8,"0"
"7238",56,5,78,474324,481238,6914,6.9,"20"
"7346",56,1,66,482948,487854,4906,4.9,"20"
"7437",56,5,30,489642,495328,5686,5.7,"20"
"7640",56,5,22,500734,509328,8594,8.6,"20"
"7840",56,8,25,514914,518725,3811,3.8,"0"
"8038",56,4,13,524105,530802,6697,6.7,"0"
"8238",56,5,6,540280,546580,6300,6.3,"20"
"8436",56,5,14,551600,555212,3612,3.6,"20"
"8635",56,1,26,560687,567896,7209,7.2,"20"
"8842",56,7,48,574199,579088,4889,4.9,"20"
"8934",56,1,34,580805,587354,6549,6.5,"20"
"9047",56,3,4,589191,592838,3647,3.6,"20"
"9241",56,7,40,597410,601263,3853,3.9,"20"
"9339",56,2,19,604332,609723,5391,5.4,"0"
"9540",56,3,36,617807,621850,4043,4,"20"
"9644",56,8,41,623787,627362,3575,3.6,"0"
"9738",56,2,67,629017,633541,4524,4.5,"0"
"9839",56,7,24,635214,641984,6770,6.8,"20"
"10033",56,2,51,650785,654964,4179,4.2,"0"
"10170",56,2,75,657034,660074,3040,3,"0"
"10242",56,1,58,662719,666279,3560,3.6,"20"
"10339",56,2,59,667960,671550,3590,3.6,"0"
"10437",56,6,55,673924,681558,7634,7.6,"0"
"10540",56,1,50,683188,686073,2885,2.9,"20"
"10640",56,4,37,687867,691967,4100,4.1,"0"
