"","sub","item","cond","seq","line","dataFile","prev","deg","Nfix_1st","Nfix_2nd","Nfix_all"
"84408",33,37,3,90,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",6,15,24
"84439",33,92,4,91,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",9,3,17
"84459",33,16,6,92,1,"D:/Data/E2DEG/E2DEG33.asc","mask","20",8,6,20
"84481",33,4,6,93,1,"D:/Data/E2DEG/E2DEG33.asc","mask","20",9,6,17
"84500",33,78,2,94,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",3,12,16
"84518",33,88,6,95,1,"D:/Data/E2DEG/E2DEG33.asc","mask","20",9,6,21
"84539",33,123,5,96,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",11,17,31
"84573",33,27,5,97,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",9,7,18
"84593",33,1,3,98,NA,"D:/Data/E2DEG/E2DEG33.asc","mask","0",10,6,21
"84616",33,114,2,99,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",10,12,24
"84640",33,12,2,100,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",9,1,14
"84658",33,95,1,101,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",9,4,17
"84677",33,14,4,102,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",10,14,29
"84708",33,6,2,103,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",6,7,15
"84729",33,71,1,104,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",8,14,24
"84758",33,108,2,105,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",8,16,28
"84792",33,51,5,106,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",6,4,15
"84807",33,60,2,107,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",11,10,24
"84835",33,49,3,108,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",9,12,26
"84863",33,57,5,109,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",10,4,19
"84885",33,73,3,110,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",8,6,17
"84905",33,69,5,111,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",6,1,13
"84924",33,103,3,112,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",9,7,19
"84945",33,120,2,113,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",10,4,17
"84964",33,55,3,114,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",5,8,14
"84983",33,48,2,115,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",4,4,10
"84996",33,59,1,116,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",9,10,23
"85019",33,87,5,117,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",11,9,26
"85048",33,18,2,118,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",6,6,15
"85066",33,111,5,119,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",8,8,23
"85089",33,20,4,120,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",7,5,16
"85107",33,122,4,121,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",9,4,17
"85125",33,80,4,122,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",11,6,21
"85146",33,32,4,123,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",8,8,20
"85169",33,40,6,124,1,"D:/Data/E2DEG/E2DEG33.asc","mask","20",11,2,19
"85193",33,134,4,125,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",10,7,21
"85217",33,35,1,126,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",11,8,21
"85238",33,118,6,127,1,"D:/Data/E2DEG/E2DEG33.asc","mask","20",9,3,16
"85254",33,56,4,128,1,"D:/Data/E2DEG/E2DEG33.asc","valid","20",9,6,19
"85273",33,132,2,129,1,"D:/Data/E2DEG/E2DEG33.asc","orth","0",8,5,17
"85293",33,100,6,130,1,"D:/Data/E2DEG/E2DEG33.asc","mask","20",8,4,15
"85311",33,113,1,131,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",11,3,16
"85329",33,121,3,132,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",8,7,18
"85347",33,5,1,133,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",9,1,15
"85365",33,127,3,134,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",8,1,13
"85379",33,45,5,135,1,"D:/Data/E2DEG/E2DEG33.asc","orth","20",9,0,13
"85395",33,133,3,136,1,"D:/Data/E2DEG/E2DEG33.asc","mask","0",10,4,18
"85414",33,137,1,137,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",7,12,23
"85441",33,125,1,138,1,"D:/Data/E2DEG/E2DEG33.asc","valid","0",6,3,13
"85456",34,81,6,1,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,7,17
"85475",34,63,6,2,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,2,14
"85493",34,68,5,3,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",6,0,13
"85513",34,8,5,4,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,1,16
"85531",34,88,1,5,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",10,2,19
"85550",34,32,5,6,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",9,2,17
"85570",34,20,5,7,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,3,14
"85587",34,121,4,8,NA,"D:/Data/E2DEG/E2DEG34.asc","valid","20",9,0,14
"85605",34,107,2,9,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",8,0,14
"85623",34,137,2,10,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",3,5,14
"85641",34,21,6,11,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,5,13
"85659",34,110,5,12,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",5,3,12
"85676",34,79,4,13,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",10,1,17
"85693",34,35,2,14,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",7,0,13
"85711",34,80,5,15,NA,"D:/Data/E2DEG/E2DEG34.asc","orth","20",9,4,17
"85732",34,108,3,16,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",9,1,15
"85747",34,124,1,17,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",8,0,14
"85764",34,62,5,18,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",9,0,15
"85782",34,123,6,19,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",8,1,16
"85801",34,111,6,20,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",8,1,15
"85822",34,9,6,21,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",9,2,19
"85844",34,40,1,22,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",8,3,19
"85865",34,87,6,23,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,4,16
"85885",34,125,2,24,NA,"D:/Data/E2DEG/E2DEG34.asc","orth","0",9,3,15
"85904",34,96,3,25,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",6,3,13
"85921",34,24,3,26,NA,"D:/Data/E2DEG/E2DEG34.asc","mask","0",9,1,13
"85941",34,86,5,27,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,4,16
"85961",34,7,4,28,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,0,13
"85975",34,82,1,29,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,0,15
"85990",34,59,2,30,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",6,0,16
"86007",34,50,5,31,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",5,1,13
"86024",34,104,5,32,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",8,1,17
"86041",34,91,4,33,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",7,1,13
"86060",34,44,5,34,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,0,12
"86072",34,55,4,35,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",9,2,13
"86087",34,28,1,36,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",5,2,11
"86102",34,106,1,37,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",4,0,10
"86116",34,71,2,38,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",7,1,12
"86128",34,97,4,39,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",7,3,14
"86145",34,34,1,40,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",8,0,14
"86159",34,58,1,41,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,1,13
"86179",34,131,2,42,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",6,0,12
"86194",34,118,1,43,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",8,0,14
"86213",34,54,3,44,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",6,0,12
"86225",34,37,4,45,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",10,0,15
"86243",34,101,2,46,NA,"D:/Data/E2DEG/E2DEG34.asc","orth","0",9,4,18
"86263",34,22,1,47,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,4,16
"86282",34,109,4,48,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,1,15
"86299",34,77,2,49,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",8,1,15
"86319",34,99,6,50,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",5,3,17
"86339",34,67,4,51,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,2,15
"86354",34,113,2,52,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",8,1,12
"86368",34,4,1,53,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",9,0,14
"86386",34,119,2,54,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",10,16,27
"86414",34,41,2,55,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",5,0,11
"86429",34,49,4,56,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,0,15
"86446",34,14,5,57,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,2,16
"86466",34,134,5,58,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,5,15
"86485",34,45,6,59,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,1,11
"86500",34,117,6,60,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,0,12
"86513",34,57,6,61,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",8,1,16
"86532",34,72,3,62,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",7,5,14
"86550",34,114,3,63,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",10,3,15
"86567",34,29,2,64,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",6,9,17
"86589",34,66,3,65,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",4,5,9
"86607",34,95,2,66,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",11,8,22
"86632",34,84,3,67,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",9,3,15
"86651",34,94,1,68,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,4,15
"86670",34,47,2,69,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",6,2,13
"86687",34,23,2,70,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",6,3,14
"86703",34,90,3,71,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",8,3,13
"86720",34,98,5,72,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",7,10,18
"86746",34,138,3,73,NA,"D:/Data/E2DEG/E2DEG34.asc","mask","0",8,3,14
"86764",34,16,1,74,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",9,1,17
"86783",34,120,3,75,NA,"D:/Data/E2DEG/E2DEG34.asc","mask","0",10,5,18
"86802",34,61,4,76,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",11,2,17
"86819",34,39,6,77,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",8,10,22
"86841",34,69,6,78,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",10,0,14
"86855",34,83,2,79,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",8,2,16
"86873",34,89,2,80,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",10,6,21
"86896",34,30,3,81,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",10,0,15
"86911",34,92,5,82,NA,"D:/Data/E2DEG/E2DEG34.asc","orth","20",10,1,17
"86932",34,127,4,83,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",7,0,13
"86945",34,70,1,84,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",9,4,19
"86967",34,103,4,85,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",10,2,16
"86984",34,51,6,86,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",12,0,15
"86999",34,52,1,87,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,2,15
"87014",34,25,4,88,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",4,0,10
"87029",34,53,2,89,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",5,1,11
"87045",34,27,6,90,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",11,0,15
"87062",34,13,4,91,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,4,18
"87082",34,132,3,92,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",6,2,11
"87097",34,75,6,93,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",2,4,14
"87112",34,48,3,94,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",5,0,9
"87121",34,17,2,95,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",8,0,16
"87140",34,12,3,96,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",9,0,15
"87155",34,46,1,97,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",10,2,17
"87174",34,43,4,98,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,1,11
"87187",34,112,1,99,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",6,0,13
"87200",34,36,3,100,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",9,0,14
"87216",34,6,3,101,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",4,3,10
"87231",34,65,2,102,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",6,1,14
"87248",34,1,4,103,NA,"D:/Data/E2DEG/E2DEG34.asc","valid","20",5,1,13
"87264",34,115,4,104,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",3,2,12
"87278",34,11,2,105,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",4,0,12
"87292",34,93,6,106,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",4,0,12
"87306",34,42,3,107,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",5,0,12
"87319",34,130,1,108,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,0,14
"87337",34,126,3,109,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",5,0,10
"87353",34,102,3,110,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",6,1,12
"87365",34,56,5,111,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",5,0,12
"87382",34,85,4,112,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",5,4,16
"87400",34,129,6,113,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,2,13
"87415",34,133,4,114,NA,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,1,16
"87432",34,128,5,115,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",4,3,15
"87451",34,60,3,116,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",2,0,11
"87467",34,135,6,117,NA,"D:/Data/E2DEG/E2DEG34.asc","mask","20",5,1,16
"87488",34,64,1,118,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",10,1,14
"87504",34,76,1,119,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",4,0,11
"87518",34,3,6,120,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",10,1,16
"87536",34,2,5,121,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",10,3,20
"87556",34,73,4,122,NA,"D:/Data/E2DEG/E2DEG34.asc","valid","20",8,0,15
"87575",34,74,5,123,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",6,1,14
"87589",34,5,2,124,1,"D:/Data/E2DEG/E2DEG34.asc","orth","0",5,0,13
"87609",34,15,6,125,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,0,12
"87621",34,38,5,126,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",4,1,12
"87634",34,100,1,127,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",8,2,14
"87650",34,116,5,128,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",5,0,12
"87665",34,31,4,129,1,"D:/Data/E2DEG/E2DEG34.asc","valid","20",9,1,15
"87682",34,105,6,130,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",8,0,12
"87694",34,33,6,131,1,"D:/Data/E2DEG/E2DEG34.asc","mask","20",6,0,14
"87710",34,78,3,132,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",1,0,9
"87720",34,26,5,133,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",6,2,15
"87738",34,18,3,134,1,"D:/Data/E2DEG/E2DEG34.asc","mask","0",8,0,12
"87750",34,19,4,135,NA,"D:/Data/E2DEG/E2DEG34.asc","valid","20",5,0,13
"87764",34,122,5,136,1,"D:/Data/E2DEG/E2DEG34.asc","orth","20",8,0,12
"87776",34,10,1,137,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",9,2,17
"87793",34,136,1,138,1,"D:/Data/E2DEG/E2DEG34.asc","valid","0",7,3,16
"87811",35,108,4,1,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",11,2,17
"87830",35,79,5,2,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",11,6,22
"87854",35,67,5,3,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",11,1,16
"87870",35,43,5,4,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",9,2,14
"87886",35,27,1,5,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",14,1,19
"87906",35,130,2,6,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",12,3,20
"87929",35,28,2,7,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,1,16
"87947",35,83,3,8,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",12,5,20
"87967",35,23,3,9,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",9,1,13
"87980",35,17,3,10,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",10,4,21
"88003",35,33,1,11,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",10,2,15
"88020",35,96,4,12,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",11,3,19
"88040",35,55,5,13,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",7,4,16
"88058",35,46,2,14,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",12,0,16
"88076",35,42,4,15,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",8,3,14
"88092",35,48,4,16,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",7,4,13
"88105",35,44,6,17,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",8,1,14
"88121",35,51,1,18,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",9,5,18
"88141",35,40,2,19,NA,"D:/Data/E2DEG/E2DEG35.asc","orth","0",12,1,19
"88163",35,82,2,20,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,1,17
"88182",35,37,5,21,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",12,2,20
"88204",35,15,1,22,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",8,2,13
"88219",35,99,1,23,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",11,0,19
"88238",35,52,2,24,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",12,0,17
"88256",35,4,2,25,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",11,2,17
"88277",35,134,6,26,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",13,3,20
"88299",35,129,1,27,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",8,4,14
"88314",35,131,3,28,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",8,0,15
"88331",35,90,4,29,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",9,3,14
"88347",35,101,3,30,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",10,1,14
"88363",35,119,3,31,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",12,1,20
"88384",35,2,6,32,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",6,1,15
"88403",35,47,3,33,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",9,1,17
"88421",35,16,2,34,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",11,0,18
"88439",35,136,2,35,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,3,17
"88459",35,135,1,36,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",12,3,20
"88481",35,80,6,37,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",10,7,20
"88505",35,87,1,38,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",7,3,14
"88526",35,32,6,39,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",6,1,13
"88545",35,71,3,40,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",9,1,12
"88561",35,39,1,41,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",8,2,15
"88580",35,21,1,42,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",8,0,13
"88597",35,74,6,43,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",10,1,16
"88613",35,41,3,44,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",7,2,13
"88631",35,107,3,45,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",9,7,19
"88656",35,112,2,46,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",6,2,12
"88673",35,122,6,47,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",6,0,10
"88686",35,11,3,48,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",8,3,14
"88705",35,64,2,49,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",9,4,17
"88727",35,7,5,50,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",10,3,17
"88748",35,72,4,51,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",7,0,9
"88760",35,104,6,52,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",14,4,22
"88785",35,38,6,53,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",7,2,12
"88801",35,30,4,54,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",10,2,16
"88817",35,75,1,55,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",11,3,18
"88837",35,124,2,56,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",11,0,16
"88853",35,34,2,57,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",11,0,16
"88871",35,45,1,58,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",5,0,9
"88884",35,36,4,59,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",10,1,13
"88900",35,88,2,60,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,6,21
"88923",35,10,2,61,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,0,15
"88941",35,73,5,62,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",12,0,16
"88957",35,26,6,63,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",10,2,17
"88976",35,92,6,64,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",8,4,17
"88995",35,113,3,65,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",7,0,10
"89010",35,93,1,66,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",10,1,14
"89024",35,78,4,67,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",6,0,10
"89036",35,14,6,68,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",12,3,18
"89055",35,62,6,69,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",12,0,15
"89070",35,31,5,70,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",10,0,15
"89088",35,84,4,71,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",11,6,19
"89111",35,22,2,72,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",11,1,16
"89129",35,65,3,73,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",7,3,16
"89147",35,6,4,74,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",10,2,16
"89163",35,53,3,75,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",12,0,16
"89181",35,19,5,76,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",10,0,13
"89195",35,105,1,77,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",7,0,10
"89207",35,137,3,78,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",7,0,13
"89221",35,35,3,79,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",12,0,16
"89237",35,121,5,80,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",8,5,16
"89257",35,111,1,81,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",10,1,17
"89274",35,118,2,82,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,2,16
"89292",35,125,3,83,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",8,1,12
"89304",35,106,2,84,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",8,0,12
"89317",35,50,6,85,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",6,1,11
"89333",35,3,1,86,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",8,2,17
"89353",35,54,4,87,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",8,1,15
"89370",35,128,6,88,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",12,9,26
"89400",35,20,6,89,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",6,1,11
"89419",35,70,2,90,1,"D:/Data/E2DEG/E2DEG35.asc","orth","0",10,2,17
"89439",35,103,5,91,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",10,5,19
"89460",35,86,6,92,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",10,0,14
"89474",35,61,5,93,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",7,5,16
"89494",35,13,5,94,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",10,4,17
"89513",35,24,4,95,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",11,2,17
"89533",35,95,3,96,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",12,4,22
"89557",35,117,1,97,1,"D:/Data/E2DEG/E2DEG35.asc","valid","0",9,1,13
"89574",35,56,6,98,1,"D:/Data/E2DEG/E2DEG35.asc","mask","20",11,4,19
"89595",35,29,3,99,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",8,4,16
"89613",35,133,5,100,1,"D:/Data/E2DEG/E2DEG35.asc","orth","20",9,1,17
"89633",35,59,3,101,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",9,1,17
"89650",35,77,3,102,1,"D:/Data/E2DEG/E2DEG35.asc","mask","0",7,0,12
"89667",35,132,4,103,1,"D:/Data/E2DEG/E2DEG35.asc","valid","20",9,0,12
