"","subj","cond","item","start","end","duration_ms","duration_s","deg"
"11144",49,4,36,14899501,14902025,2524,2.5,"0"
"11239",49,3,3,14904483,14907397,2914,2.9,"20"
"11432",49,1,49,14911858,14914986,3128,3.1,"20"
"11537",49,2,42,14917407,14921751,4344,4.3,"0"
"11634",49,2,34,14928022,14931795,3773,3.8,"0"
"11737",49,7,79,14934346,14938537,4191,4.2,"20"
"11830",49,8,64,14940982,14945001,4019,4,"0"
"11937",49,6,54,14947553,14951573,4020,4,"0"
"12037",49,3,59,14954402,14957570,3168,3.2,"20"
"12126",49,7,63,14960303,14964506,4203,4.2,"20"
"10160",50,7,62,19063965,19069120,5155,5.2,"20"
"11145",50,3,18,19071944,19075931,3987,4,"20"
"1339",50,6,5,19081106,19086389,5283,5.3,"0"
"1531",50,6,13,19092297,19097354,5057,5.1,"0"
"1734",50,4,35,19104625,19108119,3494,3.5,"0"
"1837",50,6,61,19110774,19117015,6241,6.2,"0"
"1934",50,8,79,19119698,19123170,3472,3.5,"0"
"2034",50,3,74,19125914,19129239,3325,3.3,"20"
"2132",50,3,10,19132609,19136537,3928,3.9,"20"
"2334",50,8,7,19142075,19145564,3489,3.5,"0"
"2532",50,2,49,19152770,19156944,4174,4.2,"0"
"2638",50,4,59,19159602,19163266,3664,3.7,"0"
"2734",50,2,25,19169640,19172749,3109,3.1,"0"
"2938",50,2,33,19178616,19181138,2522,2.5,"0"
"3033",50,1,40,19184684,19188329,3645,3.6,"20"
"3135",50,1,80,19190893,19193492,2599,2.6,"20"
"3235",50,8,15,19198339,19201134,2795,2.8,"0"
"3433",50,5,60,19209467,19211935,2468,2.5,"20"
"3534",50,6,21,19214677,19218472,3795,3.8,"0"
"3735",50,7,70,19224615,19227380,2765,2.8,"20"
"3837",50,7,54,19232443,19236530,4087,4.1,"20"
"3934",50,3,42,19239716,19243275,3559,3.6,"20"
"4034",50,3,2,19245826,19248783,2957,3,"20"
"4237",50,6,77,19259074,19262640,3566,3.6,"0"
"4334",50,1,72,19266144,19269360,3216,3.2,"20"
"4436",50,7,22,19271886,19274384,2498,2.5,"20"
"4634",50,4,11,19280437,19283521,3084,3.1,"0"
"4834",50,6,45,19289586,19292091,2505,2.5,"0"
"4928",50,2,1,19295135,19297635,2500,2.5,"0"
"5137",50,4,27,19303382,19306261,2879,2.9,"0"
"5337",50,8,71,19312238,19315148,2910,2.9,"0"
"5435",50,6,29,19320716,19324873,4157,4.2,"0"
"5632",50,8,47,19330393,19332638,2245,2.2,"0"
"5736",50,1,56,19336412,19338625,2213,2.2,"20"
"5837",50,7,14,19341108,19345053,3945,3.9,"20"
"6034",50,8,31,19353738,19357044,3306,3.3,"0"
"6233",50,7,46,19365207,19370555,5348,5.3,"20"
"6334",50,1,48,19373227,19376747,3520,3.5,"20"
"6432",50,8,23,19379628,19381955,2327,2.3,"0"
"6637",50,3,26,19386475,19389098,2623,2.6,"20"
"6836",50,8,39,19395971,19401084,5113,5.1,"0"
"6936",50,4,75,19403680,19406154,2474,2.5,"0"
"7037",50,2,41,19410272,19413218,2946,2.9,"0"
"7134",50,1,24,19415609,19419283,3674,3.7,"20"
"7333",50,5,52,19424083,19427585,3502,3.5,"20"
"7436",50,7,78,19432267,19435442,3175,3.2,"20"
"7529",50,5,4,19438849,19441491,2642,2.6,"20"
"7734",50,3,34,19449179,19452439,3260,3.3,"20"
"7835",50,4,67,19456569,19459193,2624,2.6,"0"
"7936",50,4,3,19462118,19464148,2030,2,"0"
"8134",50,3,50,19505598,19508431,2833,2.8,"20"
"8238",50,2,57,19511971,19515029,3058,3.1,"0"
"8333",50,4,19,19518066,19520741,2675,2.7,"0"
"8534",50,4,51,19528492,19531794,3302,3.3,"0"
"8633",50,3,58,19534261,19537198,2937,2.9,"20"
"8735",50,3,66,19539613,19543083,3470,3.5,"20"
"8834",50,1,16,19545572,19548258,2686,2.7,"20"
"9036",50,1,8,19554790,19557250,2460,2.5,"20"
"9237",50,5,36,19562692,19565807,3115,3.1,"20"
"9333",50,6,69,19570314,19572806,2492,2.5,"0"
"9430",50,6,53,19575877,19579118,3241,3.2,"0"
"9537",50,8,55,19584180,19586993,2813,2.8,"0"
"9639",50,4,43,19589763,19592285,2522,2.5,"0"
"9731",50,5,20,19594867,19597153,2286,2.3,"20"
"9939",50,7,30,19604448,19606683,2235,2.2,"20"
"10161",50,1,32,19611489,19614306,2817,2.8,"20"
"10337",50,5,68,19619568,19622319,2751,2.8,"20"
"10432",50,8,63,19624864,19628062,3198,3.2,"0"
"10533",50,2,17,19630651,19634172,3521,3.5,"0"
"10738",50,2,65,19638931,19641192,2261,2.3,"0"
"10832",50,1,64,19647861,19650655,2794,2.8,"20"
"10941",50,2,9,19653017,19655465,2448,2.4,"0"
"11146",50,6,37,19660700,19663264,2564,2.6,"0"
"11240",50,5,12,19666899,19669493,2594,2.6,"20"
"11433",50,5,28,19675493,19678547,3054,3.1,"20"
"11635",50,5,76,19684907,19688193,3286,3.3,"20"
"11738",50,2,73,19693419,19696118,2699,2.7,"0"
"11831",50,7,6,19698876,19702597,3721,3.7,"20"
"12038",50,5,44,19709105,19712158,3053,3.1,"20"
"12127",50,7,38,19714683,19717443,2760,2.8,"20"
"10162",51,2,48,2156400,2165848,9448,9.4,"0"
"11147",51,5,51,2168401,2173702,5301,5.3,"20"
"1241",51,1,31,2176270,2182717,6447,6.4,"20"
"1432",51,6,68,2188589,2194956,6367,6.4,"0"
"1532",51,7,21,2197406,2203103,5697,5.7,"20"
"1735",51,5,67,2208292,2216724,8432,8.4,"20"
"1838",51,1,71,2219369,2222673,3304,3.3,"20"
"1935",51,3,17,2225134,2231339,6205,6.2,"20"
"2133",51,5,27,2238088,2241489,3401,3.4,"20"
"2335",51,8,6,2246901,2255264,8363,8.4,"0"
"2533",51,8,22,2262847,2272237,9390,9.4,"0"
"2735",51,4,18,2277220,2282133,4913,4.9,"0"
"2939",51,3,25,2290389,2294286,3897,3.9,"20"
"3136",51,6,76,2300981,2306534,5553,5.6,"0"
"3236",51,2,72,2310122,2315148,5026,5,"0"
"3339",51,7,37,2317596,2322707,5111,5.1,"20"
"3434",51,7,45,2325279,2331850,6571,6.6,"20"
"3535",51,6,28,2337250,2344543,7293,7.3,"0"
"3736",51,4,2,2353125,2359130,6005,6,"0"
"3935",51,8,62,2366893,2372198,5305,5.3,"0"
"4035",51,4,34,2374660,2381774,7114,7.1,"0"
"4135",51,2,40,2386122,2389653,3531,3.5,"0"
"4238",51,6,4,2395042,2399221,4179,4.2,"0"
"4437",51,3,65,2406455,2414620,8165,8.2,"20"
"4537",51,8,70,2419425,2424019,4594,4.6,"0"
"4635",51,1,79,2428065,2431699,3634,3.6,"20"
"4738",51,1,47,2436040,2439627,3587,3.6,"20"
"4835",51,5,59,2442194,2447662,5468,5.5,"20"
"4929",51,6,60,2450247,2453476,3229,3.2,"0"
"5040",51,6,12,2456662,2460351,3689,3.7,"0"
"5230",51,6,52,2468293,2471536,3243,3.2,"0"
"5338",51,8,78,2476047,2483528,7481,7.5,"0"
"5436",51,5,35,2486163,2490442,4279,4.3,"20"
"5538",51,2,8,2494573,2499246,4673,4.7,"0"
"5737",51,8,14,2509231,2515850,6619,6.6,"0"
"5938",51,7,69,2524022,2529450,5428,5.4,"20"
"6035",51,2,64,2532300,2536715,4415,4.4,"0"
"6137",51,5,11,2539348,2543116,3768,3.8,"20"
"6335",51,1,55,2550860,2555141,4281,4.3,"20"
"6433",51,6,36,2559258,2562210,2952,3,"0"
"6533",51,1,63,2565812,2573941,8129,8.1,"20"
"6638",51,7,61,2577776,2586242,8466,8.5,"20"
"6737",51,4,50,2589257,2593314,4057,4.1,"0"
"6837",51,7,5,2600333,2608962,8629,8.6,"20"
"7038",51,1,7,2616848,2620333,3485,3.5,"20"
"7241",51,3,57,2631576,2636748,5172,5.2,"20"
"7334",51,4,66,2639732,2643424,3692,3.7,"0"
"7437",51,4,10,2646360,2651213,4853,4.9,"0"
"7638",51,6,44,2659998,2664124,4126,4.1,"0"
"7735",51,7,53,2670372,2676786,6414,6.4,"20"
"7836",51,5,43,2680369,2684727,4358,4.4,"20"
"7937",51,8,46,2689564,2694055,4491,4.5,"0"
"8033",51,2,56,2697293,2701462,4169,4.2,"0"
"8135",51,2,80,2704005,2710085,6080,6.1,"0"
"8239",51,4,58,2712868,2719242,6374,6.4,"0"
"8334",51,4,26,2723405,2728892,5487,5.5,"0"
"8535",51,3,41,2737493,2741308,3815,3.8,"20"
"8634",51,3,73,2746652,2757009,10357,10.4,"20"
"8736",51,6,20,2761636,2764176,2540,2.5,"0"
"8937",51,3,33,2772501,2775764,3263,3.3,"20"
"9037",51,8,54,2781351,2789008,7657,7.7,"0"
"9133",51,2,16,2832216,2836112,3896,3.9,"0"
"9334",51,5,3,2843761,2846977,3216,3.2,"20"
"9538",51,1,39,2853451,2858419,4968,5,"20"
"9640",51,4,42,2861679,2866185,4506,4.5,"0"
"9732",51,3,9,2870135,2874925,4790,4.8,"20"
"9940",51,4,74,2881175,2884719,3544,3.5,"0"
"10032",51,7,13,2887751,2892304,4553,4.6,"20"
"10239",51,8,30,2899030,2901397,2367,2.4,"0"
"10433",51,2,24,2905820,2910360,4540,4.5,"0"
"10633",51,2,32,2918099,2922415,4316,4.3,"0"
"10833",51,7,29,2927796,2933348,5552,5.6,"20"
"11031",51,1,15,2938181,2941224,3043,3,"20"
"11241",51,3,1,2948993,2952617,3624,3.6,"20"
"11434",51,1,23,2960689,2963862,3173,3.2,"20"
"11636",51,5,75,3004459,3009169,4710,4.7,"20"
"11739",51,8,38,3013129,3017389,4260,4.3,"0"
"11832",51,7,77,3021717,3026306,4589,4.6,"20"
"11938",51,3,49,3028890,3033057,4167,4.2,"20"
"12039",51,5,19,3035642,3039273,3631,3.6,"20"
"10163",52,4,1,4096220,4099909,3689,3.7,"0"
"1242",52,4,41,4107507,4113043,5536,5.5,"0"
"1340",52,2,23,4116458,4119691,3233,3.2,"0"
"1533",52,1,78,4125750,4129451,3701,3.7,"20"
"1632",52,7,12,4131947,4134857,2910,2.9,"20"
"1839",52,4,73,4140500,4143178,2678,2.7,"0"
"1936",52,2,79,4145844,4149748,3904,3.9,"0"
"2035",52,1,38,4153205,4156038,2833,2.8,"20"
"2134",52,6,51,4159115,4163140,4025,4,"0"
"2238",52,5,10,4166453,4170652,4199,4.2,"20"
"2430",52,2,15,4176301,4179360,3059,3.1,"0"
"2639",52,1,54,4184966,4188846,3880,3.9,"20"
"2736",52,5,50,4191563,4194898,3335,3.3,"20"
"2834",52,8,13,4197660,4202321,4661,4.7,"0"
"3034",52,4,9,4207229,4210561,3332,3.3,"0"
"3237",52,3,80,4216043,4220490,4447,4.4,"20"
"3340",52,7,36,4223201,4226465,3264,3.3,"20"
"3435",52,5,42,4228996,4232928,3932,3.9,"20"
"3536",52,7,76,4235673,4239275,3602,3.6,"20"
"3636",52,5,18,4241951,4246083,4132,4.1,"20"
"3838",52,4,49,4251414,4255570,4156,4.2,"0"
"3936",52,3,64,4258976,4264725,5749,5.7,"20"
"4036",52,8,5,4267530,4271475,3945,3.9,"0"
"4239",52,3,8,4276790,4280227,3437,3.4,"20"
"4438",52,2,47,4286953,4289062,2109,2.1,"0"
"4538",52,3,40,4292869,4294885,2016,2,"20"
"4636",52,8,29,4297532,4299770,2238,2.2,"0"
"4836",52,2,55,4305694,4310367,4673,4.7,"0"
"4930",52,5,26,4313181,4316665,3484,3.5,"20"
"5138",52,8,21,4321869,4325313,3444,3.4,"0"
"5339",52,1,6,4331130,4334300,3170,3.2,"20"
"5539",52,1,14,4342068,4345234,3166,3.2,"20"
"5738",52,6,19,4351422,4352783,1361,1.4,"0"
"5939",52,8,77,4360561,4363678,3117,3.1,"0"
"6036",52,2,71,4366299,4368759,2460,2.5,"0"
"6138",52,4,65,4371520,4374120,2600,2.6,"0"
"6234",52,3,16,4376577,4378453,1876,1.9,"20"
"6434",52,1,62,4383550,4386620,3070,3.1,"20"
"6534",52,6,67,4392407,4394710,2303,2.3,"0"
"6639",52,6,75,4399301,4402593,3292,3.3,"0"
"6738",52,6,59,4405254,4408110,2856,2.9,"0"
"6838",52,5,2,4412340,4415032,2692,2.7,"20"
"7039",52,8,61,4420551,4424432,3881,3.9,"0"
"7135",52,7,44,4426929,4434907,7978,8,"20"
"7242",52,2,7,4438273,4440034,1761,1.8,"0"
"7438",52,6,43,4446351,4449061,2710,2.7,"0"
"7530",52,3,56,4453574,4454992,1418,1.4,"20"
"7639",52,5,34,4458046,4460438,2392,2.4,"20"
"7736",52,5,74,4464180,4466020,1840,1.8,"20"
"7837",52,5,66,4468530,4470417,1887,1.9,"20"
"7938",52,7,60,4474036,4476212,2176,2.2,"20"
"8034",52,3,72,4479264,4481593,2329,2.3,"20"
"8136",52,4,33,4484573,4485941,1368,1.4,"0"
"8240",52,7,68,4488850,4491223,2373,2.4,"20"
"8335",52,7,52,4494658,4496509,1851,1.9,"20"
"8436",52,2,31,4498912,4500832,1920,1.9,"0"
"8635",52,1,46,4508526,4511181,2655,2.7,"20"
"8737",52,1,70,4514190,4516471,2281,2.3,"20"
"8835",52,3,48,4519200,4521990,2790,2.8,"20"
"8938",52,7,4,4524936,4527761,2825,2.8,"20"
"9134",52,3,24,4532648,4534822,2174,2.2,"20"
"9335",52,5,58,4540659,4543116,2457,2.5,"20"
"9431",52,7,28,4546412,4549392,2980,3,"20"
"9641",52,1,22,4554430,4556895,2465,2.5,"20"
"9839",52,8,53,4562229,4565209,2980,3,"0"
"9941",52,8,45,4569050,4570869,1819,1.8,"0"
"10033",52,6,27,4574193,4577610,3417,3.4,"0"
"10240",52,4,25,4582376,4585422,3046,3,"0"
"10434",52,2,39,4591642,4593855,2213,2.2,"0"
"10534",52,2,63,4596332,4601007,4675,4.7,"0"
"10634",52,8,37,4603626,4605892,2266,2.3,"0"
"10739",52,4,17,4610361,4613673,3312,3.3,"0"
"10942",52,6,3,4620265,4622423,2158,2.2,"0"
"11148",52,3,32,4627615,4630167,2552,2.6,"20"
"11334",52,6,35,4634936,4637577,2641,2.6,"0"
"11435",52,1,30,4640239,4642241,2002,2,"20"
"11637",52,7,20,4649256,4651437,2181,2.2,"20"
"11833",52,4,57,4657170,4659202,2032,2,"0"
"11939",52,6,11,4664840,4666349,1509,1.5,"0"
"12128",52,8,69,4675643,4677754,2111,2.1,"0"
"10164",53,1,37,6681020,6685420,4400,4.4,"20"
"11149",53,5,65,6687788,6691341,3553,3.6,"20"
"1243",53,1,77,6694620,6697923,3303,3.3,"20"
"1341",53,3,79,6700825,6704038,3213,3.2,"20"
"1433",53,1,53,6706919,6710656,3737,3.7,"20"
"1534",53,1,61,6713675,6717934,4259,4.3,"20"
"1633",53,3,15,6720989,6724060,3071,3.1,"20"
"1840",53,3,39,6728543,6731326,2783,2.8,"20"
"1937",53,3,71,6733803,6736399,2596,2.6,"20"
"2036",53,3,63,6738971,6742780,3809,3.8,"20"
"2135",53,4,40,6745595,6749265,3670,3.7,"0"
"2239",53,4,80,6752491,6755406,2915,2.9,"0"
"2336",53,1,5,6758549,6768249,9700,9.7,"20"
"2534",53,5,41,6773377,6777103,3726,3.7,"20"
"2640",53,4,48,6779589,6782800,3211,3.2,"0"
"2737",53,1,45,6785551,6790690,5139,5.1,"20"
"2835",53,8,44,6793365,6796029,2664,2.7,"0"
"2940",53,2,78,6799931,6803029,3098,3.1,"0"
"3035",53,6,26,6805830,6809535,3705,3.7,"0"
"3238",53,7,67,6865953,6869035,3082,3.1,"20"
"3341",53,7,75,6871473,6875023,3550,3.5,"20"
"3436",53,2,62,6877592,6880530,2938,2.9,"0"
"3537",53,2,38,6883684,6886575,2891,2.9,"0"
"3637",53,8,4,6889162,6891837,2675,2.7,"0"
"3839",53,8,12,6897832,6901079,3247,3.2,"0"
"4037",53,8,76,6907279,6910836,3557,3.6,"0"
"4136",53,8,36,6914014,6916487,2473,2.5,"0"
"4240",53,1,13,6920096,6923076,2980,3,"20"
"4439",53,6,42,6929541,6932519,2978,3,"0"
"4539",53,7,51,6938069,6940776,2707,2.7,"20"
"4637",53,2,22,6997442,7001081,3639,3.6,"0"
"4837",53,4,72,7005613,7008559,2946,2.9,"0"
"4931",53,5,17,7011155,7014027,2872,2.9,"20"
"5139",53,5,25,7018441,7021395,2954,3,"20"
"5340",53,1,69,7026481,7028951,2470,2.5,"20"
"5437",53,6,2,7031522,7034238,2716,2.7,"0"
"5633",53,6,66,7039067,7041640,2573,2.6,"0"
"5739",53,6,34,7044888,7048044,3156,3.2,"0"
"5838",53,4,32,7051004,7053815,2811,2.8,"0"
"6037",53,4,24,7059096,7061679,2583,2.6,"0"
"6235",53,5,49,7065843,7068294,2451,2.5,"20"
"6336",53,2,70,7071915,7075588,3673,3.7,"0"
"6435",53,5,9,7078404,7081353,2949,2.9,"20"
"6640",53,8,28,7086090,7088578,2488,2.5,"0"
"6839",53,7,3,7094073,7096557,2484,2.5,"20"
"7040",53,5,1,7100713,7103487,2774,2.8,"20"
"7243",53,6,58,7112114,7114491,2377,2.4,"0"
"7335",53,5,57,7116964,7119609,2645,2.6,"20"
"7439",53,7,35,7123031,7125876,2845,2.8,"20"
"7531",53,4,64,7128500,7130833,2333,2.3,"0"
"7640",53,6,18,7133476,7135772,2296,2.3,"0"
"7838",53,2,30,7140079,7143509,3430,3.4,"0"
"8035",53,2,14,7148801,7151349,2548,2.5,"0"
"8241",53,3,47,7155837,7158577,2740,2.7,"20"
"8336",53,2,54,7161186,7163782,2596,2.6,"0"
"8437",53,8,20,7166714,7168782,2068,2.1,"0"
"8636",53,3,31,7174861,7180247,5386,5.4,"20"
"8836",53,7,11,7186457,7189051,2594,2.6,"20"
"9038",53,4,56,7196577,7198664,2087,2.1,"0"
"9135",53,7,59,7201565,7204552,2987,3,"20"
"9238",53,1,21,7207175,7210000,2825,2.8,"20"
"9432",53,6,10,7214898,7217449,2551,2.6,"0"
"9642",53,4,16,7222668,7224802,2134,2.1,"0"
"9840",53,8,68,7230422,7232876,2454,2.5,"0"
"9942",53,7,19,7240640,7243736,3096,3.1,"20"
"10165",53,3,7,7248929,7252284,3355,3.4,"20"
"10338",53,3,55,7257170,7260246,3076,3.1,"20"
"10435",53,8,52,7262890,7265631,2741,2.7,"0"
"10535",53,8,60,7268405,7271066,2661,2.7,"0"
"10635",53,3,23,7273629,7275876,2247,2.2,"20"
"10834",53,1,29,7280908,7283762,2854,2.9,"20"
"11032",53,7,43,7289727,7292597,2870,2.9,"20"
"11150",53,5,33,7295107,7297711,2604,2.6,"20"
"11242",53,5,73,7300997,7304670,3673,3.7,"20"
"11335",53,2,6,7308202,7310796,2594,2.6,"0"
"11538",53,4,8,7316503,7318862,2359,2.4,"0"
"11740",53,6,74,7323278,7326112,2834,2.8,"0"
"11834",53,7,27,7328716,7331529,2813,2.8,"20"
"12040",53,6,50,7339496,7341786,2290,2.3,"0"
"12129",53,2,46,7344321,7347003,2682,2.7,"0"
"10166",54,2,5,9240322,9244588,4266,4.3,"0"
"1244",54,4,31,9251107,9255948,4841,4.8,"0"
"1434",54,4,15,9263718,9268143,4425,4.4,"0"
"1634",54,8,11,9274329,9276761,2432,2.4,"0"
"1841",54,2,61,9282663,9288879,6216,6.2,"0"
"1938",54,4,79,9292456,9296964,4508,4.5,"0"
"2037",54,1,76,9300329,9307868,7539,7.5,"20"
"2136",54,1,44,9310821,9314552,3731,3.7,"20"
"2240",54,8,19,9317300,9321302,4002,4,"0"
"2431",54,4,7,9329333,9333119,3786,3.8,"0"
"2641",54,8,43,9340373,9344954,4581,4.6,"0"
"2738",54,4,23,9347813,9351228,3415,3.4,"0"
"2941",54,1,4,9356765,9360777,4012,4,"20"
"3137",54,5,24,9366712,9374728,8016,8,"20"
"3342",54,3,38,9380830,9386878,6048,6,"20"
"3437",54,2,53,9390118,9394968,4850,4.8,"0"
"3538",54,5,8,9398602,9403357,4755,4.8,"20"
"3737",54,7,2,9409099,9412560,3461,3.5,"20"
"3937",54,5,72,9419513,9425013,5500,5.5,"20"
"4038",54,8,51,9427976,9434873,6897,6.9,"0"
"4137",54,4,71,9438266,9443425,5159,5.2,"0"
"4241",54,5,80,9446731,9450695,3964,4,"20"
"4335",54,6,57,9453855,9457098,3243,3.2,"0"
"4440",54,1,52,9460053,9464119,4066,4.1,"20"
"4540",54,7,10,9467297,9471555,4258,4.3,"20"
"4739",54,7,26,9477981,9482992,5011,5,"20"
"4932",54,1,20,9488483,9492286,3803,3.8,"20"
"5140",54,6,25,9497586,9500863,3277,3.3,"0"
"5341",54,2,29,9507133,9512546,5413,5.4,"0"
"5540",54,2,77,9518154,9520878,2724,2.7,"0"
"5634",54,7,50,9524297,9527860,3563,3.6,"20"
"5740",54,5,40,9531281,9535375,4094,4.1,"20"
"5839",54,6,49,9538205,9541948,3743,3.7,"0"
"5940",54,2,37,9544417,9548735,4318,4.3,"0"
"6038",54,7,66,9551304,9555533,4229,4.2,"20"
"6139",54,3,22,9559008,9564847,5839,5.8,"20"
"6337",54,8,35,9571215,9575591,4376,4.4,"0"
"6436",54,3,70,9578106,9582506,4400,4.4,"20"
"6535",54,5,64,9585036,9591734,6698,6.7,"20"
"6641",54,7,74,9594804,9599311,4507,4.5,"20"
"6739",54,1,36,9601796,9606086,4290,4.3,"20"
"6840",54,6,65,9608736,9614805,6069,6.1,"0"
"6937",54,6,41,9617851,9624380,6529,6.5,"0"
"7041",54,2,13,9627239,9635050,7811,7.8,"0"
"7244",54,7,18,9639892,9645333,5441,5.4,"20"
"7440",54,6,33,9651324,9654799,3475,3.5,"0"
"7532",54,4,39,9657738,9660921,3183,3.2,"0"
"7641",54,3,14,9663364,9669827,6463,6.5,"20"
"7839",54,6,1,9678915,9682232,3317,3.3,"0"
"8036",54,4,47,9688988,9691649,2661,2.7,"0"
"8137",54,1,60,9694651,9698100,3449,3.4,"20"
"8242",54,2,45,9701151,9704152,3001,3,"0"
"8337",54,5,48,9706840,9710967,4127,4.1,"20"
"8438",54,8,27,9714511,9717816,3305,3.3,"0"
"8637",54,1,12,9724026,9728004,3978,4,"20"
"8837",54,4,63,9734382,9739844,5462,5.5,"0"
"8939",54,3,54,9742626,9747014,4388,4.4,"20"
"9039",54,3,62,9752977,9757522,4545,4.5,"20"
"9136",54,7,58,9760513,9763882,3369,3.4,"20"
"9239",54,3,6,9767521,9772743,5222,5.2,"20"
"9433",54,5,16,9779978,9783958,3980,4,"20"
"9643",54,8,59,9792865,9797207,4342,4.3,"0"
"9733",54,7,42,9800718,9803792,3074,3.1,"20"
"9841",54,3,30,9807898,9811119,3221,3.2,"20"
"10034",54,7,34,9816746,9820979,4233,4.2,"20"
"10167",54,4,55,9823820,9829740,5920,5.9,"0"
"10241",54,5,32,9832683,9836821,4138,4.1,"20"
"10436",54,8,67,9842003,9848235,6232,6.2,"0"
"10536",54,8,3,9850968,9854623,3655,3.7,"0"
"10740",54,5,56,9860731,9863127,2396,2.4,"20"
"10835",54,8,75,9866210,9870746,4536,4.5,"0"
"10943",54,2,69,9873480,9877590,4110,4.1,"0"
"11033",54,6,17,9880455,9884598,4143,4.1,"0"
"11243",54,1,28,9889908,9894035,4127,4.1,"20"
"11436",54,3,78,9900565,9904980,4415,4.4,"20"
"11539",54,2,21,9908232,9911726,3494,3.5,"0"
"11741",54,6,9,9916944,9922745,5801,5.8,"0"
"11940",54,3,46,9928289,9932000,3711,3.7,"20"
"12041",54,1,68,9935262,9939638,4376,4.4,"20"
"12130",54,6,73,9942852,9946691,3839,3.8,"0"
"10168",55,2,76,4447615,4451682,4067,4.1,"0"
"11151",55,2,52,4454028,4457300,3272,3.3,"0"
"1245",55,3,5,4462381,4467197,4816,4.8,"20"
"1435",55,8,18,4473558,4476678,3120,3.1,"0"
"1635",55,3,61,4485888,4493101,7213,7.2,"20"
"1736",55,7,41,4496609,4501783,5174,5.2,"20"
"1842",55,1,11,4505285,4508143,2858,2.9,"20"
"2038",55,1,51,4516050,4521913,5863,5.9,"20"
"2137",55,7,73,4523843,4526570,2727,2.7,"20"
"2241",55,6,56,4528770,4530794,2024,2,"0"
"2337",55,2,4,4534033,4536634,2601,2.6,"0"
"2535",55,3,13,4542872,4546623,3751,3.8,"20"
"2739",55,4,78,4552316,4555556,3240,3.2,"0"
"2836",55,3,53,4558320,4565180,6860,6.9,"20"
"2942",55,6,48,4567600,4570319,2719,2.7,"0"
"3036",55,3,21,4573752,4576372,2620,2.6,"20"
"3239",55,5,63,4583402,4585952,2550,2.5,"20"
"3343",55,5,15,4589184,4591795,2611,2.6,"20"
"3539",55,8,50,4599350,4602101,2751,2.8,"0"
"3638",55,2,60,4604233,4607236,3003,3,"0"
"3738",55,6,24,4610097,4613258,3161,3.2,"0"
"3938",55,5,39,4618629,4621915,3286,3.3,"20"
"4039",55,7,65,4627905,4631537,3632,3.6,"20"
"4138",55,1,59,4634978,4639350,4372,4.4,"20"
"4242",55,2,28,4642421,4646616,4195,4.2,"0"
"4441",55,1,43,4659127,4663387,4260,4.3,"20"
"4541",55,2,68,4665632,4672255,6623,6.6,"0"
"4638",55,3,77,4674657,4677901,3244,3.2,"20"
"4740",55,8,10,4680077,4683747,3670,3.7,"0"
"4933",55,3,29,4689882,4692731,2849,2.8,"20"
"5141",55,4,38,4700208,4704547,4339,4.3,"0"
"5231",55,1,75,4706664,4709330,2666,2.7,"20"
"5342",55,7,33,4711602,4715222,3620,3.6,"20"
"5438",55,7,17,4717375,4719811,2436,2.4,"20"
"5635",55,5,7,4727889,4730734,2845,2.8,"20"
"5840",55,8,26,4736156,4740080,3924,3.9,"0"
"6039",55,4,46,4749711,4749825,114,0.1,"0"
"6140",55,8,34,4755549,4759060,3511,3.5,"0"
"6236",55,1,35,4763951,4766497,2546,2.5,"20"
"6338",55,5,47,4771982,4778537,6555,6.6,"20"
"6437",55,3,45,4782212,4785424,3212,3.2,"20"
"6536",55,6,40,4790863,4794251,3388,3.4,"0"
"6642",55,5,23,4798840,4801921,3081,3.1,"20"
"6841",55,7,1,4808715,4813788,5073,5.1,"20"
"7042",55,5,71,4822008,4826575,4567,4.6,"20"
"7136",55,6,32,4833055,4838505,5450,5.5,"0"
"7336",55,8,66,4845538,4849293,3755,3.8,"0"
"7441",55,6,8,4853023,4857508,4485,4.5,"0"
"7642",55,8,42,4862605,4865441,2836,2.8,"0"
"7737",55,4,22,4870873,4874927,4054,4.1,"0"
"7939",55,7,25,4883004,4886737,3733,3.7,"20"
"8138",55,6,64,4892968,4897652,4684,4.7,"0"
"8243",55,1,27,4902688,4906683,3995,4,"20"
"8439",55,1,19,4913155,4917715,4560,4.6,"20"
"8638",55,5,31,4929234,4934117,4883,4.9,"20"
"8838",55,2,36,4939381,4943611,4230,4.2,"0"
"8940",55,6,80,4949767,4953851,4084,4.1,"0"
"9040",55,6,16,4957460,4961038,3578,3.6,"0"
"9240",55,4,54,4970350,4973790,3440,3.4,"0"
"9336",55,6,72,4977110,4981027,3917,3.9,"0"
"9434",55,4,62,4990488,4994598,4110,4.1,"0"
"9539",55,4,6,5066319,5071741,5422,5.4,"0"
"9734",55,8,2,5079425,5082094,2669,2.7,"0"
"9943",55,3,69,5088901,5092220,3319,3.3,"20"
"10035",55,7,49,5096174,5104226,8052,8.1,"20"
"10169",55,3,37,5109766,5112316,2550,2.5,"20"
"10242",55,5,55,5114855,5117196,2341,2.3,"20"
"10339",55,2,12,5121825,5125042,3217,3.2,"0"
"10537",55,2,44,5130471,5132660,2189,2.2,"0"
"10636",55,1,67,5138296,5139902,1606,1.6,"20"
"10741",55,5,79,5143420,5145864,2444,2.4,"20"
"10836",55,4,30,5149370,5151756,2386,2.4,"0"
"11034",55,2,20,5157524,5159813,2289,2.3,"0"
"11244",55,8,58,5168188,5171536,3348,3.3,"0"
